SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
3617,NA,NA,0,2200000,Herman Area Machine Pile Disposal,USDA-USFS-Black Hills NF-Bearlodge RD,NA,NA,Incomplete
3645,NA,2000,0,NA,Pole Mtn. Veg Project,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,NA,NA,Incomplete
3658,NA,NA,0,7900,Teton Basin Pile,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,NA,NA,Incomplete
3661,2020-04-18,NA,NA,150000,Casper Mountain Slash Pile Burn 2020,Casper Mountain Fire District,NA,NA,Complete
3886,NA,NA,0,483295,Dry Muddy,NA,NA,NA,Incomplete
3837,2021-04-20,NA,NA,NA,Thunder Bolt,NA,NA,NA,Complete
1906,2015-12-29,NA,NA,NA,2015 Miller Creek Pile Burn,NA,NA,NA,Complete
3481,2019-04-24,NA,NA,NA,Philip RX,NA,NA,NA,Complete
3746,2021-01-05,NA,NA,NA,Rattlesnake Area,NA,NA,NA,Complete
3880,2021-10-22,NA,NA,NA,Phillips Ridge,NA,NA,NA,Complete
3879,2021-12-14,NA,NA,NA,Bitmore,NA,NA,NA,Complete
521,2008-03-14,0,NA,4500,Riverton FDN,Riverton Sertoma FDN,43.0339068,-108.4103245,Complete
522,2008-03-25,200,0,0,"John ""Red"" Baker Property",Wyoming Game and Fish Department,41.89712778,-104.8605917,Incomplete
590,2008-05-02,0,NA,8266,NA,Sinclair Golf Club,41.8196136,-107.0127167,Complete
536,2008-06-30,25,0,0,WYOFIRE,Wyoming State Forestry Division,42.39722222,-104.8127778,Incomplete
613,2009-10-06,0,0,10474,NA,NA,41.88333333,-110.075,Incomplete
572,2009-10-19,13,13,14796,West Zone Piles,USDA-USFS-Bridger-Teton NF-Greys River/Kemmerer RD,43.0762643,-110.8256998,Complete
795,2009-11-10,210,0,0,NA,USDI-NPS-Wind Cave NP-Northern Great Plains Fire Management,44.5975,-104.7027778,Incomplete
596,2009-12-15,0,0,70000,Sunlight Creek,"RY Timber, Inc.",44.6877499,-109.5939442,Incomplete
656,2010-02-16,0,0,162000,NA,"Town of Hudson, WY",42.8944973,-108.5779302,Incomplete
657,2010-02-22,0,0,2500,NA,USDA-USFS-Shoshone NF-Dubois RD,43.50441667,-109.73975,Incomplete
659,2010-03-05,240,0,0,NA,Wyoming Game and Fish Department,42.23833889,-104.9203028,Incomplete
693,2010-11-09,0,NA,4500,NA,REACH Foundation,43.0339068,-108.4103245,Complete
694,2010-11-10,1,1,640,Cold Springs Pile,USDA-USFS-Big Horn NF-Lovell RD,44.32243889,-107.4120194,Complete
697,2010-11-17,0,0,2000,Steamboat SMP-I Burn,Wyoming State Forestry Division,44.7836324,-107.3930255,Incomplete
696,2010-11-17,5,5,2500,Shell Piles,USDA-USFS-Big Horn NF-Medicine Wheel/Paintrock RD,44.54991667,-107.4955556,Complete
749,2011-01-18,1260,0,2000,Muddy Mountain Piles,USDI-BLM-Casper Field Office,42.40865,-106.1515,Incomplete
772,2011-02-22,0,0,9450,Devils Tower,USDI-NPS-Devils Tower NM,44.57944444,-104.7183333,Incomplete
791,2011-03-19,73,0,0,NA,"Fire Trax, LLC",42.45892417,-104.2020583,Incomplete
790,2011-03-20,117,0,0,NA,"Fire Trax, LLC",42.38190194,-104.0777514,Incomplete
807,2011-05-06,0,NA,20000,Powell Landfill Burn,Landfill Department,44.7383,-108.6763,Complete
806,2011-05-07,0,0,10000,Cody Landfill Burn,Landfill Department,44.9433,-109.175,Incomplete
805,2011-05-09,0.2,0,6000,Teton Village Burn,Jackson Hole Mountain Resort,43.6,-110.85,Incomplete
808,2011-05-14,0,NA,10000,Cody Landfill,Landfill Department,44.4708,-109.0338,Complete
809,2011-05-23,1,1,2120,Sinks Canyon Burn,USDA-USFS-Shoshone NF-Dubois RD,42.73184444,-108.8505,Complete
813,2011-07-22,0,0,0,Dickinson Park,USDA-USFS-Shoshone NF-Lander RD,42.83578889,-109.0576278,Incomplete
902,2011-09-13,0,NA,1200,Wind River Pile Burn - Brooks Lake Area,USDA-USFS-Shoshone NF-Douglas RD,43.66283333,-109.8791944,Complete
914,2011-09-20,0,NA,1250,Washakie Pile-Youth Camp,USDA-USFS-Shoshone NF-Dubois RD,42.698925,-108.8588194,Complete
927,2011-10-13,0,0,864,Deer Creek,USDA-USFS-Bridger-Teton NF-Afton RD,43.06996944,-110.8331389,Incomplete
925,2011-10-13,5,0,2500,Antelope Butte,USDA-USFS-Big Horn NF-Medicine Wheel/Paintrock RD,44.61341667,-107.5090556,Incomplete
812,2011-10-18,1,1,648,West Zone Piles,USDA-USFS-Bridger-Teton NF,43.12670556,-110.8645194,Complete
934,2011-10-25,5,0,2500,Pussyfoot Piles,USDA-USFS-Big Horn NF-Medicine Wheel/Paintrock RD,44.54058333,-107.50375,Incomplete
940,2011-10-31,0,NA,5000,Dickinson Park,USDA-USFS-Shoshone NF-Lander RD,42.8313753,-109.0678268,Complete
946,2011-11-01,2,0,432,NA,USDA-USFS-Bridger-Teton NF-Afton RD,43.084575,-110.8420306,Incomplete
949,2011-11-08,0,NA,1200,Double Cabin,USDA-USFS-Shoshone NF-Dubois RD,43.80686111,-109.5603611,Complete
950,2011-11-09,0,NA,1200,East Fork,USDA-USFS-Shoshone NF-Dubois RD,43.69163889,-109.36125,Complete
924,2011-11-10,2,2,716,West Zone Piles,USDA-USFS-Bridger Teton NF-Greys River RD,42.2833,-110.8016,Complete
952,2011-11-14,0,NA,32,Grant Village Piles,USDI-NPS-Grand Teton NP,44.38508333,-110.567,Complete
954,2011-11-17,0,NA,3600,Timberline Stimulus Area,USDA-USFS-Shoshone NF-Dubois RD,43.61963889,-109.8791944,Complete
1035,2011-12-08,0,NA,775,Fiddlers Lake Trailhead Pile Burn,USDA-USFS-Shoshone NF-Lander RD,42.62691111,-108.8765944,Complete
1037,2011-12-08,0,NA,1633,Passcreek Community Pile,USDA-USFS-Shoshone NF-Lander RD,42.61140556,-108.7543778,Complete
1038,2011-12-12,0,NA,6000,Wildcat Stimulus,USDA-USFS-Shoshone NF-Dubois Ranger District,43.52644444,-109.7745,Complete
1043,2011-12-29,0,0,4500,Walton Quarry - Snake River,Teton County Road & Levee,43.534,-110.812,Incomplete
1045,2012-01-04,0,0,0,Christina TH 2012,USDA-USFS-Shoshone NF-Lander RD,42.62691111,-108.8765944,Incomplete
1047,2012-01-04,0,0,0,Louis Lake 2012,USDA-USFS-Shoshone NF-Lander RD,42.59913056,-108.8453028,Incomplete
1048,2012-01-04,0,0,0,Dickinson Park 2012,USDA-USFS-Shoshone NF-Lander RD,42.83737778,-109.0582,Incomplete
1046,2012-01-04,0,0,0,Washakie Piles,USDA-USFS-Shoshone NF-Lander RD,42.73283611,-108.8462722,Complete
1073,2012-01-10,0,NA,40000,Lower Wind T-18 Hand,USDA-USFS-Shoshone NF-Dubois Ranger District,43.51708333,-109.7099444,Complete
1124,2012-04-03,20,20,0,Mort,USDI-USFWS,41.33,-105.68,Complete
1129,2012-04-06,0.6,0.6,8600,Flying A Piles,Sublette County Firefighters,43.14,-110.16,Complete
540,2012-06-23,0,0,32400,Hudson Burn,NA,42.8944973,-108.5779302,Incomplete
1216,2012-10-01,0,0,0,Sinks Canyon-Geology Camp,USDA-USFS-Shoshone NF-Washakie RD,42.734375,-108.8449278,Incomplete
1212,2012-10-01,0,0,0,Dickinson Park,USDA-USFS-Shoshone NF-Washakie RD,42.85386944,-109.0586861,Complete
1211,2012-10-01,0,0,0,Youth Camp,USDA-USFS-Shoshone NF-Washakie RD,42.69632778,-108.8995778,Complete
1215,2012-10-01,0,0,0,Sinks Canyon-Bruce's Parking Lot,USDA-USFS-Shoshone NF-Washakie RD,42.72788056,-108.860975,Incomplete
1214,2012-10-01,0,0,0,Louis Lake,USDA-USFS-Shoshone NF-Washakie RD,42.59465556,-108.8539306,Complete
1217,2012-10-01,0,0,0,Pass Creek Community Pile,USDA-USFS-Shoshone NF-Washakie RD,42.61036667,-108.758,Incomplete
1213,2012-10-01,0,0,0,Fairfield Hill-Homestead Park,USDA-USFS-Shoshone NF-Washakie RD,42.747275,-108.8528083,Incomplete
1223,2012-10-22,0,NA,4500,Brooks Lake,USDA-USFS-Shoshone NF-Dubois RD,43.66283333,-109.8791944,Complete
1229,2012-10-23,18,0,14000,Fawn Pass,USDI-NPS-Yellowstone NP,44.92833333,-110.8916667,Incomplete
1242,2012-10-29,1,1,9000,Canyon Village,USDI-NPS-Yellowstone NP,44.74258333,-110.4961111,Complete
1243,2012-10-30,1,1,7500,Swan Lake-Canyon Village,USDI-NPS-Yellowstone NP,44.89258333,-110.7377778,Complete
1230,2012-11-06,30,30,21000,Grant Village Hand Piles,USDI-NPS-Yellowstone NP,44.39666667,-110.57,Complete
1251,2012-11-14,1,1,6500,Mesa Gravel Pit Slash Pile,USDI-NPS-Yellowstone NP,44.61944444,-110.8477778,Complete
1249,2012-11-20,12,12,3461,Voss Hand Piles,USDA-USFS-Big Horn NF-Tongue RD,44.77055556,-107.5088889,Complete
1227,2012-11-27,0,NA,5186,Swamp Creek Timber Sale Hand Piles,USDA-USFS-Big Horn NF-Tongue RD,44.59138889,-107.1619444,Complete
1271,2012-12-13,0,NA,4800,NA,Wyoming Life Resource Center,42.84111111,-108.7077778,Complete
1272,2012-12-17,0.1,0.1,2500,Teton Village Burn,Wyoming State Forestry Division,43.56,-110.83,Complete
1333,2013-01-10,0,0,16000,NA,USDA-USFS-Bridger-Teton NF-Mountain View RD,41.0324339,-110.5364967,Incomplete
1335,2013-01-14,30,30,9000,Billy Creek Project Area,USDI-BLM-Buffalo Field Office,44.1179,-106.8762,Complete
1334,2013-01-14,0,NA,18000,Powder River Properties Project Area,USDI-BLM-Buffalo Field Office,44.032851,-107.08032,Complete
1340,2013-01-15,0,0,9818,Homestead Park 2013,USDA-USFS-Shoshone NF-Lander RD,42.76083333,-108.839275,Incomplete
1339,2013-01-15,10,0,1980,Youth Camp 2013,USDA-USFS-Shoshone NF-Lander RD,42.69638889,-108.8991417,Incomplete
1342,2013-01-15,0,0,1006,Pass Creek 2013,USDA-USFS-Shoshone NF-Lander RD,42.61111111,-108.7558333,Incomplete
1341,2013-01-15,0,0,508,Middlefork Cow Camp 2013,USDA-USFS-Shoshone NF-Lander RD,42.72527778,-108.955,Incomplete
1343,2013-01-15,0,0,62,South Pass 2013,USDA-USFS-Shoshone NF-Lander RD,42.51555556,-108.7772222,Incomplete
1337,2013-01-15,70,0,4000,Geology Camp,USDA-USFS-Shoshone NF-Lander RD,42.73277778,-108.8461111,Incomplete
1344,2013-01-16,1,0,275,Powder River,USDI-BLM-Buffalo Field Office,44.03083333,-107.0808333,Incomplete
1336,2013-01-22,3,3,1000,Red Grade Project Area,USDI-BLM-Buffalo Field Office,44.6173,-107.0928,Complete
1345,2013-02-04,9,0,7000,Fawn Pass,USDI-NPS-Yellowstone NP,44.92833333,-110.8916667,Incomplete
1392,2013-03-09,300,300,0,Headrick CRP,Wyoming Game and Fish Department,41.97361111,-104.2038889,Complete
1403,2013-03-19,14,14,0,Buckskin Mine SMP-I Burn,Buckskin Mining Company,44.46588706,-105.5147719,Complete
1400,2013-03-20,0,NA,8500,Sinclair Golf Course SMP-I,Sinclair Golf Club,41.8196136,-107.0127167,Complete
1458,2013-10-04,1,1,5760,2013 Burn,"Lodgepole Products, Inc.",41.2563966,-105.6241999,Complete
1459,2013-10-10,0,0,4000,Wyoming Life Resource Center,Wyoming Life Resource Center,42.84111111,-108.7077778,Incomplete
1545,2014-01-09,0,0,30000,EZ Piles,USDA-USFS-Bridger-Teton NF-Buffalo RD,42.7325,-110.5205556,Incomplete
1553,2014-01-21,0,0,5760,Lodgepole Products SMP-I Burn,"Lodgepole Products, Inc.",41.2563966,-105.6241999,Incomplete
1573,2014-02-04,20,0,25,Esterbrook Piles,USDI-BLM-Casper Field Office,42.40166667,-105.4002778,Incomplete
1657,2014-02-11,0,NA,9500,City of Torrington Baler,City of Torrington,42.050978,-104.171456,Complete
1588,2014-02-15,0.33,0,4700,Stumpy Ridge SMP-I Burn,Sheridan County,44.60833,-107.08458,Incomplete
1589,2014-03-03,0,NA,28080,Sinclair Landfill Burn,NA,41.80035556,-107.1252222,Complete
1594,2014-04-19,300,0,0,P.O. Ranch SMP-I Burn,P.O. Ranch,41.341642,-104.7979683,Incomplete
1560,2014-05-02,68,68,0,Lower Palmer Prescribed Burn,USDA-USFS-Bridger-Teton NF-Jackson RD,43.31611111,-110.7319444,Complete
1599,2014-05-06,0,0,0,Horse Creek Irrigation Ditch Burn,NA,41.5423368,-104.3341863,Complete
1600,2014-05-08,0,NA,4000,Wyoming Life Resource Center,Wyoming Life Resource Center,42.84111111,-108.7077778,Complete
1602,2014-05-16,37.5,37.5,29325,Colter Bay Burn,USDI-NPS-Grand Teton NP,43.90138889,-110.6413889,Complete
1604,2014-05-29,0,0,1250,Camp Guernsey Piles,Wyoming Military Department,42.38215833,-104.8148083,Incomplete
1605,2014-06-02,1,1,1500,Yellowstone Pile Burn,USDI-NPS-Yellowstone NP,44.89258333,-110.7377778,Complete
1606,2014-06-10,0,NA,309,North Zone Piles,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.74,-110.42,Complete
1610,2014-06-19,0,NA,1875,Turpin,USDA-USFS-Bridger-Teton NF-Jackson RD,43.85861111,-110.2772222,Complete
1611,2014-06-23,18,18,14000,Fawn Pass Cabin Hand Piles,USDI-NPS-Yellowstone NP,44.91686111,-110.8834722,Complete
1616,2014-07-12,20,20,0,Camp Guernsey Sage/Grass Burn,Camp Guernsey,NA,NA,Complete
1630,2014-09-11,1,1,1500,Swan Lake Piles,USDI-NPS-Yellowstone NP,44.8925833,-110.7377778,Complete
1627,2014-09-15,50,0,0,Planting Rx - Unit 3,USDA-USFS-Black Hills NF-Bearlodge RD,NA,NA,Incomplete
1650,2014-10-01,0,0,8522,Forest Piles,USDA-USFS-Bridger-Teton NF-Pinedale RD,NA,NA,Incomplete
1649,2014-10-11,6.1,6.1,70000,North Zone Piles,USDA-USFS-Bridger-Teton NF-Jackson RD,NA,NA,Complete
1651,2014-10-12,2,2,8025,Snow King Resort,Forest Service,43.464125,-110.759286,Complete
1664,2014-10-29,3,3,5000,Norris,USDI-NPS-Yellowstone NP,44.757222,-110.7,Complete
1677,2014-11-03,27,27,12208,Grand Teton NP,USDI-NPS-Grand Teton NP,43.65638,-110.77326,Complete
1681,2014-11-12,0,NA,4500,Sublette Piles,USDA-USFS-Bridger-Teton NF-Pinedale RD,NA,NA,Complete
1683,2014-11-14,0,NA,2688,Murie Center,USDI-NPS-Grand Teton NP,43.65052,-110.72963,Complete
1684,2014-11-14,0,NA,7600,Triangle X,USDI-NPS-Grand Teton NP,43.770917,-110.569556,Complete
1685,2014-11-17,1,1,18000,Pinedale Piles,USDA-USFS-Bridger-Teton NF-Greys River RD,NA,NA,Complete
1688,2014-11-19,1,1,18000,Fremont Lake Spillway,USDA-USFS-Bridger-Teton NF-Pinedale RD,NA,NA,Complete
1686,2014-11-19,0,NA,540,Lander Piles,USDA-USFS-Shoshone NF,NA,NA,Complete
1689,2014-11-19,0,NA,900,Fisherman Creek Pile,USDA-USFS-Bridger-Teton NF-Big Piney RD,NA,NA,Complete
1687,2014-11-19,0,NA,3072,Teton Science School,USDI-NPS-Grand Teton NP,43.670833,-110.596667,Complete
1691,2014-11-24,1,1,5000,Fremont Lake,USDA-USFS-Bridger-Teton NF-Pinedale RD,NA,NA,Complete
1690,2014-11-24,1,1,6500,Yellowstone Mesa Piles,USDI-NPS-Yellowstone NP,42.619444,-110.847778,Complete
1699,2014-12-03,126000,0,126000,South Cottonwood Timber Piles,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.7531972,-110.5430194,Incomplete
1700,2014-12-03,0,NA,5000,Hand Piles,USDA-USFS-Bighorn NF-Tongue RD,44.7738889,-107.529075,Complete
1702,2014-12-10,2,2,5000,Logging Slash – Hand Piles,USDI-NPS-Yellowstone NP,44.5597167,-110.4003667,Complete
1724,2015-01-07,0,NA,3095.79,Washakie Piles-Geology Camp,NA,42.61,-108.76,Complete
1736,2015-01-12,55,55,864,"Park WUI Slash Piles, (WDEQ#1736)",USDI-BLM-Buffalo Field Office,44.73,-105.53,Complete
1728,2015-01-13,0,NA,418.88,Washakie Piles – Pass Creek Community Pile,USDA-USFS-Shoshone NF-Washakie RD,42.61,-108.76,Complete
1758,2015-01-21,1,1,412,"Park WUI Slash Piles, (WDEQ#1736)",USDI-BLM-Buffalo Field Office,44.12,-106.87,Complete
1738,2015-02-15,20,20,0,Lost Creek,USDI-BLM-Casper Field Office,43.45,-107.07,Complete
1784,2015-02-27,0,NA,6350,NTA Fuel Reduction,Camp Guernsey Fire Department,NA,NA,Complete
1772,2015-03-11,3,3,30000,Sheridan VAMC Wood Piles,Department of Veterans Affairs,44.83,-106.99,Complete
1789,2015-03-26,0.25,0.25,3272.49,Billy Creek Community Pile,Wyoming State Forestry Division,44.12,-106.87,Complete
1814,2015-06-24,0.1,0.1,164,Naughton  Plant,"Pacificorp, Naughton Plant",NA,NA,Complete
1813,2015-07-02,160,160,0,OP Area 1 Fuel Reduction,Camp Guernsey Fire Department,NA,NA,Complete
1815,2015-07-11,0,NA,1000,Curt Gowdy Piles,Granite Springs Retreat Association,41.2,-105.25,Complete
1844,2015-10-26,35,35,28990,GTNP- Signal Mtn,USDI-NPS-Grand Teton NP,43.85,-110.57,Complete
1744,2015-11-03,23,23,7468,North Zone BTNF Piles:  Snow King/Buffalo Valley Road,USDA-USFS-Bridger-Teton NF-Jackson RD,43.46,-110.76,Complete
1843,2015-11-09,4,4,2125,GTNP- Moran,USDI-NPS-Grand Teton NP,43.84,-110.51,Complete
1846,2015-11-10,1,1,255,GTNP- Exum,USDI-NPS-Grand Teton NP,43.74,-110.73,Complete
1847,2015-11-10,1,1,425,GTNP- Whitegrass,USDI-NPS-Grand Teton NP,43.65,-110.73,Complete
1884,2015-11-17,1,1,5000,Mesa Pit Logging Slash,USDI-NPS-Yellowstone NP,44.62,-110.85,Complete
1716,2015-11-17,50,50,19026,Wold Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.04,-106.17,Complete
1717,2015-11-17,50,50,54560,WyColo Piles,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Laramie RD,41.01,-106.17,Complete
1885,2015-11-18,2.5,2.5,935,GTNP- Murie Ranch,USDI-NPS-Grand Teton NP,43.65,-110.73,Complete
1881,2015-11-19,0,NA,7500,Gourley,NA,NA,NA,Complete
1887,2015-11-23,1,1,1500,Mesa Pit Logging Slash,USDI-NPS-Yellowstone NP,44.96,-110.55,Complete
1845,2015-11-23,3,3,9600,GTNP- Triangle X,USDI-NPS-Grand Teton NP,43.77,-110.57,Complete
1888,2015-11-24,1,1,2000,BLM Fremont Camp Ground,USDI-BLM-Lander Field Office,43.37,-107.7,Complete
1901,2015-12-01,0,NA,30000,Wish Handpiles,USDA-USFS-Black Hills NF-Bearlodge RD,44.29,-104.23,Complete
1902,2015-12-02,0,NA,7000,St. Lawrence GS Pile Burn (CY15),USDI-BLM-Ft. Washakie Field Office,43.03,-109.18,Complete
1863,2015-12-11,0,NA,7000,Red Cliff WUI,USDA-USFS-Bridger-Teton NF-Big Piney RD,43.27,-109.99,Complete
1737,2015-12-14,20,20,0,Muddy Mountain Slash Piles,USDI-BLM-Casper Field Office,42.68,-106.23,Complete
1908,2015-12-16,0.5,0.5,6244.75,Hwy 14 Burn Piles,Wyoming State Forestry Division,42.78,-108.4,Complete
1773,2015-12-17,0,NA,8700,City of Torrington Baler,City of Torrington,42.05,-104.17,Complete
1907,2015-12-21,25,25,0,Bates Creek,USDI-BLM-Casper Field Office,42.62,-106.37,Complete
1759,2015-12-29,22,22,12397,"Wind River Piles- lower wind t39delta, echo, Charlie",USDA-USFS-Shoshone NF-Washakie RD,43.56,-109.84,Complete
1973,2016-01-12,0.5,0.5,3856.28,Billy Creek Burn Piles,Wyoming State Forestry Division,44.14,-106.9,Complete
1972,2016-01-12,1,1,5332.79,Youth Camp Burn Piles,Wyoming State Forestry Division,44.15,-106.89,Complete
1935,2016-01-13,0,NA,7500,Teton Village Pile State School Section,NA,43.56,-110.83,Complete
1987,2016-01-15,0,NA,8800,Middle Piney Lake Pile,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.6,-110.57,Complete
1933,2016-01-16,60,60,60,Parks WUI Slash Piles Unit 4&1 (DEQ # 1933),USDI-BLM-Buffalo Field Office,44.73,-105.53,Complete
1931,2016-01-21,2,2,340,Billy Creek Public Pile,USDI-BLM-Buffalo Field Office,44.12,-106.87,Complete
2010,2016-01-26,0,NA,11200,Sinclair Landfill/Compost Pile,Town of Sinclair,41.79,-105.03,Complete
1992,2016-01-27,0,NA,2250,Black Tail Ranch,Neiman Timber Co.,NA,NA,Complete
1956,2016-02-01,30,30,523.55,Middle Fork M2 Geology Camp,USDA-USFS-Shoshone NF-Washakie RD,42.73,-108.84,Complete
1932,2016-02-02,58,58,13456,Mosier Gulch South Unit,USDI-BLM-Buffalo Field Office,44.34,-106.82,Complete
1971,2016-02-02,2,2,10805.31,Clear Creek Burn Piles,Wyoming State Forestry Division,44.34,-106.71,Complete
1954,2016-02-09,1,1,488,Christina Trail Head,NA,42.73,-108.93,Complete
1962,2016-02-09,1,1,977,Worthen,USDA-USFS-Shoshone NF-Washakie RD,42.73,-108.93,Complete
1961,2016-02-12,1,1,545,Pass Creek,USDA-USFS-Shoshone NF-Washakie RD,42.61,-108.76,Complete
1982,2016-02-17,0,NA,15000,Fort Fetterman Thinning Slash Pile Burn,Wyoming State Forestry Division,42.45,-105.39,Complete
2008,2016-02-23,0,NA,11988,Russian Olive Pile - Hot Springs,"Wyo-Ben, Inc.",43.73,-108.19,Complete
2032,2016-04-19,10,10,7000,Canyon Hand Piles,USDI-NPS-Yellowstone NP,44.74,-110.49,Complete
2033,2016-04-19,1,1,1500,Frog Rock Pit Logging Slash,USDI-NPS-Yellowstone NP,44.96,-110.55,Complete
2036,2016-04-26,0,NA,7222,Sweetwater Lift Line,Jackson Hole Mtn. Resort,43.6,-110.85,Complete
2031,2016-05-04,0,0,0,Buckskin Controlled Burn #2031,Buckskin Mining Co.,44.48,-105.52,Complete
2037,2016-05-04,1,1,5000,Grant Village Slash Pile,USDI-NPS-Yellowstone NP,44.4,-110.57,Complete
2038,2016-05-09,0,NA,11932,Sweetwater Lift Line 2038,Jackson Hole Mtn Resort,43.6,-110.85,Complete
2041,2016-05-28,0,NA,2000,Bare Mtn Post and Pole Pile,NA,NA,NA,Complete
2091,2016-10-11,24.9,24.9,25543.68,White Pine Piles,US Forest Service,42.97,-109.75,Complete
2096,2016-10-12,1,1,85,White Grass,USDI-NPS-Grand Teton NP,43.65,-110.77,Complete
3005,2016-10-17,0,NA,3630.0085,North Zone Piles,USDA-USFS-Bridger-Teton NF-Jackson RD,43.49,-110.9,Complete
3004,2016-10-17,2,2,85,Jenny Lake,USDI-NPS-Grand Teton NP,43.77,-110.75,Complete
3003,2016-10-18,2,2,85,Highland Ranch,USDI-NPS-Grand Teton NP,43.71,-110.73,Complete
3008,2016-10-19,0,NA,12300,Nylander & Kleinstick Piles,US Forest Service,42.83,-110.55,Complete
2086,2016-10-23,0.5,0.5,0,Dew Ranch,USDA-USFS-Bridger-Teton NF-Jackson RD,43.53,-110.22,Complete
3013,2016-10-24,500,500,5000,Grant Village Hand Piles,USDI-NPS-Yellowstone NP,44.4,-110.57,Complete
3002,2016-10-25,0,NA,340,Bradley Lake Pile Burn,USDI-NPS-Grand Teton NP,43.72,-110.75,Complete
1464,2016-10-25,150,0,0,Dry Quad,USDA - USFS - Jackson RD,43.774444,-110.532222,Incomplete
3022,2016-11-10,0,NA,35,Sheriden Grass Burn,LJWright Inc,NA,NA,Complete
3023,2016-11-14,0,NA,1100,Scab Pile,USDI-BLM-Pinedale Field Office,42.82,-109.56,Complete
3053,2016-11-17,1,1,5000,Mesa Pit Logging Slash,USDI-NPS-Yellowstone NP,44.62,-110.85,Complete
3038,2016-11-22,10,10,8000,Canyon Hand Piles,USDI-NPS-Yellowstone NP,44.73,-110.48,Complete
3042,2016-11-28,0,NA,6700,Muddy Mountain Fuel Break Slash Pile Burn,Wyoming State Forestry Division,42.68,-106.27,Complete
3021,2016-11-29,0,NA,4000,Gourley,NA,NA,NA,Complete
3046,2016-12-01,5,5,0,Rattlesnake MNT Piles Prescribed Burn,USDI-BLM-Cody Field Office,NA,NA,Complete
3051,2016-12-01,0,NA,2500,Middle Piney Gravel Pit,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.6,-110.48,Complete
3044,2016-12-08,0,NA,500,Middy Ridge Piles,Wyoming State Forestry Division,NA,NA,Complete
3025,2016-12-09,0.5,0.5,1696.46,Billy Creek,Wyoming State Forestry Division,44.13,-106.9,Complete
3035,2016-12-09,1,1,8052.29,Duck Ponds,Wyoming State Forestry Division,44.03,-106.93,Complete
3062,2016-12-13,0,NA,14400,Grey Rocks TSI Slash Pile Burn,Wyoming State Forestry Division,42.42,-105.42,Complete
3024,2016-12-15,1,1,1948.1,Muddy Creek 6,Wyoming State Forestry Division,44.15,-106.87,Complete
3065,2016-12-16,0,NA,4500,Guernsey Debris Pile,NA,NA,NA,Complete
3078,2016-12-28,0,NA,11989.9,NA,USDI-BLM-Newcastle Field Office,44.07,-104.06,Complete
3070,2017-01-02,0,NA,90,Trees R Us,"Trees R US Tree Service, Inc.",43.55,-110.82,Complete
3093,2017-01-05,0,NA,40000,Hynds Lodge Restoration & Resiliency Project Slash Pile Burn,Wyoming State Forestry Division,41.2,-105.26,Complete
3096,2017-01-05,0,0,20000,Hynds Lodge Restoration & Resiliency Project Slash Pile Burn,Wyoming State Forestry Division,41.2,-105.26,Incomplete
3087,2017-01-13,0.25,0.25,0,Pass Creek,USFS,42.61,-108.76,Complete
3127,2017-01-16,0,NA,3200,Sinclair Landfill,Town of Sinclair,NA,NA,Complete
3118,2017-01-31,0,NA,7000,Grey Rocks 2 TSI Slash Pile Burn,Wyoming State Forestry Division,42.42,-105.42,Complete
3138,2017-02-23,0,0,20000,Hynds Lodge Restoration & Resiliency Project Slash Pile Burn,Wyoming State Forestry Division,41.2,-105.26,Incomplete
3145,2017-03-11,200,0,0,East Range Road,Camp Guernsey Fire Dept,NA,NA,Incomplete
3153,2017-04-13,10,0,10730.2,Slyvan Bay Pile Burn,USFS Bridger Teton NF,NA,NA,Incomplete
3157,2017-05-08,200,0,0,OP Area,Camp Guernsey,NA,NA,Incomplete
3159,2017-05-17,10,10,10730.2,Sylvan Bay Summer Homes,USDA-USFS-Bridger-Teton NF-Pinedale RD,NA,NA,Complete
3172,2017-08-22,200,0,0,OP Area 1,NA,NA,NA,Incomplete
3179,2017-09-20,21,21,11634,White Pine Piles,USDA-USFS-Bridger-Teton NF-Pinedale RD,42.98,-109.76,Complete
3183,2017-09-21,0,0,4500,Jackson Hole Trail Burn,Jackson Hole Mountain Resort,43,-110,Incomplete
3088,2017-09-26,4,4,100,Worthen Unit,USFS,42.68,-108.93,Complete
3084,2017-09-26,1,1,0,Frye Lake,NA,42.7,-108.89,Complete
3186,2017-09-28,0,NA,8925,2017 Piles,USDA-USFS-Bridger-Teton NF-Jackson RD,44.1,-110.67,Complete
3195,2017-10-03,0,0,5000,Horse Creek Parking Lot,USDA-USFS-Bridger-Teton NF-Pinedale RD,42.95,-110.38,Incomplete
3196,2017-10-03,0,0,5000,Half Moon Campground,USDA-USFS-Bridger-Teton NF-Big Piney RD,42.93,-109.75,Incomplete
