SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,LEGAL_DESCRIP,BURN_STATUS
339,2019-01-01,NA,NA,2464,FWCreek,Pile,"Non-Profits & Misc. Fed, Other",37.55,-105.22,NA,Complete
211,2019-01-01,NA,NA,275,Snowmass Ski Area Piles,Pile,"Non-Profits & Misc. Fed, Ski resort",39.19,-106.95,NA,Complete
218,2019-01-01,NA,NA,34279.74,Tucker Mountain,Pile,"Non-Profits & Misc. Fed, Ski resort",39.46,-106.17,NA,Complete
264,2019-01-01,NA,NA,0,Keystone Mountain,Pile,"Non-Profits & Misc. Fed, Ski resort",39.59,-105.93,NA,Incomplete
267,2019-01-01,NA,NA,30876.3,Wolf Creek Ski Area,Pile,"Non-Profits & Misc. Fed, Ski resort",37.47,-106.78,NA,Complete
274,2019-01-01,NA,NA,28028,Winter Park,Pile,"Non-Profits & Misc. Fed, Ski resort",39.86,-105.75,NA,Complete
293,2019-01-01,NA,NA,17600,Monarch Mountain Veg Mgmt Project,Pile,"Non-Profits & Misc. Fed, Ski resort",38.51,-106.33,NA,Complete
308,2019-01-01,NA,NA,25213.440000000002,Aspen Highlands Ski Area,Pile,"Non-Profits & Misc. Fed, Ski resort",39.13,-106.86,NA,Complete
323,2019-01-01,NA,NA,3780,Aspen Ski Company - Buttermilk,Pile,"Non-Profits & Misc. Fed, Ski resort",39.2,-106.86,NA,Complete
130,2019-01-01,NA,NA,12060,Mozzetti Piles,Pile,"Non-Profits & Misc. Fed, The Nature Conservancy",39.5,-105,NA,Complete
180,2019-01-01,1600,400,NA,Soapstone Prairie,Broadcast,"Non-Profits & Misc. Fed, The Nature Conservancy",40.99,-105.01,NA,Complete
186,2019-01-01,546,477,NA,Elkhorn 4 Rx Fire,Broadcast,"Non-Profits & Misc. Fed, The Nature Conservancy",40.74,-105.49,NA,Complete
233,2019-01-01,NA,NA,1166.22,BCP Maintenance Brush Pile,Pile,"NPS, Black Canyon National Park",38.53,-107.68,NA,Complete
203,2019-01-01,NA,NA,0,Dino HQ,Pile,"NPS, Dinosaur National Monument",40.24,-108.97,NA,Incomplete
305,2019-01-01,3335,0,NA,Liberty Units 1-4,Broadcast,"NPS, Great Sand Dunes National Park",37.9,-105.67,NA,Incomplete
59,2019-01-01,NA,NA,6927.620000000001,MEVE Admin,Pile,"NPS, Mesa Verde National Park",37.18,-108.48,NA,Complete
20,2019-01-01,NA,NA,117083.7,Mill Creek,Pile,"NPS, Rocky Mountain National Park",40.34,-105.59,NA,Complete
21,2019-01-01,NA,NA,63000,Deer Mt. West,Pile,"NPS, Rocky Mountain National Park",40.4,-105.62,NA,Complete
22,2019-01-01,NA,NA,632448,Deer Mountain North Face,Pile,"NPS, Rocky Mountain National Park",40.4,-105.58,NA,Complete
23,2019-01-01,NA,NA,513000,Deer Mountain East,Pile,"NPS, Rocky Mountain National Park",40.37,-105.56,NA,Complete
169,2019-01-01,175,0,NA,South Lateral Moraine Unit,Broadcast,"NPS, Rocky Mountain National Park",40.34,-105.59,NA,Incomplete
178,2019-01-01,NA,NA,14400,Moraine Park Pit,Pile,"NPS, Rocky Mountain National Park",40.4,-105.58,NA,Complete
184,2019-01-01,NA,NA,12903,Bear Lake Road,Pile,"NPS, Rocky Mountain National Park",40.36,-105.58,NA,Complete
268,2019-01-01,300,0,NA,BME Unit,Broadcast,"NPS, Rocky Mountain National Park",40.39,-105.57,NA,Incomplete
315,2019-01-01,NA,NA,264600,Wind River,Pile,"NPS, Rocky Mountain National Park",40.32,-105.59,NA,Complete
316,2019-01-01,NA,NA,0,Upper Bear Lake Road,Pile,"NPS, Rocky Mountain National Park",40.32,-105.62,NA,Incomplete
317,2019-01-01,NA,NA,0,East Portal,Pile,"NPS, Rocky Mountain National Park",40.32,-105.58,NA,Incomplete
326,2019-01-01,NA,NA,1215,Banded Peak Ranch,Pile,"Private Land, Ranch",37.1,-106.7,NA,Complete
1,2019-01-01,NA,NA,2250,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.31,-107.77,NA,Complete
28,2019-01-01,NA,NA,3720,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.34,-107.85,NA,Complete
29,2019-01-01,200,0,NA,Private Piles,Broadcast,"Private Land, Privately-owned land being burned by owner",38.16,-104.61,NA,Incomplete
30,2019-01-01,NA,NA,4320,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.54,-107.8,NA,Complete
61,2019-01-01,4000,0,NA,Private Piles,Broadcast,"Private Land, Privately-owned land being burned by owner",38.43,-104.29,NA,Incomplete
70,2019-01-01,NA,NA,1600,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.34,-107.85,NA,Complete
75,2019-01-01,NA,NA,5654,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.98,-105.73,NA,Complete
85,2019-01-01,NA,NA,7830,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.4,-106.8,NA,Complete
99,2019-01-01,NA,NA,39788,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",38.08,-105.42,NA,Complete
107,2019-01-01,NA,NA,3801.6,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",38.47,-105.19,NA,Complete
114,2019-01-01,NA,NA,3727.5,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.51,-107.8,NA,Complete
126,2019-01-01,NA,NA,6619.6,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.85,-108.8,NA,Complete
132,2019-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.64,-105.34,NA,Incomplete
138,2019-01-01,NA,NA,8482.5,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",39.52,-106.06,NA,Complete
151,2019-01-01,NA,NA,16963.2,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",39.94,-105.47,NA,Complete
179,2019-01-01,NA,NA,4240.8,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.81,-105.61,NA,Complete
220,2019-01-01,NA,NA,720,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.46,-108.55,NA,Complete
235,2019-01-01,15,0,NA,Private Piles,Broadcast,"Private Land, Privately-owned land being burned by owner",39.78,-104.75,NA,Incomplete
240,2019-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",39.9,-105.37,NA,Incomplete
247,2019-01-01,NA,NA,14233.78,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",38.47,-106.41,NA,Complete
255,2019-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.48,-106.8,NA,Incomplete
261,2019-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.5,-107.05,NA,Incomplete
262,2019-01-01,75,0,NA,Private Piles,Broadcast,"Private Land, Privately-owned land being burned by owner",37.56,-108.43,NA,Incomplete
270,2019-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",37.55,-107.82,NA,Incomplete
271,2019-01-01,NA,NA,0,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.29,-106.43,NA,Incomplete
275,2019-01-01,NA,NA,1571,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",39.55,-106.04,NA,Complete
311,2019-01-01,NA,NA,5600,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.95,-105.69,NA,Complete
335,2019-01-01,NA,NA,1194.1499999999999,Private Piles,Pile,"Private Land, Privately-owned land being burned by owner",40.33,-106.85,NA,Complete
39,2019-01-01,NA,NA,889479.9,West Indian Creek,Pile,"Private Land, Ranch",37,-105,NA,Complete
40,2019-01-01,NA,NA,1427162.1,Deep Creek,Pile,"Private Land, Ranch",37,-105,NA,Complete
72,2019-01-01,NA,NA,551374.2,Slash Piles- Upper Canadian,Pile,"Private Land, Ranch",36,-105,NA,Complete
139,2019-01-01,500,0,NA,Sleepy Grass,Broadcast,"Private Land, Ranch",37,-105,NA,Incomplete
242,2019-01-01,500,0,NA,Tercio Ranch Mixed Conifer Restoration,Broadcast,"Private Land, Ranch",37,-105,NA,Incomplete
86,2019-01-01,NA,NA,0,Opposite Joe Baker 2,Pile,"Private Land, Ranch",37,-104.73,NA,Incomplete
4,2019-01-01,1000,277,NA,Blue Ridge,Broadcast,"USFS, Arapaho/Roosevelt National Forests",40.03,-106.09,NA,Complete
5,2019-01-01,NA,NA,1723456.08,James Creek Handpiles,Pile,"USFS, Arapaho/Roosevelt National Forests",40.09,-105.44,NA,Complete
6,2019-01-01,NA,NA,292786.64999999997,St. Vrain Hand Piles,Pile,"USFS, Arapaho/Roosevelt National Forests",40.23,-105.53,NA,Complete
15,2019-01-01,NA,NA,26447.05,St Vrain Machine Piles,Pile,"USFS, Arapaho/Roosevelt National Forests",40.23,-105.52,NA,Complete
16,2019-01-01,NA,NA,0,Echo Hills Blue Hills Hand Piles,Pile,"USFS, Arapaho/Roosevelt National Forests",39.69,-105.45,NA,Incomplete
17,2019-01-01,NA,NA,141390,Gold Hill Machine Piles,Pile,"USFS, Arapaho/Roosevelt National Forests",40.05,-105.45,NA,Complete
18,2019-01-01,NA,NA,0,Keyser Creek,Pile,"USFS, Arapaho/Roosevelt National Forests",39.9,-106.01,NA,Incomplete
19,2019-01-01,NA,NA,356015.44,Pass Creek,Pile,"USFS, Arapaho/Roosevelt National Forests",40.32,-106.07,NA,Complete
64,2019-01-01,NA,NA,228150,Mad and Blue Creek Piles,Pile,"USFS, Arapaho/Roosevelt National Forests",39.76,-105.69,NA,Complete
65,2019-01-01,NA,NA,84598.8,James Creek Machine,Pile,"USFS, Arapaho/Roosevelt National Forests",40.09,-105.43,NA,Complete
83,2019-01-01,636,440,NA,Poudre Canyon Bighorn Sheep,Broadcast,"USFS, Arapaho/Roosevelt National Forests",40.71,-105.73,NA,Complete
93,2019-01-01,NA,NA,1652338.8,Red Feather 4,Pile,"USFS, Arapaho/Roosevelt National Forests",40.76,-105.6,NA,Complete
94,2019-01-01,NA,NA,643200,Lump Gulch,Pile,"USFS, Arapaho/Roosevelt National Forests",39.95,-105.44,NA,Complete
122,2019-01-01,NA,NA,0,Evergreen 1A,Pile,"USFS, Arapaho/Roosevelt National Forests",39.56,-105.38,NA,Incomplete
128,2019-01-01,NA,NA,0,Swampou Machine Piles,Pile,"USFS, Arapaho/Roosevelt National Forests",40.73,-105.61,NA,Incomplete
129,2019-01-01,NA,NA,0,Thompson River 4,Pile,"USFS, Arapaho/Roosevelt National Forests",40.36,-105.38,NA,Incomplete
133,2019-01-01,NA,NA,5412341.4,Red Feather 3,Pile,"USFS, Arapaho/Roosevelt National Forests",40.76,-105.6,NA,Complete
134,2019-01-01,NA,NA,0,Glen Haven 1 Hand Piles,Pile,"USFS, Arapaho/Roosevelt National Forests",40.47,-105.46,NA,Incomplete
135,2019-01-01,NA,NA,991562.5,Elkhorn 1,Pile,"USFS, Arapaho/Roosevelt National Forests",40.77,-105.61,NA,Complete
149,2019-01-01,NA,NA,223508.22,Trail Creek,Pile,"USFS, Arapaho/Roosevelt National Forests",40.21,-105.9,NA,Complete
150,2019-01-01,NA,NA,325584,Supply Creek,Pile,"USFS, Arapaho/Roosevelt National Forests",40.25,-105.95,NA,Complete
164,2019-01-01,NA,NA,3537,Magic Sky,Pile,"USFS, Arapaho/Roosevelt National Forests",40.74,-105.52,NA,Complete
172,2019-01-01,1200,0,NA,Keota Steer,Broadcast,"USFS, Arapaho/Roosevelt National Forests",40.65,-104.08,NA,Incomplete
238,2019-01-01,1800,1450,NA,Pingree Hill,Broadcast,"USFS, Arapaho/Roosevelt National Forests",40.71,-105.54,NA,Complete
246,2019-01-01,NA,NA,205276.5,Pratt Creek Machine,Pile,"USFS, Arapaho/Roosevelt National Forests",40.57,-105.34,NA,Complete
266,2019-01-01,300,125,NA,Blue Creek,Broadcast,"USFS, Arapaho/Roosevelt National Forests",39.76,-105.69,NA,Complete
272,2019-01-01,2420,1980,NA,Red Feather North,Broadcast,"USFS, Arapaho/Roosevelt National Forests",40.85,-105.57,NA,Complete
318,2019-01-01,NA,NA,62553.6,Vasquez,Pile,"USFS, Arapaho/Roosevelt National Forests",39.89,-105.82,NA,Complete
340,2019-01-01,NA,NA,0,Panhandle 2,Pile,"USFS, Arapaho/Roosevelt National Forests",40.86,-105.78,NA,Incomplete
108,2019-01-01,4000,0,NA,Love Mesa,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.52,-108.46,NA,Incomplete
109,2019-01-01,NA,NA,1000,Escalante,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.51,-108.34,NA,Complete
110,2019-01-01,3208,0,NA,Cottonwood Hollow,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.49,-108.42,NA,Incomplete
111,2019-01-01,1300,600,NA,Sawmill RX,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.49,-108.4,NA,Complete
112,2019-01-01,1000,0,NA,Little Monitor,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.52,-108.3,NA,Incomplete
113,2019-01-01,1833,0,NA,Davewood,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.31,-108,NA,Incomplete
116,2019-01-01,601,0,NA,Thunder Road Fuels RX,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.05,-108.31,NA,Incomplete
117,2019-01-01,900,0,NA,Sanborn Fuels,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.2,-108.22,NA,Incomplete
118,2019-01-01,1150,705,NA,WIMP 5,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.97,-108.12,NA,Complete
119,2019-01-01,3412,0,NA,Glencoe Pine,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.36,-108.4,NA,Incomplete
120,2019-01-01,512,0,NA,Ed Joe Fuels Rx,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.06,-108.28,NA,Incomplete
121,2019-01-01,NA,NA,800,Horse Pasture Pit,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.08,-108.32,NA,Complete
144,2019-01-01,NA,NA,223611.57,Sheep Flats TS,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",39.14,-107.85,NA,Complete
145,2019-01-01,NA,NA,0,Lands End,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.96,-108.21,NA,Incomplete
146,2019-01-01,NA,NA,6174,Mesa Pt Comm Site,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.87,-108.33,NA,Complete
147,2019-01-01,NA,NA,5453,Eggleston Group,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",39.03,-108.01,NA,Complete
148,2019-01-01,NA,NA,0,Cow Creek,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",39.11,-107.61,NA,Incomplete
168,2019-01-01,1406,0,NA,25 Mesa,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.48,-108.38,NA,Incomplete
192,2019-01-01,1000,0,NA,West Elk,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",37.94,-108.91,NA,Incomplete
193,2019-01-01,1500,194,NA,Los Pinos,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.19,-106.89,NA,Complete
212,2019-01-01,1500,0,NA,Steamboat Rock,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",39,-108.22,NA,Incomplete
221,2019-01-01,NA,NA,700,Paonia Corral,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.86,-107.49,NA,Complete
259,2019-01-01,2000,0,NA,Calamity Hills,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.69,-108.78,NA,Incomplete
263,2019-01-01,1000,450,NA,Simms Mesa GMF,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.27,-107.94,NA,Complete
269,2019-01-01,2000,732,NA,Rocky Pitch,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.76,-108.67,NA,Complete
284,2019-01-01,NA,NA,418800,High Mesa,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.23,-107.48,NA,Complete
289,2019-01-01,NA,NA,33569.759999999995,Horsefly Thinning Piles,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.21,-108.18,NA,Complete
306,2019-01-01,400,0,NA,Calamity Understory,Broadcast,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.67,-108.79,NA,Incomplete
321,2019-01-01,NA,NA,332150,Grand Mesa Resort Salvage,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",39.06,-107.94,NA,Complete
325,2019-01-01,NA,NA,127440,West Mountain,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.61,-106.55,NA,Complete
329,2019-01-01,NA,NA,80997,Taylor,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.75,-106.69,NA,Complete
332,2019-01-01,NA,NA,0,Skeleton Salvage,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.25,-106.61,NA,Incomplete
333,2019-01-01,NA,NA,1698048,Los Pinos Piles,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",38.07,-106.88,NA,Complete
336,2019-01-01,NA,NA,28274,Telluride,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",37.91,-107.85,NA,Complete
338,2019-01-01,NA,NA,0,Slumgullion,Pile,"USFS, Grand Mesa/Uncompahgre/Gunnison Nat'l Forests",37.97,-106.19,NA,Incomplete
234,2019-01-01,400,0,NA,Buckeye Reservoir,Broadcast,"USFS, Manti La Salle National Forests",38.43,-109.03,NA,Incomplete
3,2019-01-01,774,0,NA,Bear Mountain Broadcast,Broadcast,"USFS, Pike/San Isabel National Forests",39.36,-105.15,NA,Incomplete
8,2019-01-01,NA,NA,0,Bear Creek Piles PIKE,Pile,"USFS, Pike/San Isabel National Forests",39.39,-105.12,NA,Incomplete
9,2019-01-01,NA,NA,411825,Buffalo Creek Piles,Pile,"USFS, Pike/San Isabel National Forests",39.47,-105.25,NA,Complete
10,2019-01-01,NA,NA,0,Osprey,Pile,"USFS, Pike/San Isabel National Forests",39.35,-106.16,NA,Incomplete
11,2019-01-01,NA,NA,0,Ouzel,Pile,"USFS, Pike/San Isabel National Forests",39.32,-105.18,NA,Incomplete
12,2019-01-01,NA,NA,0,Dell Piles,Pile,"USFS, Pike/San Isabel National Forests",39.33,-105.23,NA,Incomplete
13,2019-01-01,NA,NA,135945,Colorado Trail Piles,Pile,"USFS, Pike/San Isabel National Forests",39.33,-105.26,NA,Complete
14,2019-01-01,NA,NA,0,Green Mountain Piles,Pile,"USFS, Pike/San Isabel National Forests",39.32,-105.36,NA,Incomplete
33,2019-01-01,NA,NA,135496.8,Pikes Peak Piles,Pile,"USFS, Pike/San Isabel National Forests",38.91,-105,NA,Complete
36,2019-01-01,NA,NA,2659456.8,12 Mile,Pile,"USFS, Pike/San Isabel National Forests",38.02,-105,NA,Complete
37,2019-01-01,NA,NA,0,Long Scraggly Piles,Pile,"USFS, Pike/San Isabel National Forests",39.34,-105.22,NA,Incomplete
66,2019-01-01,NA,NA,154945,Gun Barrel,Pile,"USFS, Pike/San Isabel National Forests",39.32,-105.23,NA,Complete
67,2019-01-01,NA,NA,60420,Log Decks,Pile,"USFS, Pike/San Isabel National Forests",39.39,-105.13,NA,Complete
68,2019-01-01,NA,NA,397860,Payne Gulch,Pile,"USFS, Pike/San Isabel National Forests",39.4,-105.5,NA,Complete
69,2019-01-01,NA,NA,435149.4,Scraggy Springs,Pile,"USFS, Pike/San Isabel National Forests",39.36,-105.21,NA,Complete
71,2019-01-01,NA,NA,0,Night Hawk,Pile,"USFS, Pike/San Isabel National Forests",39.35,-105.22,NA,Incomplete
79,2019-01-01,NA,NA,21375,Morrison Creek,Pile,"USFS, Pike/San Isabel National Forests",38.96,-106.23,NA,Complete
80,2019-01-01,NA,NA,445312.5,Sawmill Piles,Pile,"USFS, Pike/San Isabel National Forests",38.68,-105.89,NA,Complete
81,2019-01-01,NA,NA,19095,Cree Creek,Pile,"USFS, Pike/San Isabel National Forests",38.54,-106.22,NA,Complete
82,2019-01-01,NA,NA,91443.2,Spruce Creek Piles,Pile,"USFS, Pike/San Isabel National Forests",38.48,-106.14,NA,Complete
84,2019-01-01,NA,NA,1453053.42,North Divide Piles,Pile,"USFS, Pike/San Isabel National Forests",39.03,-105.17,NA,Complete
87,2019-01-01,NA,NA,250831.34999999998,Round Mtn Force Account Hand Piles,Pile,"USFS, Pike/San Isabel National Forests",39.06,-105.42,NA,Complete
88,2019-01-01,NA,NA,0,Lake George Station,Pile,"USFS, Pike/San Isabel National Forests",38.97,-105.35,NA,Incomplete
89,2019-01-01,NA,NA,328532.8,"Echo Fuels Contract
				PILES",Pile,"USFS, Pike/San Isabel National Forests",38.89,-105.42,NA,Complete
90,2019-01-01,NA,NA,19950,Tornado Fuels Contract Landing Piles,Pile,"USFS, Pike/San Isabel National Forests",38.98,-105.43,NA,Complete
91,2019-01-01,NA,NA,47310,Road Gulch Hand Piles,Pile,"USFS, Pike/San Isabel National Forests",38.59,-105.41,NA,Complete
115,2019-01-01,750,0,NA,Turkey Tracks Rx,Broadcast,"USFS, Pike/San Isabel National Forests",39.13,-105.13,NA,Incomplete
170,2019-01-01,NA,NA,8280,Payne Gulch Machine,Pile,"USFS, Pike/San Isabel National Forests",39.41,-105.51,NA,Complete
171,2019-01-01,NA,NA,570000,Little Morrison,Pile,"USFS, Pike/San Isabel National Forests",39.35,-105.25,NA,Complete
174,2019-01-01,600,0,NA,Galleta,Broadcast,"USFS, Pike/San Isabel National Forests",37.15,-102.8,NA,Incomplete
175,2019-01-01,300,300,NA,Prairie Chicken,Broadcast,"USFS, Pike/San Isabel National Forests",37.06,-102.35,NA,Complete
176,2019-01-01,1100,1100,NA,Villegreen North,Broadcast,"USFS, Pike/San Isabel National Forests",37.25,-103.52,NA,Complete
177,2019-01-01,600,0,NA,Packstring,Broadcast,"USFS, Pike/San Isabel National Forests",37.35,-102.75,NA,Incomplete
181,2019-01-01,NA,NA,0,Carrizo Work Center,Pile,"USFS, Pike/San Isabel National Forests",37.06,-102.35,NA,Incomplete
182,2019-01-01,NA,NA,0,Purgatoire River,Pile,"USFS, Pike/San Isabel National Forests",37.62,-103.6,NA,Incomplete
183,2019-01-01,NA,NA,0,Sand Canyon,Pile,"USFS, Pike/San Isabel National Forests",37.02,-102.82,NA,Incomplete
188,2019-01-01,365,0,NA,Noddles,Broadcast,"USFS, Pike/San Isabel National Forests",39.32,-105.13,NA,Incomplete
189,2019-01-01,1000,0,NA,Harris Park,Broadcast,"USFS, Pike/San Isabel National Forests",39.53,-105.48,NA,Incomplete
190,2019-01-01,280,0,NA,Sand Springs,Broadcast,"USFS, Pike/San Isabel National Forests",39.35,-105.25,NA,Incomplete
222,2019-01-01,975,0,NA,Wilson Rest,Broadcast,"USFS, Pike/San Isabel National Forests",38.96,-105.35,NA,Incomplete
223,2019-01-01,450,0,NA,"Wilson 1,5,7,10",Broadcast,"USFS, Pike/San Isabel National Forests",38.93,-105.34,NA,Incomplete
224,2019-01-01,250,0,NA,Beaver Rx Units P1-3,Broadcast,"USFS, Pike/San Isabel National Forests",38.86,-105.42,NA,Incomplete
225,2019-01-01,1400,0,NA,O'Brien Rx Unit P5&P6,Broadcast,"USFS, Pike/San Isabel National Forests",38.96,-105.4,NA,Incomplete
227,2019-01-01,480,0,NA,Lyons Camp,Broadcast,"USFS, Pike/San Isabel National Forests",37.02,-102.67,NA,Incomplete
281,2019-01-01,754,0,NA,Bennett Mountain,Broadcast,"USFS, Pike/San Isabel National Forests",39.3,-105.15,NA,Incomplete
282,2019-01-01,8800,0,NA,Saloon Gulch,Broadcast,"USFS, Pike/San Isabel National Forests",39.52,-105.54,NA,Incomplete
286,2019-01-01,1320,0,NA,North Trout Creek,Broadcast,"USFS, Pike/San Isabel National Forests",38.93,-106.04,NA,Incomplete
287,2019-01-01,750,0,NA,Shavano,Broadcast,"USFS, Pike/San Isabel National Forests",38.57,-106.17,NA,Incomplete
292,2019-01-01,NA,NA,10440.5,Greenhorn,Pile,"USFS, Pike/San Isabel National Forests",38.04,-105.18,NA,Complete
300,2019-01-01,20,0,NA,San Isabel Workcenter,Broadcast,"USFS, Pike/San Isabel National Forests",37.98,-105.04,NA,Incomplete
301,2019-01-01,1315,0,NA,Black Mountain Broadcast,Broadcast,"USFS, Pike/San Isabel National Forests",37.94,-105.22,NA,Incomplete
302,2019-01-01,NA,NA,10868,Black Mtn Piles,Pile,"USFS, Pike/San Isabel National Forests",37.93,-105.22,NA,Complete
303,2019-01-01,80,0,NA,Tanglewood Broadcast,Broadcast,"USFS, Pike/San Isabel National Forests",38.08,-105.56,NA,Incomplete
320,2019-01-01,500,0,NA,Jenny Gulch,Broadcast,"USFS, Pike/San Isabel National Forests",39.28,-105.21,NA,Incomplete
330,2019-01-01,NA,NA,379500,East Turquoise,Pile,"USFS, Pike/San Isabel National Forests",39.26,-106.33,NA,Complete
334,2019-01-01,NA,NA,0,Alvarado,Pile,"USFS, Pike/San Isabel National Forests",38.08,-105.56,NA,Incomplete
337,2019-01-01,NA,NA,0,Poncha Loop,Pile,"USFS, Pike/San Isabel National Forests",38.42,-106.1,NA,Incomplete
73,2019-01-01,NA,NA,0,Black Mesa Piles,Pile,"USFS, Rio Grande National Forest",37.84,-107.21,NA,Incomplete
74,2019-01-01,NA,NA,280250,Bottle Rocket Piles,Pile,"USFS, Rio Grande National Forest",37.77,-106.68,NA,Complete
76,2019-01-01,NA,NA,1056.25,"Conejos Canyon Units 2, 16",Pile,"USFS, Rio Grande National Forest",37.07,-106.22,NA,Complete
77,2019-01-01,NA,NA,58759.4,Dyers Creek Piles,Pile,"USFS, Rio Grande National Forest",37.78,-106.6,NA,Complete
78,2019-01-01,NA,NA,12271.349999999999,Mallard & Teal,Pile,"USFS, Rio Grande National Forest",38.23,-106.51,NA,Complete
214,2019-01-01,2000,0,NA,English Valley,Broadcast,"USFS, Rio Grande National Forest",37.75,-106.34,NA,Incomplete
215,2019-01-01,700,408,NA,Alamaditas,Broadcast,"USFS, Rio Grande National Forest",37.12,-106.26,NA,Complete
216,2019-01-01,1225,0,NA,Bighorn/Stateline Unit 5 & 6,Broadcast,"USFS, Rio Grande National Forest",37,-106.19,NA,Incomplete
217,2019-01-01,200,0,NA,Conejos Canyon Unit 1,Broadcast,"USFS, Rio Grande National Forest",37.08,-106.23,NA,Incomplete
276,2019-01-01,1500,0,NA,Hot Creek/ Piedrosa Rx,Broadcast,"USFS, Rio Grande National Forest",37.34,-106.3,NA,Incomplete
277,2019-01-01,840,598,NA,Buffalo Pass,Broadcast,"USFS, Rio Grande National Forest",38.16,-106.51,NA,Complete
324,2019-01-01,NA,NA,68000,Cumbres Piles,Pile,"USFS, Rio Grande National Forest",37.04,-106.47,NA,Complete
341,2019-01-01,NA,NA,0,Easy Money Piles,Pile,"USFS, Rio Grande National Forest",37.96,-106.64,NA,Incomplete
