SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
1008649,2017-09-01,NA,0,50000,"Pile Burn Site 1,2,3,4,5",Pile,FORESTRY SERVICES OF CHAMS,36.81667,-106.51667,Complete
1008360,2016-03-01,NA,0,1900,District Wide Pile RX,Pile,Federal,32.94972,-108.19972,Complete
1007630,2011-03-01,15,0,0,ELK CANYON RANCH,NA,Private,36.24,-105.1948,Incomplete
1005806,2004-03-01,185,0,710400,Stanton Piles-Bonito Bench-1,Pile,Federal,33.48,-105.57,Complete
1010260,2019-04-02,1140,1140,1,Moya Rx,Broadcast,Santa Fe National Forest - Cuba R.D.,36.304,-106.972,Complete
1013021,2020-02-27,2631,0.01,0,FMU 620,Broadcast,VERMEJO PARK RANCH,36.526,-104.715,Incomplete
1007337,2010-09-01,1200,0,0,Laguna Ortiz Rx.,Broadcast,Federal,NA,NA,Incomplete
1012742,2020-04-01,150,0,100000,Pie Town,Pile,BLM - SOCORRO FO,34.3,-108.15,Incomplete
1006813,2008-06-01,42,0,0,Desert Succulent,Broadcast,Federal,32.1891,-104.3873,Incomplete
1018260,2022-04-20,0,0,1000,AWWT Burn,Pile,TOWN OF RED RIVER,36.709,-105.445,Complete
1009335,2015-03-01,NA,0,4500,Glenwood Slash Pit,Pile,U.S. Forest Service-USDA - NM-GNF - Glenwood,33.2349,-108.8214,Complete
1006809,2008-09-01,411,0,0,Maestas,Broadcast,Federal,35.7764,-105.3881,Incomplete
1008325,2016-03-01,2392,0,100000,Maquinitas RX,Pile,"USDA FOREST SERVICE, CARSON NATIONAL FOREST",36.6892,-106.1689,Complete
1009428,2004-12-01,NA,0,4410,Baca Piles,Pile,Federal,34.13556,-108.4353,Complete
1007702,2012-03-01,1200,0,0,lagunitas Meadow RX,Broadcast,"CARSON NATIONAL FOREST, TRES PIEDRAS RANGER DISTRICT",36.8981,-106.2667,Incomplete
1009581,2019-02-01,0,0,1827000,Butler Flats,Pile,VERMEJO PARK RANCH,36.931,-104.932,Incomplete
1013040,2020-03-01,350,1,0,Goat Spring Piles,Broadcast,Bureau of Land Management - NM-ROD,33.548,-105.489,Incomplete
1007828,2012-03-01,23766,0,0,H19,Broadcast,VERMEJO PARK RANCH,36.9219,-104.6461,Incomplete
1016360,2021-11-02,7,0,0.1,64-162,Pile,FOREST STEWARDS GUILD,36.685,-106.555,Incomplete
1009270,2012-06-01,NA,0,8000,Horse Pasture 2,Pile,WILDERNESS RANGER DISTRICT,32.9311,-108.0189,Complete
1007755,2012-03-01,NA,0,0,Natural Area,Pile,BLM,33.507,-105.4729,Incomplete
1008242,2015-03-01,NA,0,495000,Maverick Piles Rx,Pile,U.S. Forest Service-USDA - NM-LNF,33.3202,-105.4942,Complete
1006118,2005-03-01,NA,0,0,Thompson Ridge,Pile,Federal,35.9063,-106.6448,Incomplete
1005988,2004-09-01,NA,0,0,B and D,Pile,Private,NA,NA,Incomplete
1007329,2010-03-01,455,0,4950,Glenwood Adminsite,Broadcast,Federal,33.3023,-108.8953,Complete
1009188,2010-12-01,NA,0,320,3-Circles EBAUGH PILES,Pile,Federal,NA,NA,Complete
1008637,2017-03-01,NA,0,0,Six Horse 1,Pile,VERMEJO PARK RANCH,36.94724,-104.7238,Incomplete
1006905,2008-03-01,NA,0,48000,ELK CANYON RANCH,Pile,Private,36.24,-105.1948,Complete
1006913,2009-03-01,1950,0,0,Chain of Craters,Broadcast,Bureau of Land Management,34.83361,-108.2189,Incomplete
1009278,2012-03-01,NA,0,0,CHCU Admin Pile 2012,Pile,NATIONAL PARK SERVICE,36.0426,-107.8794,Incomplete
1008713,2018-03-01,4098,0,0,Twins North,Broadcast,Bureau of Land Management - NM-CAD,32.50917,-104.4175,Incomplete
1006919,2009-03-01,NA,0,20000,Reserve WUI,Pile,Federal,33.7089,-108.7743,Complete
1009087,2008-12-01,NA,0,2000,Sevilleta Piles,Pile,Federal,NA,NA,Complete
1009050,2007-06-01,300,0,0,Cedar Creek,Broadcast,Federal,NA,NA,Incomplete
1006746,2008-03-01,6100,0,0,Sheep Basin RX,NA,Federal,33.5946,-108.7393,Incomplete
1006721,2008-03-01,1930,0,0,Juniper,Broadcast,Federal,32.2006,-104.6906,Incomplete
1012640,2020-02-10,0,0,350000,Trac Harvest,Pile,VERMEJO PARK RANCH,36.963,-104.802,Complete
1014300,2021-01-01,2200,106,60000,Pacheco Canyon Rx,NA,"USFS, SANTA FE NATIONAL FOREST, ESPANOLA DISTRICT",35.793,-105.847,Complete
1009248,2011-03-01,NA,0,40000,BDR T1 Piles,Pile,Federal,33.8697,-106.8497,Complete
1006054,2005-03-01,NA,0,0,Blackwell,Pile,Bureau of Land Management,33.43083,-104.4267,Incomplete
1007862,2013-03-01,400,0,0,Timberon,Broadcast,LCDO BLM,32.6087,-105.7378,Incomplete
1011880,2020-01-01,80,25,45000,Aztec Springs Pile Burn,NA,SANA FE FIRE DEPARTMENT,35.70058,-105.88552,Complete
1009093,2008-12-01,NA,0,15000,Unit A Piles,Pile,Federal,NA,NA,Complete
1009760,2019-02-14,3000,0.01,0,Reserve WUI Broadcast,Broadcast,Gila National Forest-Reserve Ranger District,33.668,-108.845,Incomplete
1006151,2005-03-01,NA,0,0,cox piles,Pile,Federal,32.9469,-105.7202,Incomplete
1009277,2012-12-01,NA,0,1000,Gila Center-Admin,Pile,"WILDERNESS RD, GILA NF",33.2227,-108.2434,Complete
1007890,2013-03-01,2850,0,0,Cerro Comadre,Broadcast,BLM,34.9469,-108.1545,Incomplete
1012042,2020-01-07,200,30,400000,"BDR Ditches, canals and piles",NA,U.S. Fish and Wildlife Service - NM-BDR,33.872,-106.844,Complete
1006873,2008-03-01,NA,NA,7000,HALSELL FARMS,Pile,Private,32.6268,-107.0154,Complete
1005973,2004-03-01,566,0,0,Cresmer,Broadcast,Private,NA,NA,Incomplete
1008525,2017-03-01,218,0,0,Coe West Rx,Broadcast,U.S. Forest Service-USDA - NM-LNF,33.3891,-105.4353,Incomplete
1007225,2010-03-01,1000,0,0,Santa Barbara,Broadcast,Federal,36.07,-105.8,Incomplete
1008976,2005-03-01,NA,30,3000,West/North Boundary Piles,Pile,Federal,36.78459,-103.97095,Complete
1006172,2005-12-01,NA,0,0,Candy Kitchen #3,Pile,Bureau of Land Management,34.90139,-108.46806,Incomplete
1013221,2020-03-04,0,0,1000,AWWT Pile burn,Pile,TOWN OF RED RIVER,36.709,-105.445,Complete
1007926,2013-03-01,1000,0,0,BDR CY13 MSU,Broadcast,USFWS,33.8097,-106.8761,Incomplete
1007940,2013-03-01,14382,0,0,Paliza Rx,Broadcast,Federal,35.7336,-106.5918,Incomplete
1007435,2011-03-01,4500,0,0,Timber Mountain,Broadcast,Federal,32.9171,-107.238,Incomplete
1007374,2010-03-01,20269,0,0,H15,Broadcast,Private,NA,NA,Incomplete
1017062,2022-01-04,20,4,5000,Glenwood District Wide Piles,NA,Federal,33.236,-108.822,Complete
1007932,2013-03-01,NA,0,0,Stair Step Pile Burn,Pile,Federal,34.9783,-108.1286,Incomplete
1006460,2006-03-01,2869,0,0,Bracket,Broadcast,Private,36.7691,-104.8538,Incomplete
1008317,2016-03-01,40,0,100000,Thompson Ridge Pile RX,Pile,"USFS, JEMEZ RD",35.9063,-106.6448,Complete
1007356,2010-03-01,7768.5,0,0,C3,Broadcast,Private,NA,NA,Incomplete
1006066,2005-09-01,52,0,0,Virgin Mesa,Broadcast,Federal,NA,NA,Incomplete
1007624,2011-03-01,12442,0,0,S3,Broadcast,Private,NA,NA,Incomplete
1014481,2021-01-01,0,1,0,Van Bremmer,Pile,VERMEJO PARK RANCH,36.714,-104.887,Incomplete
1007973,2013-09-01,49,0,0,Perry,Broadcast,Federal,NA,NA,Incomplete
1006044,2005-03-01,1600,0,1594480,Santa Fe Watershed,Pile,Federal,35.41,-105.52,Complete
1006572,2007-09-01,NA,0,39840,UF-7-FS-289 Piles,Pile,Federal,35.8475,-106.4239,Complete
1012560,2020-01-28,50,10,4850,Glenwood Dist. Wide Pile,NA,"GLENWOOD RANGER DISTRICT, GILA NF",33.413,-108.908,Complete
1008977,2005-03-01,NA,0,10000,Mogollon Piles,Pile,Federal,33.40331,-108.7803,Complete
1009127,2009-03-01,NA,0,4950,Glenwood Slash Pit,Pile,Federal,33.23,-108.8438,Complete
1007776,2012-03-01,400,0,0,Coyote Springs,Broadcast,BLM,NA,NA,Incomplete
1008636,2017-03-01,NA,0,0,Patton Canyon 1,Pile,VERMEJO PARK RANCH,36.96423,-104.8904,Incomplete
1008343,2016-03-01,4500,0,0,Timber Mountain,Broadcast,LCDO BLM,32.9171,-107.238,Incomplete
1006681,2007-09-01,NA,0,1288200,Timber Slash,Pile,Private,36.95591,-104.7913,Complete
1009142,2009-06-01,NA,0,3500,Pipeline Piles,Pile,Federal,NA,NA,Complete
1008519,2017-03-01,NA,0,63000,Grindstone pile burn,Pile,U.S. Forest Service-USDA - NM-LNF,33.3112,-105.7001,Complete
1007210,2010-03-01,9545,0,0,Netwire,Broadcast,Federal,NA,NA,Incomplete
1008446,2016-03-01,NA,0,0,Glacier Lake South 1,Pile,VERMEJO PARK RANCH,36.95741,-105.27734,Incomplete
1006816,2008-06-01,2500,0,0,Cloverdale,Broadcast,Federal,31.4051,-108.9282,Incomplete
1006315,2006-12-01,NA,0,0,Pinos Altos,Pile,Bureau of Land Management,32.79,-108.33,Incomplete
1016381,2022-01-01,116,70.75,124524,Glorieta Camps Pile Burn Jan 2022,NA,FOREST STEWARDS GUILD,35.601,-105.762,Complete
1006526,2007-09-01,300,0,0,Red Canyon Rx,Broadcast,Federal,34.61639,-106.38472,Incomplete
1009168,2009-03-01,NA,NA,19000,Turney,Pile,Private,32.293,-106.8278,Complete
1007188,2010-03-01,NA,0,0,Copper Hill Piles,Pile,Bureau of Land Management,36.2024,-105.7578,Incomplete
1007689,2012-03-01,NA,0,30000,Reserve WUI Piles,Pile,USFS,33.7089,-108.7743,Complete
1006011,2005-03-01,12000,0,0,T-Bar,Broadcast,Federal,33.5125,-108.4955,Incomplete
1007513,2011-03-01,1328,0,0,Compound-Salado,Broadcast,Bureau of Land Management,NA,NA,Incomplete
1009630,2019-02-05,0,0,1001000,Six Horse East 1,Pile,VERMEJO PARK RANCH,36.943,-104.643,Incomplete
1016362,2021-11-01,21,0,0.1,Rancho Del Ojo,Pile,FOREST STEWARDS GUILD,36.203,-106.74,Incomplete
1007154,2009-03-01,23766,0,0,H19,Broadcast,Private,NA,NA,Incomplete
1006394,2006-03-01,NA,0,6480000,Melena,Pile,Federal,33.89361,-104.61667,Complete
1013980,2020-10-24,0,0,0.01,8 Canyon,Pile,VERMEJO PARK RANCH,36.884,-104.692,Incomplete
1008659,2018-03-01,350,0,0,Bent #2,Broadcast,BLM,33.3,-105.66666,Incomplete
1007611,2011-03-01,12984,0,0,H9,Broadcast,Private,36.9106,-105.1061,Incomplete
1007252,2010-03-01,NA,0,0,Oat Piles RX,Pile,Federal,NA,NA,Incomplete
1006804,2008-03-01,NA,0,20000,Sevilleta Piles,Pile,Federal,34.2597,-106.8828,Complete
1008259,2015-09-01,NA,0,0,H12 Salvage Pile Burn,Pile,VERMEJO PARK RANCH,36.9455,-105.156,Incomplete
1006143,2005-03-01,220,0,0,ENSENADA,Broadcast,Federal,36.60358,-106.17789,Incomplete
1009037,2007-03-01,NA,0,62720,Tucson Electric Piles,Pile,Federal,34.00019,-108.9327,Complete
1009500,2019-01-30,338,79,477160,La Jara,NA,SANTA FE NF,36.126,-106.922,Complete
1006092,2005-03-01,1100,0,0,McBroom,Broadcast,Federal,NA,NA,Incomplete
1007836,2012-03-01,16951,0,0,WS3,Broadcast,VERMEJO PARK RANCH,36.4979,-104.6268,Incomplete
1006960,2009-03-01,1000,0,0,Santa Barbara,Broadcast,Federal,36.07,-105.8,Incomplete
1006755,2008-03-01,NA,0,1125000,Wind Mountain Pile Burn,Pile,Bureau of Land Management,36.7053,-105.92,Complete
1006201,2005-09-01,NA,0,639260,B and D,Pile,Private,36.84385,-105.02467,Complete
1007373,2010-03-01,14975,0,0,H14,Broadcast,Private,NA,NA,Incomplete
1009121,2008-12-01,NA,NA,12000,DixieRanch20081208,Pile,Private,32.2325,-106.7594,Complete
1006422,2006-09-01,833,0,0,Salazar,Broadcast,Federal,35.25667,-107.68836,Incomplete
1006230,2005-03-01,350,0,0,Mike Reardon Ranch,Broadcast,Private,36.0001,-104.481,Incomplete
1008663,2018-03-01,1500,0,0,Portrillos Rx,Broadcast,BLM,32.48333,-107.13333,Incomplete
1014160,2021-01-01,1930,276,827550,Valles Caldera Park Wide Piles Rx,NA,VALLES CALDERA NATIONAL PRESERVE,35.837,-106.511,Complete
1009108,2008-03-01,NA,NA,45000,San Miguel,Pile,Private,32.1625,-106.7258,Complete
1008733,2018-03-01,20000,0,0,Pelona RX,Broadcast,Bureau of Land Management - NM-SCD,33.64028,-108.04015,Incomplete
1007676,2012-03-01,560,0,0,Catclaw Trap,Broadcast,BLM CARLSBAD,32.819,-104.7994,Incomplete
1009192,2010-03-01,NA,0,4800,Unit 40 piles,Pile,Federal,33.7394,-106.9019,Complete
1007623,2011-03-01,31025,0,0,H22,Broadcast,Private,NA,NA,Incomplete
1007399,2010-09-01,4500,0,0,Visalia Ranch,Broadcast,Private,36.8382,-103.8432,Incomplete
1007409,2011-03-01,2100,0,0,Francisco,Broadcast,Federal,NA,NA,Incomplete
1014424,2021-01-01,0,1,0,McWilliams Canyon 1,Pile,VERMEJO PARK RANCH,36.955,-104.723,Incomplete
1011923,2020-01-01,300,121,350000,Bandelier Wide Pile Rx,NA,VALLES CALDERA NATIONAL PRESERVE,35.832,-106.4,Complete
1008229,2015-03-01,NA,0,0,15SNRPILES,Pile,U.S. Fish and Wildlife Service - NM-SNR,NA,NA,Incomplete
1007970,2013-06-01,NA,0,30000,Spudfork Pile Burn,Pile,Federal,NA,NA,Complete
1007768,2012-03-01,5000,0,0,Pot Mtn/ Cerro Montoso,Broadcast,BLM,NA,NA,Incomplete
1007529,2011-03-01,5000,0,0,Ladrone RX,Broadcast,Federal,NA,NA,Incomplete
1007083,2009-09-01,NA,0,0,Sierra Blanca Unit 2,Pile,Federal,NA,NA,Incomplete
1008443,2016-03-01,NA,0,0,Bernal Lake 1,Pile,VERMEJO PARK RANCH,36.91277,-105.14855,Incomplete
1007631,2011-03-01,4500,0,0,Visalia Ranch,Broadcast,Private,36.8382,-103.8432,Incomplete
1006216,2005-03-01,NA,0,228000,Dale05,Pile,Private,NA,NA,Complete
1015500,2021-03-29,1,0.01,0,Luna Admin Pile,Broadcast,GILA NATIONAL FOREST QUEMADO RANGER DISTRICT,33.827,-108.944,Incomplete
1006411,2006-03-01,NA,0,24000,ELMA Pile Burn,Pile,Federal,34.875,-108,Complete
1008368,2016-03-01,233,0,0,Carracas Rim/ Eul,Broadcast,USDA FOREST SERVICE,36.9931,-107.3267,Incomplete
1007184,2010-03-01,220,0,0,Negrito Fire Base Rx,Broadcast,Federal,33.5125,-108.5127,Incomplete
1007290,2010-03-01,2416,0,0,East Centerfire Broadcast,Broadcast,Federal,NA,NA,Incomplete
1008427,2016-03-01,2720,0,0,ANDREWS RX,Broadcast,U.S. Forest Service-USDA - NM-CIF - Mt. Taylor,35.21645,-108.13949,Incomplete
1007597,2011-09-01,NA,0,0,SFTR Piles,Pile,Private,36.9919,-104.5884,Incomplete
1007085,2009-09-01,20,0,0,Unit 9 Farm,Broadcast,Federal,NA,NA,Incomplete
1014841,2021-02-01,1250,670,770000,Ft. Stanton Piles 2021,NA,Bureau of Land Management - NM-ROD,33.492,-105.458,Complete
1009623,2019-02-05,0,0,50000,4MP#4,Pile,"SALOPEK 4MP, LLC",32.453,-106.893,Complete
1009195,2010-12-01,NA,0,4000,Bitter Lake NWR piles,Pile,Federal,NA,NA,Complete
1006144,2005-03-01,950,0,0,Oaks Mesa,Broadcast,Federal,NA,NA,Incomplete
1008465,2016-03-01,400,0,0,Alto Mesa Rx Fire,NA,NM State Land Office - NM State Land Office,NA,NA,Incomplete
1012720,2020-03-01,100,75,100000,Gran Quivira FY20 Pile RX,NA,NPS-SAP,34.258,-106.087,Complete
1009222,2010-03-01,NA,NA,960,Lopez,Pile,Private,32.3655,-106.8108,Complete
1008315,2016-03-01,5000,0,470250,Chaparral RX,Pile,Federal,35.9063,-106.7508,Complete
1005817,2004-03-01,800,0,54720,Santa Fe Watershed,Pile,Federal,35.41,-105.52,Complete
1008930,2004-12-01,NA,0,4500,Pecos Piles,Pile,Federal,35.59,-105.71056,Complete
1007811,2012-03-01,6374,0,0,H1,Broadcast,VERMEJO PARK RANCH,36.8887,-105.1854,Incomplete
1006744,2008-03-01,2000,0,0,La Sotella,Broadcast,Federal,36.04,-106.16,Incomplete
1005804,2004-03-01,150,0,1358700,Bosque Piles,Pile,Federal,33.77,-106.87,Complete
1007832,2012-03-01,12442,0,0,S3,Broadcast,VERMEJO PARK RANCH,36.752,-104.9883,Incomplete
1006468,2006-03-01,1550,0,0,Alkali,Broadcast,Private,36.9676,-104.6903,Incomplete
1007491,2011-03-01,3600,0,0,Copperton,Broadcast,Federal,35.1686,-108.1461,Incomplete
1007532,2011-03-01,139,0,0,Falls Trail HQ44,Broadcast,Federal,35.7736,-106.2708,Incomplete
1009307,2013-03-01,NA,0,0,Chaco Tamarisk Piles Rx,Pile,Federal,36.0836,-107.9994,Incomplete
1008639,2017-03-01,NA,0,0,Trac Harvest,Pile,VERMEJO PARK RANCH,36.96505,-104.8016,Incomplete
1007975,2013-09-01,500,0,0,Ultima RX,Broadcast,Federal,NA,NA,Incomplete
1007888,2013-06-01,NA,0,0,Wildhorse Piles/Slash Pit,Pile,BLM,34.5557,-107.9396,Incomplete
1006432,2006-03-01,288,0,0,La Joya,NA,Federal,36.0961,-105.7955,Incomplete
1006160,2005-09-01,143,0,0,Dove,Broadcast,Federal,34.16672,-108.49478,Incomplete
1018120,2022-03-30,10,2,9000,Station 3 piles,NA,Angel Fire Fire Department,36.414,-105.282,Complete
1006433,2006-03-01,445,0,0,Lost Lakes,Broadcast,Federal,36.6327,-107.2223,Incomplete
1014621,2021-01-12,2000,2000,0,Cerro Montoso,Broadcast,BLM- TAOS FIELD OFFICE,36.695,-105.74,Incomplete
1007704,2012-03-01,1000,0,0,Headquarters,Broadcast,BLM,34.75195,-108.2019,Incomplete
1007528,2011-03-01,5600,0,0,Lincoln/Terry,Broadcast,Federal,NA,NA,Incomplete
1007471,2011-03-01,NA,0,10000,Wind Mountain Pile Burn,Pile,Federal,36.7053,-105.92,Complete
1008307,2016-03-01,NA,0,0,Capitan Piles Rx,Pile,U.S. Forest Service-USDA - NM-LNF,33.5769,-105.6359,Incomplete
1007246,2010-03-01,NA,0,0,Lion Piles RX,Pile,Federal,NA,NA,Incomplete
1006528,2007-03-01,3200,0,0,Ranch Supply,Broadcast,Federal,33.92167,-107.6122,Incomplete
1006067,2005-03-01,250,0,0,Santa Barbara,NA,Federal,36.07,-105.8,Incomplete
1007652,2012-03-01,NA,0,0,Oat Piles RX,Pile,"USFS, JEMEZ RD",NA,NA,Incomplete
1006605,2007-03-01,3195,0,0,Little McKnight Unit #3,Broadcast,Federal,NA,NA,Incomplete
1012022,2020-01-01,0,0,100000,Perea Nature Trail Piles RX,Pile,BLM-ADO-RPFO,35.546,-106.782,Incomplete
1006969,2009-03-01,266,0,0,Escobas RX,Broadcast,Federal,35.8167,-106.3,Incomplete
1006099,2005-03-01,10000,0,0,Hermosa,Broadcast,Federal,NA,NA,Incomplete
1008527,2017-03-01,10400,0,0,West Mt broadcast burn,Broadcast,LINCOLN NF,33.6423,-105.4842,Incomplete
1007935,2013-03-01,NA,0,18000,Maintenance pile,Pile,Federal,35.5759,-106.9207,Complete
1005972,2004-03-01,2869,0,0,Bracket,Broadcast,Private,NA,NA,Incomplete
1007077,2009-03-01,4000,0,0,Mesitas,Broadcast,Federal,NA,NA,Incomplete
1006910,2009-03-01,338,0,4000,Red Mesa,Pile,Federal,NA,NA,Complete
1015260,2021-02-15,15,15,5000,Cora Dutton 14,NA,"LINCOLN NF, SMOKEY BEAR RD",33.52,-105.64,Complete
1008981,2005-03-01,2000,0,0,Little McKnight/McKnight,Broadcast,Federal,33.0409,-107.9536,Incomplete
1008442,2016-03-01,NA,0,0,Arch Redd East,Pile,VERMEJO PARK RANCH,36.93599,-104.79471,Incomplete
1006993,2009-03-01,NA,0,0,Quest/Lama Piles,Pile,Federal,36.6906,-105.5945,Incomplete
1008149,2015-03-01,1471,0,0,Valle Grande Unit 1,Broadcast,VALLES CALDERA NATIONAL PRESERVE,35.8728,-106.4903,Incomplete
1005927,2004-09-01,2000,0,0,Devils Park RX,Broadcast,Federal,NA,NA,Incomplete
1012180,2020-01-07,200,15,6000,D5 District Wide Piles Rx,NA,GILA NATIONAL FOREST - WILDERNESS RANGER DISTRICT,32.936,-108.013,Complete
1016804,2022-01-01,300,1,0,Macho/North Lincoln,Broadcast,Bureau of Land Management - NM-ROD,33.954,-104.901,Incomplete
1009120,2008-09-01,NA,NA,4600,FMTI-01071108,Pile,Private,32.6397,-108.3744,Complete
1010640,2019-05-27,3,3,50000,Baca Slash Pit,NA,GILA NATIONAL FOREST QUEMADO RANGER DISTRICT,34.153,-108.444,Complete
1006565,2007-09-01,NA,0,600000,Capitan Slash,Pile,Federal,33.7574,-105.6324,Complete
1006497,2007-03-01,1133,0,0,Bixler West,Broadcast,Federal,36.7688,-107.242,Incomplete
1007493,2011-09-01,400,0,0,Phillips Canyon,NA,Federal,33.4065,-105.7048,Incomplete
1007433,2011-09-01,48,0,1440,Cora Dutton Rx,Pile,Federal,NA,NA,Complete
1007136,2009-03-01,6374,0,0,H1,Broadcast,Private,NA,NA,Incomplete
1006327,2006-03-01,450,0,0,wild rivers broadcast,Broadcast,Bureau of Land Management,36.6946,-105.6767,Incomplete
1006165,2005-03-01,NA,0,0,El Cajete Piles,Pile,Federal,NA,NA,Incomplete
1008536,2017-03-01,NA,0,0,Districtwide Piles,Pile,U.S. Forest Service-USDA - NM-CAF - Jicarilla,36.7688,-107.2065,Incomplete
1007893,2013-06-01,NA,0,0,Peralta Canyon Piles,Pile,BLM,35.5663,-106.4077,Incomplete
1005989,2004-09-01,NA,0,376200,Spring and A,Pile,Private,NA,NA,Complete
1009017,2006-03-01,NA,0,6556,QuemadoLakeEstatesPiles,Pile,Federal,34.1763,-108.5316,Complete
1008630,2017-03-01,NA,0,0,Butler Flats,Pile,VERMEJO PARK RANCH,36.93308,-104.9137,Incomplete
1007678,2012-03-01,NA,0,0,Madden Pile Burn,Pile,LINCOLN NF,33.6968,-105.65,Incomplete
1006889,2008-03-01,2000,0,0,Green Mountain,Broadcast,Private,36.7374,-104.2684,Incomplete
1005955,2004-03-01,1180,0,0,Tin Pan,Broadcast,Private,36.95963,-104.56018,Incomplete
1007990,2013-03-01,265,0,0,Northeast Rim 13,NA,Private,35.642,-104.5528,Incomplete
1007858,2013-03-01,NA,0,150000,Bear Hazard Piles,Pile,USFS,33.4406,-108.58,Complete
1007339,2010-09-01,48,0,0,Cora Dutton Rx,NA,Federal,NA,NA,Incomplete
1005870,2004-03-01,NA,0,20000,Boundary Pile,Pile,National Park Service,34.9924,-108.0229,Complete
1009663,2019-02-13,320,0.01,0.01,Black River,Broadcast,BLM CARLSBAD FIELD OFFICE,32.092,-104.47,Incomplete
1016187,2021-09-22,4596,1,0,FMU 610,Broadcast,VERMEJO PARK RANCH,36.49,-104.769,Incomplete
1007352,2010-09-01,NA,0,0,A Pod West Piles,Pile,Private,36.9464,-104.891,Incomplete
1006322,2006-03-01,310,0,1520,Valle II,Pile,Federal,35.8775,-106.3622,Complete
1008487,2017-03-01,3000,0,0,Sacaton RX,Broadcast,BLM - SOCORRO FO,34.0619,-106.5999,Incomplete
1007586,2011-12-01,NA,0,172800,Donaldson Piles,Pile,Federal,33.3716,-105.4307,Complete
1006986,2009-03-01,202,0,0,South Mesa,Broadcast,Federal,33.4528,-105.5658,Incomplete
1006982,2009-03-01,NA,0,0,Unit 40 Pile,Pile,Federal,33.7431,-106.91,Incomplete
1011820,2019-11-20,33,34,15000,Glenwood District Pile RX,NA,"GLENWOOD RANGER DISTRICT, GILA NF",33.408,-108.909,Incomplete
1017501,2022-01-27,219,219,1180,Chato RX,NA,U.S. Forest Service-USDA - NM-CIF - Mountainair,34.628,-106.381,Incomplete
1006940,2009-03-01,2500,0,0,South Fork,Broadcast,Federal,32.0219,-104.3572,Incomplete
1006907,2008-12-01,NA,0,25000,Brantley Lake North,Pile,State,32.596,-104.3521,Complete
1006347,2006-03-01,NA,0,771610,Cemetery Pasture Unit 4,Pile,Federal,33.8425,-105.82472,Complete
1007775,2012-06-01,12000,0,0,Cooke,Broadcast,BLM,NA,NA,Incomplete
1008382,2016-03-01,NA,0,0,Daedhorse Piles Rx,Pile,U.S. Forest Service-USDA - NM-LNF,33.32271,-105.47259,Incomplete
1007228,2010-03-01,NA,0,0,Shady Brook,Pile,Federal,36.37,-105.4005,Incomplete
1008547,2017-03-01,600,0,0,Rendija,Broadcast,National Park Service - NM-EMP,34.95417,-108.11889,Incomplete
1007270,2010-03-01,2700,0,0,Bullis,Broadcast,Federal,NA,NA,Incomplete
1006956,2009-12-01,NA,0,90000,Candy Kitchen,Pile,Bureau of Land Management,34.90139,-108.4681,Complete
1006069,2005-03-01,535,0,0,Cejita Mesa,NA,Federal,36.0961,-105.8133,Incomplete
1009145,2009-12-01,NA,0,15000,Hop Pile RX,Pile,Federal,34.0331,-107.2063,Complete
1009149,2009-03-01,NA,NA,69000,Snow Farm,Pile,Private,32.3,-106.9167,Complete
1009632,2019-02-05,0,0,490000,TX,Pile,VERMEJO PARK RANCH,36.924,-104.769,Incomplete
1007883,2013-03-01,8000,0,0,Chain of Craters,Broadcast,BLM,34.83361,-108.2189,Incomplete
1007578,2011-12-01,NA,0,0,Angel Fire WUI Piles,Pile,Federal,NA,NA,Incomplete
1007082,2009-09-01,NA,0,90000,Red Tank,Pile,Federal,33.5275,-105.5292,Complete
1014880,2021-02-01,604,588,1180,Thunderbird RX,NA,U.S. Forest Service-USDA - NM-CIF - Mountainair,34.589,-106.384,Complete
1007065,2009-03-01,700,0,0,Eureka Mesa RX,Broadcast,Federal,36.0068,-106.8565,Incomplete
1005947,2004-06-01,NA,0,11100,TSVFD,Pile,Municipal,NA,NA,Complete
1013962,2020-10-22,0,0,0.01,Caliente 1,Pile,VERMEJO PARK RANCH,36.888,-104.796,Incomplete
1008271,2015-03-01,438,0,0,Arch Redd,Broadcast,VERMEJO PARK RANCH,NA,NA,Incomplete
1007681,2012-03-01,10400,0,0,West Mt Broadcast Burn,Broadcast,LINCOLN NF,33.6423,-105.4842,Incomplete
1007102,2009-03-01,NA,0,0,ELK CANYON RANCH,Pile,Private,36.24,-105.1948,Incomplete
1006345,2006-03-01,NA,0,94185,Cooper/Smith,Pile,Federal,33.81111,-104.29528,Complete
1006656,2007-09-01,2027,0,0,Jaybird,Broadcast,Federal,NA,NA,Incomplete
1007069,2009-12-01,NA,0,1050000,North Shady Brook Piles,Pile,Federal,36.3845,-105.4177,Complete
1014661,2021-02-01,5000,1,0,Sheep Basin,Broadcast,Gila National Forest-Reserve Ranger District,33.562,-108.727,Incomplete
1008260,2015-09-01,NA,0,224200,Ben Thompson 1 Pile Burn,Pile,VERMEJO PARK RANCH,36.9174,-104.8145,Complete
1008125,2015-12-01,3000,0,0,Lewis Cain_2,Broadcast,BLM,NA,NA,Incomplete
1007485,2011-03-01,2850,0,0,Cerro Comadre,Broadcast,Federal,34.9469,-108.1545,Incomplete
