DATE,COMPLETED_ACRES,BURN_NAME,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
2019-04-11,40,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2019-04-08,28,Bear River Wetlands,"FWS, Rocky/Basin Refuges",41.507,-112.069,Complete
2019-04-04,15,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2019-04-02,12,Brushy Basin piles,"USFS, Manti-La Sal South Zone",37.758,-109.528,Complete
2019-03-19,8,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2019-03-06,0.1,Green River District Programmatic Pile Plan,"BLM, Green River District",40.572,-109.659,Complete
2019-03-05,10,Blanding East Piles,"BLM, Canyon Country District",37.71,-109.464,Complete
2019-03-01,3,Blanding East Piles,"BLM, Canyon Country District",37.71,-109.464,Complete
2019-02-28,34,Zion Grass RX,"NPS, Utah NPS Units",37.211,-112.977,Complete
2019-02-20,3,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2019-02-20,5,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2019-02-06,3,Courthouse Wash,"State, Southeastern Area",38.699000000000005,-109.677,Complete
2019-02-05,5,Dead Horse Point RX,"State, Southeastern Area",38.503,-109.727,Complete
2019-02-14,66.5,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2019-02-13,10,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2019-02-10,10,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2019-02-08,18,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2019-02-04,1,West Slope WUI piles,"USFS, Manti-La Sal South Zone",38.497,-109.326,Complete
2019-02-05,5,Zion Piles,"DAQ, Utah NPS Units",37.216,-112.975,Complete
2019-02-04,2.5,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2019-02-04,10,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2019-02-04,28,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-12-19,30,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2018-12-18,85,D4 Administrative Piles Rx,"USFS, Fishlake NF Richfield",38.8,-111.683,Complete
2018-12-18,17,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-12-12,30,Flat Top/Steve's Basin Rx,"USFS, Fishlake NF Richfield",38.828,-111.821,Complete
2018-12-16,221,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-12-12,60,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2018-12-11,15,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2018-12-11,671,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-12-11,1,Zion Piles,"NPS, Utah NPS Units",37.216,-112.975,Complete
2018-12-02,80,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2018-12-02,1,Ford Ridge Piles,"BLM, Canyon Country District",39.788000000000004,-110.932,Complete
2018-11-29,253,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-11-29,10,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2018-11-30,30,South Fork Chalk Creek,"State, Northeastern Area",40.933,-111.271,Complete
2018-11-28,73,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2018-11-28,29,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-11-28,7,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2018-11-27,299,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-11-27,300,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-11-20,200,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-11-15,75,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-11-18,0,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Unknown
2018-11-08,44,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2018-11-07,25,Bear River Wetlands,"FWS, Rocky/Basin Refuges",41.507,-112.069,Complete
2018-11-07,158,Cooper Knoll Central,"USFS, Dixie NF Cedar City",37.719,-112.599,Complete
2018-11-07,22,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2018-11-05,2,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2018-11-01,68,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2018-10-31,1,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2018-10-18,7,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2018-10-30,0.1,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2018-10-31,20,Weber Piles,"State, Bear River Area",41.318999999999996,-111.553,Complete
2018-10-29,100,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-10-28,252,Upper Provo,"USFS, UWC NF North Zone",40.624,-111.12,Complete
2018-10-22,243,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2018-10-22,0,Alpine School District Clear Creek Camp,"State, Southeastern Area",39.69800000000001,-111.159,Unknown
2018-10-17,1,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2018-10-18,8,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-11-07,2,Ashley NF Piles,"USFS, Ashley NF East Zone",39.876,-110.876,Complete
2018-10-17,0.1,NZ ADMIN PILE BURN,"USFS, Manti-La Sal North Zone",39.329,-111.278,Complete
2018-10-22,1,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2018-10-15,1,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2018-10-11,2,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2018-10-15,27,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2018-10-10,1,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2018-10-11,63,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-10-08,2000,Bear River Wetlands,"FWS, Rocky/Basin Refuges",41.507,-112.069,Complete
2018-07-24,1,Sheep Creek RX,"DAQ, UWC NF South Zone",39.97,-111.124,Complete
2018-06-04,0,Reservation Ridge,"DAQ, West Desert District",39.873,-110.872,Unknown
2018-06-05,500,Trail Mtn Broadcast,"DAQ, Manti-La Sal North Zone",39.321,-111.229,Complete
2018-06-04,300,Trail Mtn Broadcast,"DAQ, Manti-La Sal North Zone",39.321,-111.229,Complete
2018-05-25,850,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-05-24,0.5,Argyle,"State, Northeastern Area",NA,-110.733,Complete
2018-05-24,150,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-05-17,2,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2018-05-10,75,Trail Mtn Broadcast,"USFS, Manti-La Sal North Zone",39.321,-111.229,Complete
2018-05-10,25,Grouse Creek Piles,"State, Bear River Area",41.681,-113.818,Complete
2018-05-11,4,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2018-05-10,149,Little Valley,"BLM, West Desert District",39.131,-112.055,Complete
2018-05-10,95,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-05-08,60,Ahlstrom Hollow,"USFS, Dixie NF Powell",37.688,-112.257,Complete
2018-05-09,187,Little Valley,"BLM, West Desert District",39.131,-112.055,Complete
2018-05-07,100,Ahlstrom Hollow,"USFS, Dixie NF Powell",37.688,-112.257,Complete
2018-05-02,37,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2018-05-01,35,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2018-04-27,600,Public Shooting Grounds,"State, Bear River Area",41.556,-112.306,Complete
2018-04-29,340,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-04-29,200,Saddle Creek Phase II,"USFS, UWC NF North Zone",41.745000000000005,-111.475,Complete
2018-04-28,314,Saddle Creek Phase II,"USFS, UWC NF North Zone",41.745000000000005,-111.475,Complete
2018-04-28,110,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-04-27,160,Ahlstrom Hollow,"USFS, Dixie NF Powell",37.688,-112.257,Complete
2018-04-27,75,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-04-27,400,Sheep Creek RX,"USFS, UWC NF South Zone",39.97,-111.124,Complete
2018-04-26,240,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2018-04-26,45,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-04-25,70,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-04-24,50,Grouse Creek Piles,"State, Bear River Area",41.681,-113.818,Complete
2018-04-23,400,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2018-04-22,247,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2018-04-20,1,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2018-07-25,5,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2018-04-20,2.5,parleys summit,"State, Northeastern Area",40.748000000000005,-111.595,Complete
2018-04-19,40,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-04-19,40,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2018-04-18,261,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2018-04-11,50,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-11-04,506,Stewart Lake,"State, Northeastern Area",40.352,-109.356,Complete
2018-04-11,70,"North Beaver, Baker / Face","USFS, Fishlake NF Beaver",38.283,-112.549,Complete
2018-07-25,100,Grouse Creek Piles,"State, Bear River Area",41.681,-113.818,Complete
2018-04-06,40,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2018-04-05,10,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2018-04-04,250,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-04-04,50,Horse Hollow,"USFS, Fishlake NF Fillmore",38.949999999999996,-112.271,Complete
2018-04-03,50,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-04-02,100,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-03-26,0.2,Dikes and Piles,"FWS, Rocky/Basin Refuges",41.47,-112.246,Complete
2018-03-24,11,Stewart Lake,"State, Northeastern Area",40.352,-109.356,Complete
2018-03-20,1,Dikes and Piles,"FWS, Rocky/Basin Refuges",41.47,-112.246,Complete
2018-03-21,33,Dikes and Piles,"FWS, Rocky/Basin Refuges",41.47,-112.246,Complete
2018-03-21,100,Horse Hollow,"USFS, Fishlake NF Fillmore",38.949999999999996,-112.271,Complete
2018-03-21,5,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2018-03-14,2,Green River District Programmatic Pile Plan,"BLM, Green River District",40.572,-109.659,Complete
2018-03-14,0.25,Ashley NF Piles,"USFS, Ashley NF East Zone",39.876,-110.876,Complete
2018-03-13,207,Meadow,"BLM, West Desert District",38.876999999999995,-112.363,Complete
2018-03-08,5.25,Green River District Programmatic Pile Plan,"BLM, Green River District",40.572,-109.659,Complete
2018-03-08,8,Zion Grass RX,"NPS, Utah NPS Units",37.211,-112.977,Complete
2018-03-01,15,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2018-02-28,2,Zion Piles,"NPS, Utah NPS Units",37.216,-112.975,Complete
2018-02-22,0.1,parleys summit,"State, Northeastern Area",40.748000000000005,-111.595,Complete
2018-02-21,2.5,Deep Creek,"State, Northeastern Area",40.537,-109.765,Complete
2018-02-23,5,Zion Piles,"NPS, Utah NPS Units",37.216,-112.975,Complete
2018-02-22,10,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2018-02-15,23,Pine Valley District Piles,"USFS, Dixie NF Cedar City",37.385999999999996,-113.353,Complete
2018-02-14,10,Pine Valley District Piles,"USFS, Dixie NF Cedar City",37.385999999999996,-113.353,Complete
2018-02-15,0.5,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2018-02-15,2,Argyle,"State, Northeastern Area",39.879999999999995,-110.733,Complete
2018-02-15,1,NZ ADMIN PILE BURN,"USFS, Manti-La Sal North Zone",39.329,-111.278,Complete
2018-02-15,4,Alpine School District Clear Creek Camp,"State, Southeastern Area",39.69800000000001,-111.159,Complete
2018-02-14,30,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2018-02-14,0.1,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2018-02-13,0.5,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2018-02-14,1,Zion Piles,"NPS, Utah NPS Units",37.216,-112.975,Complete
2018-02-14,0.5,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2018-02-13,87,Powell District Piles,"USFS, Dixie NF Pine Valley",37.764,-112.238,Complete
2018-02-13,5,Pine Valley District Piles,"USFS, Dixie NF Cedar City",37.385999999999996,-113.353,Complete
2018-02-12,60,Powell District Piles,"USFS, Dixie NF Pine Valley",37.764,-112.238,Complete
2018-02-12,50,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2018-02-09,10,North Slope Piles,"State, Northeastern Area",40.964,-110.859,Complete
2018-01-30,5,Monroe Mountain Piles,"State, Central Area",38.533,-112.039,Complete
2018-02-06,100,Powell District Piles,"USFS, Dixie NF Pine Valley",37.764,-112.238,Complete
2018-02-06,58,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2018-02-06,13,Ford Ridge Piles,"BLM, Canyon Country District",39.788000000000004,-110.932,Complete
2018-01-31,8,SEUG Tamarisk Piles,"NPS, Utah NPS Units",38.613,-109.579,Complete
2018-02-01,51,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2018-01-31,20,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2018-01-31,350,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-01-31,60,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2018-01-26,50,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-01-25,198,D4 Administrative Piles Rx,"USFS, Fishlake NF Richfield",38.8,-111.683,Complete
2018-01-29,8,Rainbow Point Piles,"NPS, Utah NPS Units",37.474,-112.24,Complete
2018-01-25,5,Monroe Mountain Piles,"State, Central Area",38.533,-112.039,Complete
2018-01-19,1,Argyle,"State, Northeastern Area",39.879999999999995,-110.733,Complete
2018-01-25,1.5,Deep Creek,"State, Northeastern Area",40.537,-109.765,Complete
2018-01-25,25,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2018-01-25,34,Duck Creek Fuels Piles,"USFS, Dixie NF Cedar City",37.497,-112.645,Complete
2018-01-25,1,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2018-01-25,7,Rainbow Point Piles,"NPS, Utah NPS Units",37.474,-112.24,Complete
2018-01-24,0.5,D4 Piles,"USFS, Dixie NF Cedar City",37.97,-111.851,Complete
2018-01-19,30,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2018-01-19,5,Cold Springs DWR,"State, Southeastern Area",39.649,-110.315,Complete
2018-01-19,30,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2018-01-19,27,Zion Grass RX,"NPS, Utah NPS Units",37.211,-112.977,Complete
2018-01-19,366,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-01-10,0.25,Argyle,"State, Northeastern Area",NA,-110.733,Complete
2018-01-12,20,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-01-11,100,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-01-11,15,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2018-01-10,20,Willow Basin Rx,"State, Southeastern Area",38.615,-109.251,Complete
2018-01-09,5,Scofield Mountain Homes,"State, Southeastern Area",39.758,-111.186,Complete
2018-01-10,0.1,Kens Lake,"BLM, Canyon Country District",38.477,-109.426,Complete
2018-01-10,1,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2018-01-10,367,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-01-09,5,Monroe Mountain Piles,"State, Central Area",38.533,-112.039,Complete
2018-01-09,10,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2018-01-09,0.25,Argyle,"State, Northeastern Area",NA,-110.733,Complete
2018-01-09,28,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-01-08,3,D4 Piles,"USFS, Dixie NF Cedar City",37.97,-111.851,Complete
2018-01-08,536,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2018-01-04,212,Powell District Piles,"USFS, Dixie NF Pine Valley",37.764,-112.238,Complete
2017-12-21,5,Monroe Mountain Piles,"State, Central Area",38.533,-112.039,Complete
2017-12-21,5,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2017-12-21,1,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2017-12-21,4,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2017-12-20,15,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-12-20,3,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2017-11-29,2,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2017-11-17,2,Scofield Mountain Homes,"State, Southeastern Area",39.758,-111.186,Complete
2017-11-21,75,Flat Top/Steve's Basin Rx,"USFS, Fishlake NF Richfield",38.828,-111.821,Complete
2017-11-20,50,Flat Top/Steve's Basin Rx,"USFS, Fishlake NF Richfield",38.828,-111.821,Complete
2017-11-15,20,Reservation Ridge,"BLM, West Desert District",39.873,-110.872,Complete
2017-11-16,5,NZ ADMIN PILE BURN,"USFS, Manti-La Sal North Zone",39.329,-111.278,Complete
2017-11-16,15,"North Beaver, Mud Flat / Duncan Creek","USFS, Fishlake NF Beaver",38.284,-112.475,Complete
2017-11-16,0,Little Valley,"BLM, West Desert District",39.131,-112.055,Unknown
2017-11-15,50,Upper Provo,"USFS, UWC NF North Zone",40.624,-111.12,Complete
2017-11-15,1,Ashley NF Piles,"USFS, Ashley NF East Zone",39.876,-110.876,Complete
2017-11-15,100,"North Beaver, Merchant Valley","USFS, Fishlake NF Beaver",38.303999999999995,-112.428,Complete
2017-11-14,157,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2017-11-14,200,Salina Creek Units 123 Rx,"USFS, Fishlake NF Richfield",38.942,-111.511,Complete
2017-11-14,41,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-11-06,1,Wolf Creek Ranch,"State, Northeastern Area",40.535000000000004,-111.226,Complete
2017-11-13,330,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2017-11-12,40,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2017-11-12,100,Salina Creek Units 123 Rx,"USFS, Fishlake NF Richfield",38.942,-111.511,Complete
2017-11-10,31,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-11-09,30,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-11-09,11,Cold Water,"State, Bear River Area",41.568000000000005,-111.749,Complete
2017-11-07,2,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2017-11-07,20,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2017-11-04,20,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2017-11-03,2,Cold Water,"State, Bear River Area",41.568000000000005,-111.749,Complete
2017-11-02,350,Upper Provo,"USFS, UWC NF North Zone",40.624,-111.12,Complete
2017-11-02,150,Salina Creek Units 123 Rx,"USFS, Fishlake NF Richfield",38.942,-111.511,Complete
2017-11-01,1,Ashley NF Piles,"USFS, Ashley NF East Zone",39.876,-110.876,Complete
2017-11-01,200,Salina Creek Units 123 Rx,"USFS, Fishlake NF Richfield",38.942,-111.511,Complete
2017-11-01,43,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2017-10-31,0.75,Ashley NF Piles,"USFS, Ashley NF East Zone",39.876,-110.876,Complete
2017-10-31,225,Mill City,"USFS, UWC NF North Zone",40.879999999999995,-110.842,Complete
2017-10-31,129,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2017-10-30,0.75,Ashley NF Piles,"USFS, Ashley NF East Zone",39.876,-110.876,Complete
2017-10-30,138,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2016-09-19,1000,Tom Patterson Prescribed Fire,"BLM, Green River District",39.528000000000006,-109.161,Complete
2016-09-18,1000,Tom Patterson Prescribed Fire,"BLM, Green River District",39.528000000000006,-109.161,Complete
2016-09-17,115,Tom Patterson Prescribed Fire,"BLM, Green River District",39.528000000000006,-109.161,Complete
2016-09-16,5,Tom Patterson Prescribed Fire,"BLM, Green River District",39.528000000000006,-109.161,Complete
2016-09-15,10,Tom Patterson Prescribed Fire,"BLM, Green River District",39.528000000000006,-109.161,Complete
2017-10-20,0,Mill City,"USFS, UWC NF North Zone",40.879999999999995,-110.842,Unknown
2017-10-19,100,Reservation Ridge Sage,"USFS, Ashley NF West Zone",39.919,-110.874,Complete
2017-10-19,675,Mill City,"USFS, UWC NF North Zone",40.879999999999995,-110.842,Complete
2017-10-17,101,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2017-10-17,15,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-10-12,250,Johnson Creek â€“ Nizhoni RX,"USFS, Manti-La Sal South Zone",37.778000000000006,-109.546,Complete
2017-10-13,10,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2018-10-12,25,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-10-08,100,Tom Patterson Prescribed Fire,"BLM, Green River District",39.528000000000006,-109.161,Complete
2017-10-09,20,Green River District Programmatic Pile Plan,"BLM, Green River District",40.572,-109.659,Complete
2017-10-11,25,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-10-11,4.5,Ashley NF Piles,"USFS, Ashley NF East Zone",39.876,-110.876,Complete
2017-10-11,30,Reservation Ridge Sage,"USFS, Ashley NF West Zone",39.919,-110.874,Complete
2017-10-11,15,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2017-10-10,90,West Fork,"USFS, Dixie NF Escalante",38.003,-111.482,Complete
2017-10-10,3,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-10-09,3,Ashley NF Piles,"USFS, Ashley NF East Zone",39.876,-110.876,Complete
2017-10-08,215,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2017-10-07,215,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2017-10-06,150,D1 Ponderosa,"USFS, Ashley NF East Zone",40.876,-109.517,Complete
2017-10-06,10,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-10-06,160,Johnson Creek â€“ Nizhoni RX,"USFS, Manti-La Sal South Zone",37.778000000000006,-109.546,Complete
2017-10-04,900,Bear River Wetlands,"FWS, Rocky/Basin Refuges",41.507,-112.069,Complete
2017-10-05,25,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-10-05,10,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-10-05,85,Riparian,"BLM, West Desert District",39.148,-112.953,Complete
2017-10-04,2,Ashley NF Piles,"USFS, Ashley NF East Zone",39.876,-110.876,Complete
2017-10-04,5,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-10-03,2,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-09-29,1,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-09-28,2,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-06-23,150,Salina Creek Unit 5 Rx,"USFS, Fishlake NF Richfield",38.952999999999996,-111.42,Complete
2017-06-22,150,Salina Creek Unit 5 Rx,"USFS, Fishlake NF Richfield",38.952999999999996,-111.42,Complete
2017-06-09,50,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2017-06-03,2,Buckeye Reservoir,"USFS, Manti-La Sal South Zone",38.440999999999995,-109.06,Complete
2017-05-30,50,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2017-05-26,1000,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2017-05-24,100,Salina Creek Unit 5 Rx,"USFS, Fishlake NF Richfield",38.952999999999996,-111.42,Complete
2017-05-23,80,Johnson Creek â€“ Nizhoni RX,"USFS, Manti-La Sal South Zone",37.778000000000006,-109.546,Complete
2017-05-23,120,Cooper Knoll Central,"USFS, Dixie NF Cedar City",37.719,-112.599,Complete
2017-05-22,3,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2017-05-18,349,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2017-05-17,1,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2017-05-15,50,Salina Creek Unit 5 Rx,"USFS, Fishlake NF Richfield",38.952999999999996,-111.42,Complete
2017-04-12,9,Bennion Canyon,"State, Wasatch Front Area",39.979,-112.433,Complete
2017-05-13,153,Little Valley,"BLM, West Desert District",39.131,-112.055,Complete
2017-05-12,117,Little Valley,"BLM, West Desert District",39.131,-112.055,Complete
2017-05-07,75,Salina Creek Unit 5 Rx,"USFS, Fishlake NF Richfield",38.952999999999996,-111.42,Complete
2017-05-09,150,Grouse Creek Piles,"State, Bear River Area",41.681,-113.818,Complete
