Ignition Date,Agency,District,Burn Number,Burn Name,Daily Burn Acres Requested,Acres Treated,Acres Burned,Zero Burn Reason,Acres ERT Used,Location,Burn Duration,Ignition Duration,Dead Fuel Moisture 10 Hour,Dead Fuel Moisture 1000 Hour,Duff Fuel Moisture,Fuel Moisture Method,Days Since Rain,Snow Off,Emission Reduction Techniques,Diurnal Plume Characteristics,Remarks,Primary Fuel Type,NFDRS Fuel Model,Harvest Date,Primary Duff Type,Sound rotten 0 025,Sound rotten 026 1,Sound rotten 1 3,Sound 3 9,Sound 9 20,Sound 20 greater,Rotten 3 greater,Stump 20 greater,Shrub brush,Grass herb,Avg litter depth,Avg duff depth,Piles per Acre,Tons Piles per Acre,Soil in Piles,Primary Species,Primary Species (%),Secondary Species,Secondary Species (%),Quality,Width,Height,Length,Packing Ratio,Treated Potential PM2.5,PM2.5 ERT Reduction (non-burned acres),Blackened Potential PM2.5,PM2.5 ERT Reduction,Actual PM2.5,PM2.5 Averted
10/19/2023,U.S. Forest Service,Mogollon ,COF0734B,Upper Beaver Creek,650,650,650,N/A,650,(34.74361760490321; -111.42200164794923),7,180,7,18,,NFDRS,10,,"""Mosaic / Jackpot Burning""","""Smoke will transport to the Southwest and settle into Jacks and Bady Canyons and funnel into Wet Beaver Creek""",,Ponderosa,U,,Red (Rotten Log Type),0.25,0.25,1,2,3,4,1,2,0,0,6,1,,,,,,,,,,,,,105.73875,0,105.73875,0,105.73875,0
11/2/2016,U.S. Forest Service,Payson,TNF0531B,Chamberlain,800,651,651,N/A,651,(34.282; -110.91589999999996),3,180,9,15,,NFDRS,,,"""Mechanical Processing; Burn More Frequently; Windrow Burning; Backing Fire; Mosaic / Jackpot Burning""","""During the night the smoke settled into cherry creek drainage and was light.  There was very little smoke that made it into the community of young.""",,Ponderosa,A,5/5/2009,Black (Litter Type),0.22,0.5,1.4,0.5,2,0,1.6,0,0,0,2.1,2.1,,,,,,,,,,,,,48.79310099,0,48.79310099,6.343103129,42.44999786,6.343103129
10/5/2017,U.S. Forest Service,Williams,KNF167B,Green Base,652,652,652,N/A,652,(35.29140728718028; -112.07578207397461),8,6,8,19,7,Measured,,,"""Backing Fire; Maintain fire line intensity; Mosaic / Jackpot Burning; High moisture in large fuels""","""Smoke settled into the low-lying portions of the local areas; mainly around the Red-Lake and Spring Valley areas.""",,Ponderosa,G,,Black (Litter Type),0.5,2,3,4,2,0,1,1,0,0.25,0.25,0.1,,,,,,,,,,,,,108.02825,0,108.02825,46.4521475,61.5761025,46.4521475
11/14/2017,U.S. Forest Service,Payson,TNF0405B,Payson,652,652,652,N/A,652,(34.30084707559972; -111.27705614396183),6,240,4,8,,NFDRS,66,,"""Burn More Frequently; Burn Before Green Up; Mosaic / Jackpot Burning""","""Smoke was very light in the East Verde drainage and Stewart Creek.""","""Good dispersion of smoke by 1500 yesterday. Light smoke for most of the day with good consumption of fuels.""",Ponderosa,A,,Black (Litter Type),2.92,0.41,0.15,5,2.75,0,0,0,3,1,2,2,,,,,,,,,,,,,119.6560186,0,119.6560186,99.31449545,20.34152317,99.31449545
11/1/2023,U.S. Forest Service,Lakeside,ASF0773B,Lakeside East Broadcast,1200,769,654,N/A,769,(34.198629534845466; -109.73869018554689),12,210,10,14,,Both,6,,"""Aerial / Mass Ignition; Backing Fire; Maintain fire line intensity""","""Smoke reversal from daytime flow occurred late evening and into the early morning hours. Smoke settled into the Community of Vernon; into the Browns Creek and Sepulveda Creek drainages during those times.""",,Ponderosa,B,,Black (Litter Type),2,2,2,2,2,5,3,0,0,0,0,2,,,,,,,,,,,,,166.7961,24.9435,141.8526,14.18526,127.66734,39.12876
6/20/2019,U.S. Forest Service,North Kaibab,KNF353B,Moquitch 3 Rx,1000,655,655,N/A,655,(36.61225031738562; -112.24443130493165),12,480,5,12,,Both,,,"""Pre-Burn Fuel Removal; Mechanical Processing; Backing Fire; Maintain fire line intensity; Mosaic / Jackpot Burning; High moisture in large fuels""","""Smoked settled locally. Higher winds dispersed smoke well.""","""Moquitch 3 is complete.""",Ponderosa,G,5/1/1992,Black (Litter Type),0.1,0.4,1.5,3,0.1,0.1,0.2,0.1,0,0,3.5,0.5,,,,,,,,,,,,,43.41012512,0,43.41012512,18.6663538,24.74377132,18.6663538
11/12/2021,U.S. Forest Service,Black Mesa,ASF214B,BMRD Rodeo-Chediski RX (RCRX),1655,1655,655,N/A,655,(34.31943289650417; -110.51405993652344),48,180,6,14,,NFDRS,,,"""Backing Fire; Maintain fire line intensity; Mosaic / Jackpot Burning""","""Smoke settled in low lying areas and drainages and moved in a northerly direction""",,Ponderosa/Grass,C,,Black (Litter Type),0.025,0.565,0.785,8.7,6,4.8,3.5,0.1,0.3,0.5,0.1,0.8,,,,,,,,,,,,,504.053007,304.5637505,199.4892565,89.77016545,109.7190911,394.3339159
1/6/2023,U.S. Forest Service,Williams,KNF0128P,North Side Piles,660,660,660,N/A,660,(35.29260037146305; -111.97303466796876),24,150,18,25,,NFDRS,,,"""Pre-Burn Fuel Removal; Piles""","""Light impacts to Pittman Valley and possibly I-40 are expected overnight with forecasted Northeast and East winds.""","""Piles consumed well during the day. Ignitions were complete by 12:30 to allow for consumption and smoke dispersion befor overnight hours.""",,,,,,,,,,,,,,,,,3,8,5,Ponderosa Pine,100,Other,6,Clean,25,20,20,Ponderosa Pine < 10 Inches,63.624,,,44.5368,19.0872,44.5368
4/20/2023,U.S. Forest Service,Verde,PNF2001B,Black Hills,660,660,660,N/A,660,(34.64651413792105; -112.15778522491456),10,200,12,14,,Both,,,"""Pre-Burn Fuel Removal; Burn More Frequently; Burn Before Green Up; Backing Fire; Maintain fire line intensity; Mosaic / Jackpot Burning; Burn before large activity fuels cure; High moisture in large fuels""","""Smoke production was heaviest during ignition; dispersing to S- SE. Expect smoke to settle in drainages adjacent to the prescribed fire units over night. 1000 HR fuels expected to produce smoke overnight. Excellent ventilation through the night predicted with excellent RH recoveries.""",,Shrub/Brush (Chap.; Oak; Sage),B,,Black (Litter Type),1,2,2,2,1,0,0,1,8,0.5,1,1,,,,,,,,,,,,,139.1775,0,139.1775,62.629875,76.547625,62.629875
10/16/2019,U.S. Forest Service,Bradshaw,PNF1803B,Waterfall,662,662,662,N/A,662,(34.44204523500352; -112.44124526977538),10,360,4,10,,NFDRS,,,"""Aerial / Mass Ignition""","""Hassayampa drainage.""",,Ponderosa,C,,Black (Litter Type),0.5,1,1,1,1,1,0.25,0.5,0.5,0.25,1,0.25,,,,,,,,,,,,,55.8397,0,55.8397,5.58397,50.25573,5.58397
10/10/2018,U.S. Forest Service,Flagstaff (COF),COF0224P,Flagstaff RD Piles,663,663,663,N/A,663,(35.06306980778405; -111.61790719604494),24,360,9,21,,NFDRS,,,"""High moisture in large fuels; Piles""","""Smoke to continue moving east""","""May have light impacts to Lake Mary Road and Elk Meadows Community""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2021,U.S. Forest Service,Flagstaff (COF),COF805B,West Fork,670,670,670,N/A,670,(35.088354523995655; -111.77884635925292),5,190,10,14,,Both,,,"""Ungulates; Piles""","""Winds out of the SW at end of day pushed the plume towards Flagstaff. As diurnals set in; light; hazy smoke settled in Flagstaff and on 89A just south of Ft. Tuthill; and Kachina Village. 

By 2200; smoke in Flagstaff had dissipated. Light to moderate smoke on 89A was centered around Fry Canyon (2 miles either side) - light to moderate smoke; minimal affect on visibility.

0100 light smoke remained on 89A between Fry Canyon and Pump House Wash. Some smoke starting to settle in Sedona.
0500 very light smoke impacts remained on 89A.
0700 Moderate haze in Sedona.""","""Possible impacts to FLG airport were communicated to FLG operations prior to ignitions. Airport supervisor and operations were generally supportive of burn. Plume was monitored throughout day via lookout tower cameras. Transport winds were out of WSW in the AM which kept plume south of the airport. Around 1400 started seeing SSW winds on the ground; and plume could be seen moving directly over and then just north of airport. No issues were reported from airport personnel.""",Ponderosa,C,,Black (Litter Type),1,1,2,5,2,1,3,1,0,0.5,0.5,1,,,,,,,,,,,,,133.21275,0,133.21275,93.248925,39.963825,93.248925
1/29/2022,Department of Defense,Ft Huachuca,XXH1708B,Fort Wide 20,700,700,672,N/A,672,(31.51809901511686; -110.33501367187502),10,420,10,12,0,NFDRS,7,,"""Burn More Frequently""","""Completed ignitions by approximately 1400-1430.  The heaviest smoke was present above the burn area from 1300 to 1600.  The smoke laid over the Huachuca Mountain; still allowing for 20+ miles of visibility.  The majority of the smoke had dissipated by 1630.  There was little to no smoke visible in the burn area.""",,Grass,A,,Black (Litter Type),2,1.5,0.43,0.1,0,0,0.1,0,8,3,0,0,,,,,,,,,,,,,127.6215501,5.104862003,122.5166881,101.6888511,20.82783697,106.7937131
1/24/2018,U.S. Forest Service,Flagstaff (COF),COF0224P,Flagstaff RD Piles,675,675,675,N/A,0,(35.07509643514103; -111.67781701660158),8,90,35,22,,Both,,,"""Piles""","""Wind will blow from the south tonight; expect smoke to flow northward and possibly settle in to low lying areas along I-17.""","""Piles burning very well.  Very light haze of smoke on I-17 during the day.""",,,,,,,,,,,,,,,,,10,20,10,Ponderosa Pine,100,Other,6,Clean,10,10,10,Logs < 10 Inches,162.675,,,113.8725,48.8025,113.8725
4/4/2018,U.S. Forest Service,Flagstaff (COF),COF0532B,Mountainaire,678,678,678,N/A,0,(35.07503672028989; -111.6597410583496),24,4,3,39,10,Both,14,3/25/2018,"""Pre-Burn Fuel Removal; Mechanical Processing; Piles""","""Due to poor ventilation and calm winds overnight; smoke is expected to settle in Kachina/Mountainaire; Walnut Canyon; and Lake Mary Meadows.""","""With stronger winds and excellent ventilation; we were able to mitigate potential smoke impacts to local communities; however; evening and morning inversions will cause smoke to settle in local areas mentioned above. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2016,U.S. Forest Service,Springerville,ASF0630B,Mineral Broadcast,992,992,694,N/A,694,(34.190269391091775; -109.58780361938477),6,5,5,7,10,Both,14,,"""Burn Before Green Up; Maintain fire line intensity; Pre-Burn Fuel Removal; Ungulates""","""smoke gained 1000' AGL and dispersed to the S/SW throughout observations.  localized settling overnight in area drainages.""","""no impacts overnight.  smoke continued to disperse to the S/SW after sundown with some stratification in the upper levels.""",Ponderosa/Grass,C,4/1/2008,Black (Litter Type),5.8,1.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2019,U.S. Forest Service,Williams,KNF167B,Green Base,1019,699,699,N/A,699,(35.28867501461035; -112.22757364654546),24,240,10,10,,Both,,,"""Aerial / Mass Ignition; Backing Fire""","""Smoke rose 100 feet and drifted to the south and east most smoke stayed onsite and settled in low lying areas near the burn.""","""Light impacts were reported to Williams between the hrs of 8pm and 11 pm after 11 pm air became clear and no impacts were reported at daylight hrs.""",Ponderosa,G,,Black (Litter Type),0.5,2,3,4,2,0,1,1,0,0.25,0.25,0.1,,,,,,,,,,,,,115.8155625,0,115.8155625,11.58155625,104.2340063,11.58155625
1/27/2021,U.S. Fish & Wildlife Service,Havasu,HVR02B,AZHVR_FY21_RX,1000,1000,700,N/A,700,(34.7525036513518; -114.52581100463868),6,6,50,0,50,Both,2,,"""Burn Before Green Up""","""Plume characteristics were variable""",,Grass,A,,Black (Litter Type),0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,60.25,18.075,42.175,19.4005,22.7745,37.4755
3/10/2016,U.S. Forest Service,Red Rock,COF0610B,Cedar Flat Broadcast,700,700,700,N/A,700,(34.602; -111.60899999999998),10,240,4,9,0,NFDRS,30,10/2/2016,"""Burn Before Green Up""","""Almost no diurnal smoke issues. Very dry fuels;  complete consumption before dark.""","""Smoke rose to 1500ft and drifted southwest. There was excellent dispersal and smoke stayed high and mixed out. Later in the day we experienced a southerly component and smoke cleared from the south to the north.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2017,U.S. Forest Service,Flagstaff (COF),COF0801B,Horseshoe,700,700,700,N/A,700,(35.41612812828273; -111.66937936401371),48,300,0,0,,Both,,,"""Maintain fire line intensity""","""Settling in low lying areas in the project area and down Deadman's Wash.""",,Grass,K,,Black (Litter Type),0.5,1,3,3.25,1.5,0,0.5,0,0,0.25,1,0.06,,,,,,,,,,,,,84.35,0,84.35,42.175,42.175,42.175
5/3/2017,U.S. Forest Service,Lakeside,ASF0773B,Lakeside East Broadcast,1000,700,700,N/A,0,(34.14516049195811; -109.85278460433335),13,300,3,10,,NFDRS,6,,"""Backing Fire; Maintain fire line intensity""","""We experienced a moderate to heavy impact surrounding the burn unit overnight. The heaviest impact was experienced at Sky-Hi Retreat (immediately adjacent to the burn unit). Smoke lifted out by 0830. We do not expect this type of impact in the overnight hours of 5/4 and 5/5.""","""Smoke did not lift very well in the morning but by the middle of the afternoon the smoke was dispersing well to the south. """,Ponderosa,B,,Black (Litter Type),2,2,2,2,2,5,3,0,0,0,0,2,,,,,,,,,,,,,151.83,0,151.83,68.3235,83.5065,68.3235
11/14/2017,U.S. Forest Service,Lakeside,ASF0773B,Lakeside East Broadcast,1000,1000,700,N/A,700,(34.13471839413609; -109.83948857468647),8,360,8,10,,Measured,,,"""Burn More Frequently; Maintain fire line intensity""","""The smoke mixed with smoke from the south of our project area. Smoke moved to the NNE all day without getting a whole lot of lift (1500ft). Ended ignition early to allow for smoke dissipate.""","""Expect light impact from residual smoke to affect the area adjacent to the project overnight. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2018,U.S. Forest Service,Flagstaff (COF),COF0801B,Horseshoe,1196,1196,700,N/A,700,(35.48280384728483; -111.83180536098223),6,360,6,18,,NFDRS,,,"""Ungulates; Maintain fire line intensity""","""Smoke continued to move NE; until sunrise; when wind shifted and smoke moved SW""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2019,U.S. Forest Service,Springerville,ASF0634B,Wallow West Unit 2,700,700,700,N/A,700,(33.863034262689815; -109.42214660644532),32,30,4,7,12,Both,8,4/1/2019,"""Aerial / Mass Ignition; Burn Before Green Up; Backing Fire; Maintain fire line intensity; Concentrating Fuels; Moist Litter and Duff""","""No Column or plume was created.  mostly interior burning in isolated pockets which minimized plume development.""",,Ponderosa/Grass,C,11/1/2011,Black (Litter Type),5.66,2.15,9.2,4.5,15,8.25,3,8,1.5,1,0.5,0.5,,,,,,,,,,,,,491.4230979,0,491.4230979,49.14230979,442.2807881,49.14230979
5/9/2023,U.S. Forest Service,Springerville,ASF635B,Wallow West 3,700,700,700,N/A,700,(33.94210884946096; -109.42420654296876),6,240,10,26,,Measured,,,"""Burn More Frequently; Windrow Burning; Backing Fire; Mosaic / Jackpot Burning; Moist Litter and Duff; Burn before large activity fuels cure; High moisture in large fuels""","""Smoke rose to about 400 ft agl throughout the day. The direction that the smoke was carried was variable throughout the day. The colum stood straight up at times and then was carried to the N; NE; or NW. more smoke settled in Eagar than yesterday. The smoke sensor in the little Colorado drainage changed air quality index from good to moderate in the evening. """,,Grass,A,,Black (Litter Type),5.66,2.15,9.2,4.5,15,8.25,3,8,1.5,1,0.5,0.5,,,,,,,,,,,,,491.4230979,0,491.4230979,63.88500273,427.5380952,63.88500273
5/9/2023,U.S. Forest Service,Springerville,ASF635B,Wallow West 3,700,900,700,N/A,700,(33.94210884946096; -109.42420654296876),6,240,10,26,,Measured,,,"""Burn More Frequently; Backing Fire; Maintain fire line intensity; Mosaic / Jackpot Burning; Moist Litter and Duff; Burn before large activity fuels cure""","""Smoke rose to about 400 feet agl throughout the day. The direction that the wind carried the Smoke was variable. Column stood straight up at times and then would be carried to the north; NE or NW. more smoke settled in Eagar overnight than the previous night. The smoke sensor in the little Colorado drainage changed air quality status from good to moderate. By 0800 on the 10th; smoke had cleared out of town and air quality returned to good.""",""" """,Grass,A,,Black (Litter Type),5.66,2.15,9.2,4.5,15,8.25,3,8,1.5,1,0.5,0.5,,,,,,,,,,,,,631.8296973,140.4065994,491.4230979,127.7700055,363.6530925,268.1766049
6/12/2023,U.S. Forest Service,North Kaibab,KNF0357B,KPERP FY22-23,2600,700,700,N/A,700,(36.67519502761916; -112.18726806640626),12,6,6,12,,Both,10,,"""Pre-Burn Fuel Removal; Mechanical Processing; Aerial / Mass Ignition; Backing Fire""","""Smoke settled near the project site as expected and east of the plateau.""","""Received 1/10 of an inch of rain right after ignitions were complete. Plan to ignite remainder of unit 6/13 and 6/14.""",Ponderosa,C,,Black (Litter Type),1,3,3.5,14,5,3,0.1,0.1,0.1,0.1,0.75,1,,,,,,,,,,,,,252.2065001,0,252.2065001,25.22065001,226.98585,25.22065001
10/4/2023,U.S. Forest Service,Bradshaw,PNF2005B,Bradshaw Landscape,700,700,700,N/A,400,(34.460175392353555; -112.46862106323243),8,360,11,12,,NFDRS,,,"""Mosaic / Jackpot Burning; Under-burn before litter-fall""","""Smoke rising 500 feet agl and dispersing south 8th Hassayampa drainage """,,Ponderosa,C,,Black (Litter Type),0.5,1,1,1,1,1,0.25,0.5,0.5,0.25,1,0.25,,,,,,,,,,,,,59.045,0,59.045,0,59.045,0
1/16/2020,U.S. Forest Service,Williams,KNF0133P,South Side Piles,703,703,703,N/A,703,(35.182174725536655; -112.01517601013184),8,240,35,25,,Both,,,"""Piles""","""Smoke moved off site over night with windy conditions no impacts to I-40 or local areas.""","""We experienced light impacts to I-40 and Sherwood forest subdivision during ignitions no impacts over night to the areas due to windy conditions smoke stayed south of I-40 during the overnight hours. """,,,,,,,,,,,,,,,,,4,8,5,Ponderosa Pine,95,Other,6,Clean,8,8,5,Logs < 10 Inches,67.7692,,,47.43844,20.33076,47.43844
10/11/2017,U.S. Forest Service,Williams,KNF167B,Green Base,705,705,705,N/A,705,(35.295330389076085; -112.0805885925293),6,240,7,19,15,Both,,,"""Aerial / Mass Ignition; Backing Fire; Maintain fire line intensity""","""Smoke drifted to the north overnight with a small amount settling into the local area.""",,Ponderosa,G,,Black (Litter Type),0.5,2,3,4,2,0,1,1,0,0.25,0.25,0.1,,,,,,,,,,,,,116.8096875,0,116.8096875,11.68096875,105.1287187,11.68096875
11/2/2016,U.S. Forest Service,Verde,PNF1401B,Chino 3 - Little Coyote; Narrow Gauge; Woodchute,800,712,712,N/A,712,(34.76489008183206; -112.21388637542725),8,360,16,11,,NFDRS,,,"""Aerial / Mass Ignition""","""Light smoke off the burn mixed with moderate smoke coming from the Coconino and traveled into Chino Valley overnight with clearing by late morning.""",,Shrub/Brush (Chap.; Oak; Sage),A,,Black (Litter Type),4,3,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,77.2164,0,77.2164,7.72164,69.49476,7.72164
11/13/2019,U.S. Forest Service,Mogollon ,COF0731B,Victorine,1000,1000,720,N/A,720,(34.52697639319423; -111.10861901092528),5,3,6,27,,Both,6,,"""Burn More Frequently; Burn Before Green Up; Backing Fire; Maintain fire line intensity; Isolating Fuels; Concentrating Fuels""","""Winds tonight are light with North transport winds predicted. Smoke will mostly drain into Leonard Canyon and off the Mogollon rim to the south. Little to no impact expected to HW 87 and local communities. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2019,U.S. Forest Service,Williams,KNF167B,Green Base,1172,1172,721,N/A,721,(35.28145856931711; -112.15251470947265),12,90,10,10,,Measured,10,,"""Aerial / Mass Ignition""","""Due to ignitions being completed prior to 1400 and dry fuel moisture; smoke production was minimal in the afternoon and evening hours. Light smoke was present 4 miles NE of the unit.""","""No impacts to Highway 64 throughout the night. Very light smoke near Junipine Estates.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2019,U.S. Forest Service,Red Rock,COF0608B,Upper Beaver Creek (UBC) Red Rock,733,932,733,N/A,932,(34.70922146546576; -111.53682833862308),12,400,6,10,,NFDRS,,,"""Ungulates; Burn More Frequently""","""Smoke stayed very low due to higher surface winds in the 10 mph range; rising no more than 500-1000 feet; but dispersed to the northeast extremely well. By 1700 on scene smoke was very light; and very minimal smoke impacts down drainage into the verde valley and I-17 corridor.""","""Excellent day of burning; great consumption.""",Ponderosa/Grass,C,,Black (Litter Type),0.5,0.5,1,1,0.5,0,0,0,0,0,0,0,,,,,,,,,,,,,39.3071,8.392825,30.914275,25.65884825,5.25542675,34.05167325
11/15/2017,U.S. Forest Service,Black Mesa,ASF0204B,Nagel,930,751,740,N/A,10,(34.49449143416097; -110.92936279296873),12,480,4,10,,NFDRS,,,"""Backing Fire; Maintain fire line intensity; Mosaic / Jackpot Burning""","""Smoke traveled to the northeast and settled in West Chevelon Canyon.""",,Ponderosa,C,,Black (Litter Type),0.3,1,2,3,3,3,2,1,0,1,3,3,,,,,,,,,,,,,147.5076651,2.160565002,145.3471001,65.40619505,79.94090506,67.56676005
3/9/2017,U.S. Forest Service,Safford,CNF411B,Paddy's River (Galiuro Firescape) ,2000,1000,750,N/A,5,(32.60034791205093; -110.25404364013673),14,360,6,10,,Measured,0,,"""Aerial / Mass Ignition; Burn Before Green Up""","""Multiple plumes throughout the day with the top of the smoke reaching approximately 15;000; dispersal to the NNE; light smoke traveling east over Mt Graham but not into the Gila Valley; and a significant amount of smoke went SE through the Stockton Pass area between Mt Graham and the Greasewood Mountains.
""","""Ignitions complete around 1700 hours however some areas continued to burn actively until at least 1900 hours when we pulled off the burn.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2017,U.S. Forest Service,Flagstaff (COF),COF804B,Bar M,750,750,750,N/A,750,(34.854658231716705; -111.51633632201702),8,480,4,6,,Measured,30,10/18/2017,"""Backing Fire; Maintain fire line intensity; Concentrating Fuels""","""Smoke continued to lift through the night and moved NE""","""No impacts to FH3 or I-17

Plan to continue tonight and complete ignitions tomorrow AM.  """,Ponderosa/Grass,C,,Black (Litter Type),0.5,1,2,3,1,0,0.5,0.1,0,0.1,1.5,0.5,,,,,,,,,,,,,74.10750003,0,74.10750003,33.34837501,40.75912501,33.34837501
10/18/2017,U.S. Forest Service,Flagstaff (COF),COF804B,Bar M,750,750,750,N/A,750,(34.854658231716705; -111.51633632201702),8,480,4,6,,Measured,30,,"""Backing Fire; Maintain fire line intensity; Isolating Fuels; Mosaic / Jackpot Burning""","""Smoke continued to lift during night burning and did not drain SW; Smoke column continued to move NE with some settling south of Mormon Lake.""","""Night burning was very effective; even with cloud cover the heat of the burn pushed through the inversion layer and smoke lifted and hit transport winds.""",Ponderosa/Grass,C,,Black (Litter Type),0.5,1,2,3,1,0,0.5,0.1,0,0.1,1.5,0.5,,,,,,,,,,,,,74.10750003,0,74.10750003,7.410750003,66.69675002,7.410750003
10/19/2017,U.S. Forest Service,Flagstaff (COF),COF804B,Bar M,750,750,750,N/A,750,(34.854658231716705; -111.51633632201702),8,480,4,6,,Measured,30,,"""Backing Fire; Maintain fire line intensity; Isolating Fuels; Concentrating Fuels; Mosaic / Jackpot Burning""","""Minimal impacts to FH3 near Mormon lake; no smoke concerns along I-17 (Rattlesnake Canyon).  Night operations were very successful and daytime ventilation continued to allow smoke to disperse and move NE.  """,,Ponderosa/Grass,C,,Black (Litter Type),0.5,1,2,3,1,0,0.5,0.1,0,0.1,1.5,0.5,,,,,,,,,,,,,74.10750003,0,74.10750003,7.410750003,66.69675002,7.410750003
11/9/2017,U.S. Forest Service,Black Mesa,ASF206B,Rim Lakes Broadcast,750,750,750,N/A,10,(34.368567059399616; -110.95627552317268),10,300,13,10,,NFDRS,,,"""Backing Fire; Isolating Fuels; Mosaic / Jackpot Burning""","""Smoke traveled mainly to the north-northeast as winds were blowing from the southwest primarily.  Smoke settled into Alder; Deer Lake; and Chevelon Canyons""","""The Ponderosa Pine fuel type intermixed with grass and Gambel oak burned very well at the lower end of moderate; while the mixed conifer areas burned very low and we decided not to burn through these areas.""",Ponderosa/Grass,C,,Black (Litter Type),0.05,1.17,0.69,0,6,0,8.63,0.01,3,2,0.2,0.275,,,,,,,,,,,,,194.7581256,0,194.7581256,19.47581256,175.2823131,19.47581256
11/12/2021,U.S. Forest Service,Bradshaw,PNF2005B,Bradshaw Landscape,750,750,750,N/A,750,(34.44746925842473; -112.4529659576416),12,360,10,13,,NFDRS,,,"""Backing Fire""","""2500 FT AGL headed to the west""",,Ponderosa,C,,Black (Litter Type),0.5,1,1,1,1,1,0.25,0.5,0.5,0.25,1,0.25,,,,,,,,,,,,,63.2625,0,63.2625,28.468125,34.794375,28.468125
11/13/2021,U.S. Forest Service,Bradshaw,PNF2005B,Bradshaw Landscape,750,750,750,N/A,750,(34.44637216338441; -112.45494006347656),12,360,5,11,,NFDRS,,,"""Aerial / Mass Ignition""","""7000 FT AGL heading to the southeast""",,Ponderosa,C,,Black (Litter Type),0.5,1,1,1,1,1,0.25,0.5,0.5,0.25,1,0.25,,,,,,,,,,,,,63.2625,0,63.2625,6.32625,56.93625,6.32625
4/1/2023,U.S. Forest Service,Clifton,ASF324B,Mesa Re-entry Block B,750,1000,750,N/A,1000,(33.301; -109.37),13,585,10,18,11,Measured,1,3/31/2023,"""Burn More Frequently; Burn Before Green Up; Backing Fire; Maintain fire line intensity; Moist Litter and Duff; Burn before large activity fuels cure; High moisture in large fuels""","""Down slope; down valley.  Very little and very light smoke settled in local area drainages""",,Grass,A,,Black (Litter Type),1,0.4,0.3,0,0,0,0.1,0.1,0.1,1,0,0,,,,,,,,,,,,,36.15000027,9.037500067,27.1125002,12.47175009,14.64075011,21.50925016
10/31/2023,U.S. Forest Service,Flagstaff (COF),COF802B,Flagstaff WUI,1108,1008,750,N/A,1008,(35.13425932745485; -111.63898162841798),6,2,11,14,7,Both,,,"""Pre-Burn Fuel Removal; Burn More Frequently; Backing Fire; Maintain fire line intensity""","""Smoke did not lift very well due to high winds aloft.  Maybe 1000 feet of lift before it moved off towards the west and southwest crossing I17 and 89A to the west.  East winds disappeared overnight causing the smoke to heavily impact FH3 in the immediate area of the burn.  The smoke funneled north into Walnut Canyon and into the south and east part of Flagstaff and Doney Park with very light impacts to I40 and I17.""",,Ponderosa,C,,Black (Litter Type),0.2,0.5,1.25,3.5,10,3,0.5,0.5,1,1.7,0.75,1.25,,,,,,,,,,,,,269.0427606,68.86213516,200.1806255,90.08128146,110.099344,158.9434166
11/1/2023,U.S. Forest Service,Mogollon ,COF0734B,Upper Beaver Creek,1100,800,750,N/A,800,(34.735; -111.407),8,180,8,13,,Both,,,"""Ungulates; Burn More Frequently""","""Smoke rose and drifted to the west initially; then shifted to a more northwest direction.  Smoke settled in Low lying areas around the burn and the FH3 Corridor.  Smoke drained to the southern end of the verde valley.""","""Reduced acres to burn to lessen impacts overnight to receptive communities in the Verde Valley.  Moderate impacts to the Verde Valley overnight.""",Ponderosa,A,,Red (Rotten Log Type),0.25,0.25,1,2,3,4,1,2,0,0,6,1,,,,,,,,,,,,,130.14,8.13375,122.00625,101.2651875,20.7410625,109.3989375
3/25/2016,U.S. Forest Service,Clifton,ASF314,Mesa Re-Entry Block C,1500,1500,751,N/A,751,(33.33098933215698; -109.35331039428712),10,330,13,15,25,Both,15,,"""Aerial / Mass Ignition; Backing Fire; Burn Before Green Up; Burn More Frequently; Maintain fire line intensity; Mosaic / Jackpot Burning; Other""","""Minimal light smoke settled into local area drainages.  Majority of smoke blew out of the area to the northeast.""","""""",Grass,A,,Black (Litter Type),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
