BurnID,BurnName,Burn Type,Latitude,Longitude,AgencyOrCompany,TotalArea,TotalPileVolume,Burned?,Date1,Date2,Date3,Date4,Date5,Date6,Date7,LAT_PERMIT,LON_PERMIT
959,Double D Ranch Piles 2012,SMP-II,43.93694444,-109.2183333,USDA-USFS-Shoshone NF-Cody RD,2,37043,Burned,1-Dec-11,,,,,,,43.93694444,-109.2183333
956,Wood River Campground Piles 2012,SMP-II,43.93166667,-109.1316667,USDA-USFS-Shoshone NF-Cody RD,2,25400,Burned,30-Nov-11,,,,,,,43.93166667,-109.1316667
1404,Martin Falxa Ranch,SMP-II,43.93151001,-107.1428487,Ecosystem Enhancement,300,,,,,,,,,,43.93151001,-107.1428487
801,Martin Falxa Ranch,SMP-II,43.93151001,-107.1428487,"Fire Trax, LLC",300,,,,,,,,,,43.93151001,-107.1428487
3358,Wood River,SMP-II,43.93,-109.16,USDI-BLM-Rawlins Field Office,1573,,,,,,,,,,43.93,-109.16
3434,Wood River,SMP-II,43.93,-109.16,USDA-USFS-Shoshone NF-Wapiti RD,1573,,,,,,,,,,43.93,-109.16
3593,Wood River,SMP-II,43.93,-109.16,USDA-USFS-Shoshone NF-Wapiti RD,1573,,,,,,,,,,43.93,-109.16
3767,Wood River,SMP-II,43.93,-109.16,,1573,,,,,,,,,,43.93,-109.16
1950,Absaroka Front Slash Pile Buns,SMP-II,43.92,-108.97,USDI-BLM-Worland Field Office,5,3000,,,,,,,,,43.92,-108.97
3128,Absoraka Front Slash Pile Burns,SMP-II,43.92,-108.97,USDI-NPS-Grand Teton NP,5,3000,,,,,,,,,43.92,-108.97
3138,Jackpine Loop Pile Burning,SMP-II,43.92,-111,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,46,90500,Burned,6/12/2017,9/22/2016,9/27/2017,9/28/2017,10/4/2017,10/10/2017,10/11/2017,43.92,-111
1577,Absaroka Front Slash Pile Burns - Deer Creek,SMP-II,43.91736389,-108.9709278,USDI-BLM-Worland Field Office,5,3000,,,,,,,,,43.91736389,-108.9709278
1044,Absaroka Front Slash Pile Burns - Deer Creek,SMP-II,43.91736389,-108.9709278,USDI-BLM-Worland Field Office,12,72000,,,,,,,,,43.91736389,-108.9709278
1059,Absaroka Front Slash Pile Burns - Deer Creek,SMP-II,43.91736389,-108.9709278,USDI-BLM-Worland Field Office,12,72000,,,,,,,,,43.91736389,-108.9709278
1358,Absaroka Front Slash Pile Burns - Deer Creek,SMP-II,43.91736389,-108.9709278,USDI-BLM-Worland Field Office,5,3000,,,,,,,,,43.91736389,-108.9709278
3221,Spring Run Piles,SMP-II,43.9,-106.97,Wyoming State Forestry Division,,69940,Burned,11/13/2017,11/14/2017,,,,,,43.9,-106.97
720,Matilda,SMP-II,43.879125,-110.5004611,USDI-NPS-Grand Teton NP,371,,,,,,,,,,43.879125,-110.5004611
1668,Kirwin,SMP-II,43.876377,-109.293631,,2,18000,,,,,,,,,43.876377,-109.293631
1186,Matilda,SMP-II,43.87,-110.5016667,USDI-NPS-Grand Teton NP,335,,,,,,,,,,43.87,-110.5016667
1440,Matilda,SMP-II,43.87,-110.5016667,USDI-NPS-Grand Teton NP,335,,,,,,,,,,43.87,-110.5016667
1631,Matilda,SMP-II,43.87,-110.5016667,USDI-NPS-Grand Teton NP,335,,,,,,,,,,43.87,-110.5016667
1820,Matilda,SMP-II,43.87,-110.5,USDI-NPS-Grand Teton NP,185,,Burned,9/26/2015,9/27/2015,,,,,,43.87,-110.5
3412,Meeteetse Area Piles,SMP-II,43.87,-109.02,,,,,,,,,,,,43.87,-109.02
3413,North Fork Area Piles,SMP-II,43.87,-109.02,,,5358,,,,,,,,,43.87,-109.02
3414,South Fork Area Piles,SMP-II,43.87,-109.02,,,1590950,,,,,,,,,43.87,-109.02
3436,Meeteetse,SMP-II,43.87,-109.02,USDA-USFS-Shoshone NF-Wapiti RD,,2391100,Burned,12/16/2019,,,,,,,43.87,-109.02
3595,Meeteetse,SMP-II,43.87,-109.02,USDA-USFS-Shoshone NF-Wapiti RD,,2391100,,,,,,,,,43.87,-109.02
3769,Meeteetse Area Piles,SMP-II,43.87,-109.02,,,2391100,,,,,,,,,43.87,-109.02
744,Newcastle Fire Defense Zone (NFDZ),SMP-II,43.866855,-104.2168731,USDI-BLM-WY High Plains District (Newcastle Field Office),24,144960,Burned,16-Feb-11,,,,,,,43.866855,-104.2168731
562,Turpin Meadows,SMP-II,43.8644639,-110.2678646,USDA-USFS-Bridger-Teton NF-Jackson RD,96,240000,,,,,,,,,43.8644639,-110.2678646
3846,Coosberry,SMP-II,43.86,-109.01,,2306,,,,,,,,,,43.86,-109.01
1897,Twin Lakes TS,SMP-II,43.86,-109.01,USDA-USFS-Shoshone NF,30,1825150,,,,,,,,,43.86,-109.01
1970,Twin Lakes TS,SMP-II,43.86,-109.01,USDA-USFS-Shoshone NF-Wapiti RD,30,1825150,Burned,1/26/2016,,,,,,,43.86,-109.01
733,Heart 6,SMP-II,43.85318056,-110.3998533,USDA-USFS-Bridger-Teton NF-Moran RD,1072,,,,,,,,,,43.85318056,-110.3998533
530,"River Tract Rx-Kubiak, Rail Road and Eggert Tracts",SMP-II,43.853075,-108.1572719,USDI-BLM-Worland Field Office,20,600,,,,,,,,,43.853075,-108.1572719
1316,Cottonwood-North Piles 2013,SMP-II,43.85083333,-109.0041667,USDA-USFS-Shoshone NF-Wapiti RD,2,31200,,,,,,,,,43.85083333,-109.0041667
1505,Cottonwood-North Piles 2014,SMP-II,43.85083333,-109.0041667,USDA-USFS-Shoshone NF-Wapiti RD,2,31200,Burned,7-Jan-14,,,,,,,43.85083333,-109.0041667
1742,Heart Six Prescribed Burn,SMP-II,43.85,-110.43,USDA-USFS-Bridger-Teton NF-Jackson RD,1000,,,,,,,,,,43.85,-110.43
734,Lava Creek,SMP-II,43.84283194,-110.4616483,USDA-USFS-Bridger-Teton NF-Moran RD,322,,,,,,,,,,43.84283194,-110.4616483
735,Lower Gros Ventre Prescribed Burn,SMP-II,43.84283194,-110.5503992,USDA-USFS-Bridger-Teton NF-Moran RD,1100,,,,,,,,,,43.84283194,-110.5503992
1097,Lava Creek,SMP-II,43.84283194,-110.4616483,USDA-USFS-Bridger-Teton NF-Moran RD,322,,Burned,9-Apr-12,10-Apr-12,,,,,,43.84283194,-110.4616483
1098,Lower Gros Ventre Prescribed Burn,SMP-II,43.84283194,-110.5503992,USDA-USFS-Bridger-Teton NF-Moran RD,1100,,Burned,9-Apr-12,,,,,,,43.84283194,-110.5503992
1349,Lava Creek,SMP-II,43.84283194,-110.4616483,USDA-USFS-Bridger-Teton NF-Moran RD,110,,,,,,,,,,43.84283194,-110.4616483
1103,Gambels Basin Prescribed Burn,SMP-II,43.831389,-108.964722,USDI-BLM-Worland Field Office,450,,,,,,,,,,43.831389,-108.964722
1891,Cottonwood TS,SMP-II,43.83,-109,USDA-USFS-Shoshone NF,1,18000,,,,,,,,,43.83,-109
1965,Cottonwood TS,SMP-II,43.83,-109,USDA-USFS-Shoshone NF-Wapiti RD,1,18000,Burned,12/13/2016,,,,,,,43.83,-109
1669,Cottonwood TS,SMP-II,43.827989,-109.003553,,22,2948650,Burned,25-Nov-14,16-Dec-14,,,,,,43.827989,-109.003553
1555,NE Quad,SMP-II,43.82155556,-110.3638889,USDA-USFS-Bridger-Teton NF-Big Piney RD,100,,Burned,26-Sep-14,,,,,,,43.82155556,-110.3638889
1351,NE Quad,SMP-II,43.82155556,-110.3638889,USDA-USFS-Bridger-Teton NF-Moran RD,100,,,,,,,,,,43.82155556,-110.3638889
3615,Upper Pastures RX,SMP-II,43.82,-108.88,Wind River Bighorn Basin District BLM,800,,,,,,,,,,43.82,-108.88
3787,Upper Pastures RX,SMP-II,43.8,-108.9,,4990,,,,,,,,,,43.8,-108.9
528,Crooked Creek,SMP-II,43.77986944,-107.261275,USDI-BLM-Worland Field Office,150,,,,,,,,,,43.77986944,-107.261275
883,Dry Quad,SMP-II,43.77444444,-110.5322222,USDA-USFS-Bridger-Teton NF-Moran RD,143,,Burned,6-Oct-11,,,,,,,43.77444444,-110.5322222
1096,Dry Quad,SMP-II,43.77444444,-110.5322222,USDA-USFS-Bridger-Teton NF-Moran RD,143,,,,,,,,,,43.77444444,-110.5322222
1348,Dry Quad,SMP-II,43.77444444,-110.5322222,USDA-USFS-Bridger-Teton NF-Moran RD,72,,,,,,,,,,43.77444444,-110.5322222
3856,Dry Quad,SMP-II,43.77,-110.52,,75,,Burned,5/29/2021,6/2/2021,,,,,,43.77,-110.52
3688,Dry Quad,SMP-II,43.77,-110.52,,75,,,,,,,,,,43.77,-110.52
1219,Pile Burning,SMP-II,43.75579167,-110.9141944,USDA-USFS-Bridger-Teton NF-Moran RD,5,,Burned,6-Nov-12,,,,,,,43.75579167,-110.9141944
3844,Teton Canyon Broadcast,SMP-II,43.75,-110.97,,293,,Burned,4/12/2021,4/12/2021,,,,,,43.75,-110.97
3842,Teton Canyon Braodcast,SMP-II,43.75,-110.97,,198,,Burned,4/2/2021,4/2/2021,4/22/2021,,,,,43.75,-110.97
3843,Teton Canyon Pile,SMP-II,43.75,-110.97,,174,7900,Burned,5/5/2021,5/11/2021,5/12/2021,5/13/2021,5/21/2021,5/24/2021,5/28/2021,43.75,-110.97
2062,Treasure Mountain Boy Scout Camp Pile Burning,SMP-II,43.75,-110.95,USDA-USFS-Bridger-Teton NF,14,50400,Burned,9/23/2016,9/24/2016,,,,,,43.75,-110.95
3659,Teton Canyon Broadcast,SMP-II,43.75,-110.97,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,198,,,,,,,,,,43.75,-110.97
3660,Teton Canyon Pile,SMP-II,43.75,-110.97,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,110,7900,,,,,,,,,43.75,-110.97
1841,Brooks Lake,SMP-II,43.73,-109.98,USDA-USFS-Shoshone NF,354,2600,Burned,11/9/2015,11/10/2015,11/12/2015,11/19/2015,11/20/2015,11/23/2015,11/30/2015,43.73,-109.98
3056,Vista,SMP-II,43.73,-109.98,,5,785,,,,,,,,,43.73,-109.98
3068,Vista,SMP-II,43.73,-109.98,USDA Forest Service Shoshone,5,785,,,,,,,,,43.73,-109.98
3107,Brooks Lake Hand,SMP-II,43.73,-109.98,USDA-USFS-Shoshone NF-Wind River RD,10,601,,,,,,,,,43.73,-109.98
3109,Vista Hand Piles,SMP-II,43.73,-109.98,USDA-USFS-Shoshone NF-Wind River RD,72,601,,,,,,,,,43.73,-109.98
1696,Brooks Lake,SMP-II,43.7296778,-109.9810472,USDA-USFS-Shoshone NF-Wind River RD,,,Burned,10-Dec-14,,,,,,,43.7296778,-109.9810472
818,Hill Creek,SMP-II,43.72025556,-111.0061556,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,300,,Burned,4-Oct-11,,,,,,,43.72025556,-111.0061556
635,Hill Creek Rx-Rapid Creek Unit,SMP-II,43.71070833,-111.0117389,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,1624,,,,,,,,,,43.71070833,-111.0117389
1944,"Wiggins Fork 4,5,7",SMP-II,43.71,-109.58,USDA-USFS-Shoshone NF,638,,,,,,,,,,43.71,-109.58
3057,Wiggens Boggy,SMP-II,43.71,-109.59,USDA Forst Service,5,23560,,,,,,,,,43.71,-109.59
3069,Wiggens Boggy,SMP-II,43.71,-109.59,USDA Forest Service,5,23560,,,,,,,,,43.71,-109.59
3102,Wiggins Fork 5,SMP-II,43.71,-109.58,USDA-USFS-Shoshone NF-Wind River RD,347,,,,,,,,,,43.71,-109.58
675,Hill Creek Rx-Rapid Creek Unit,SMP-II,43.70877778,-111.0163889,USDA-USFS-Caribou-Targhee NF-Palisades RD,1000,,Burned,8-Sep-10,23-Sep-10,24-Sep-10,25-Sep-10,26-Sep-10,27-Sep-10,,43.70877778,-111.0163889
605,Hill Creek Rx-Rapid Creek Unit-Blacklining,SMP-II,43.70877778,-111.0163889,USDA-USFS-Caribou-Targhee NF-Palisades RD,300,,,,,,,,,,43.70877778,-111.0163889
779,"Wiggins Fork 4-5, 7",SMP-II,43.70715,-109.5819056,USDA-USFS-Shoshone NF-Dubois RD,638,,,,,,,,,,43.70715,-109.5819056
1052,"Wiggins Fork 4-5, 7",SMP-II,43.70715,-109.5819056,USDA-USFS-Shoshone NF-Dubois RD,638,,,,,,,,,,43.70715,-109.5819056
1376,"Wiggins Fork 4, 5, 7",SMP-II,43.70715,-109.5819056,USDA-USFS-Shoshone NF-Wind River RD,638,,,,,,,,,,43.70715,-109.5819056
1512,"Wiggins Fork 4, 5, 7",SMP-II,43.70715,-109.5819056,USDA-USFS-Shoshone NF-Wind River RD,638,,,,,,,,,,43.70715,-109.5819056
3871,Grouse Mountain,SMP-II,43.7,-110.25,,200,,,,,,,,,,43.7,-110.25
3784,Wiggins Fork R5,SMP-II,43.7,-109.58,,397,,,,,,,,,,43.7,-109.58
3682,Grouse Mountain,SMP-II,43.7,-110.25,,200,,,,,,,,,,43.7,-110.25
3278,Wiggins Fork R5,SMP-II,43.7,-109.58,USDA-USFS-Shoshone NF-Washakie RD,397,,,,,,,,,,43.7,-109.58
3454,Wiggins Fork R5,SMP-II,43.7,-109.58,USDA-USFS-Shoshone NF-Washakie RD,397,,,,,,,,,,43.7,-109.58
1241,UWF8_FB2,SMP-II,43.69870278,-109.9756083,USDA-USFS-Shoshone NF-Dubois RD,74,,Burned,29-Oct-12,,,,,,,43.69870278,-109.9756083
722,Shadow Mountain,SMP-II,43.69583333,-110.6285972,USDI-NPS-Grand Teton NP,46,,Burned,21-Sep-11,,,,,,,43.69583333,-110.6285972
555,Hill Creek Rx-Darby Unit,SMP-II,43.69583333,-111.0208333,USDA-USFS-Caribou-Targhee NF-Driggs RD,1000,,,,,,,,,,43.69583333,-111.0208333
1609,Hill Creek Prescribed Fire,SMP-II,43.69166667,-111.0083333,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,2051,,Burned,29-Oct-14,30-Oct-14,,,,,,43.69166667,-111.0083333
1077,Hill Creek Prescribed Fire,SMP-II,43.69166667,-111.0083333,USDA-USFS-Bridger-Teton NF-Driggs RD,2051,,,,,,,,,,43.69166667,-111.0083333
1324,Hill Creek Prescribed Fire,SMP-II,43.69166667,-111.0083333,USDA-USFS-Caribou-Targhee NF-Driggs RD,2051,,,,,,,,,,43.69166667,-111.0083333
3841,Hill Creek,SMP-II,43.69,-111.01,,,,,,,,,,,,43.69,-111.01
1746,Hill Creek Prescribed Fire,SMP-II,43.69,-111.01,USDA-USFS-Caribou-Targhee NF-Ashton/Island Park RD,2051,,Burned,9/30/2015,10/1/2015,,,,,,43.69,-111.01
1838,Upper Wind FT 8,SMP-II,43.69,-109.96,USDA-USFS-Shoshone NF-Wind River RD,12,11300,,,,,,,,,43.69,-109.96
1937,Upper Wind FT 8,SMP-II,43.69,-109.96,USDA-USFS-Shoshone NF-Wind River RD,12,,Burned,1/12/2016,1/13/2016,1/14/2016,1/19/2016,1/20/2016,1/21/2016,,43.69,-109.96
1998,Hill Creek Prescribed Fire,SMP-II,43.69,-111.01,USDA-USFS-Caribou-Targhee NF-Ashton/Island Park RD,1714,,,,,,,,,,43.69,-111.01
3140,Hill Creek Prescribed Fire,SMP-II,43.69,-111.01,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,1714,,,,,,,,,,43.69,-111.01
3318,Hill Creek Prescribed Fire,SMP-II,43.69,-111.01,USDA-USFS-Bridger-Teton NF-Big Piney RD,1714,,,,,,,,,,43.69,-111.01
3500,Hill Creek Prescribed Fire,SMP-II,43.69,-110.01,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,1714,,,,,,,,,,43.69,-110.01
3657,Hill Creek Prescribed Fire,SMP-II,43.69,-111.01,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,1714,,,,,,,,,,43.69,-111.01
1222,Fuel Reduction Piles,SMP-II,43.68611111,-110.7380556,USDI-NPS-Grand Teton NP,100,,Burned,20-Nov-12,27-Nov-12,28-Nov-12,29-Nov-12,3-Dec-12,8-Jan-13,,43.68611111,-110.7380556
719,Fuel Reduction Piles,SMP-II,43.68478611,-110.7377833,USDI-NPS-Grand Teton NP,155,,Burned,11-Oct-11,25-Oct-11,31-Oct-11,14-Nov-11,17-Nov-11,22-Nov-11,30-Nov-11,43.68478611,-110.7377833
1697,Pelham Decks,SMP-II,43.6810389,-109.9868667,USDA-USFS-Shoshone NF-Wind River RD,158,,Burned,10-Dec-14,,,,,,,43.6810389,-109.9868667
1943,"Wiggins Fork Units, R.A.T.",SMP-II,43.68,-109.6,USDA-USFS-Shoshone NF,429,,,,,,,,,,43.68,-109.6
3105,"Wiggins Fort Units, R.A.T.",SMP-II,43.68,-109.6,USDA-USFS-Shoshone NF-Wind River RD,429,,,,,,,,,,43.68,-109.6
3108,Long Creek Hand,SMP-II,43.68,-109.87,USDA-USFS-Shoshone NF-Wind River RD,61,601,,,,,,,,,43.68,-109.87
3269,Long Creek,SMP-II,43.68,-109.87,USDA-USFS-Shoshone NF-Washakie RD,50,16153,Burned,11/15/2018,,,,,,,43.68,-109.87
3279,Wiggins Fork R A. T,SMP-II,43.68,-109.6,USDA-USFS-Shoshone NF-Washakie RD,458,,,,,,,,,,43.68,-109.6
3455,Wiggins Fork R.A.T,SMP-II,43.68,-109.6,USDA-USFS-Shoshone NF-Washakie RD,458,,,,,,,,,,43.68,-109.6
3632,Wiggins Fork R.A.T,SMP-II,43.68,-109.6,USDA-USFS-Shoshone NF-Wind River RD,548,,,,,,,,,,43.68,-109.6
777,"Wiggins Fork Unita A3, 4, 6, 10, 12-23, R1-3, T2, 5-6, 8-10",SMP-II,43.67832222,-109.6030472,USDA-USFS-Shoshone NF-Dubois RD,1077,,,,,,,,,,43.67832222,-109.6030472
1050,"Wiggins Fork Units A3, 4, 6, 10, 12-23, R1-3, T2, 5-6, 8-10",SMP-II,43.67832222,-109.6030472,USDA-USFS-Shoshone NF-Dubois RD,1077,,Burned,10-Apr-12,11-Apr-12,,,,,,43.67832222,-109.6030472
667,"Wiggins Fork Units A3, 4, 6, 10, 12-23, R1-3, T2, 5, 6, 8-10",SMP-II,43.67832222,-109.6030472,USDA-USFS-Shoshone NF-Dubois RD,1077,,,,,,,,,,43.67832222,-109.6030472
1373,"Wiggins Fork Units, R. A. T.",SMP-II,43.67832222,-109.6030472,USDA-USFS-Shoshone NF-Wind River RD,429,,,,,,,,,,43.67832222,-109.6030472
1524,"Wiggins Fork Units, R.A.T.",SMP-II,43.67832222,-109.6030472,USDA-USFS-Shoshone NF-Wind River RD,429,,,,,,,,,,43.67832222,-109.6030472
724,Hunter Ranch 2011,SMP-II,43.675,-110.6291667,USDI-NPS-Grand Teton NP,271,,Burned,15-Sep-11,,,,,,,43.675,-110.6291667
554,Hunter Ranch,SMP-II,43.675,-110.6291667,USDI-NPS-Grand Teton NP,271,,,,,,,,,,43.675,-110.6291667
1608,Caribou-Targhee Pile Burning,SMP-II,43.67296667,-110.9955828,USDA-USFS-Caribou-Targhee NF-Teton Basin RD,5,3280,Burned,18-Jun-14,20-Oct-14,28-Oct-14,,,,,43.67296667,-110.9955828
1747,Pile Burning,SMP-II,43.67,-111,USDA-USFS-Caribou-Targhee NF-Ashton/Island Park RD,12,40320,Burned,9/16/2015,9/17/2015,9/21/2015,,,,,43.67,-111
1999,Pile Burning,SMP-II,43.67,-111,USDA-USFS-Caribou-Targhee NF-Ashton/Island Park RD,11,40320,Burned,9/27/2016,,,,,,,43.67,-111
3416,Spring Mountain,SMP-II,43.67,-109.61,,20,6264,,,,,,,,,43.67,-109.61
3450,Long Creek,SMP-II,43.67,-109.9,USDA-USFS-Shoshone NF-Washakie RD,219,42764,,,,,,,,,43.67,-109.9
3637,Long Creek,SMP-II,43.67,-109.9,USDA-USFS-Shoshone NF-Wind River RD,219,42764,Burned,11/17/2020,11/18/2020,11/19/2020,12/1/2020,,,,43.67,-109.9
1525,Burroughs Piles,SMP-II,43.66890833,-109.6419528,USDA-USFS-Shoshone NF-Wind River RD,300,,,,,,,,,,43.66890833,-109.6419528
663,Elbo East,SMP-II,43.66111111,-110.5897222,USDI-NPS-Grand Teton NP,311,,,,,,,,,,43.66111111,-110.5897222
3782,UW T-11,SMP-II,43.66,-109.96,,,24321,,,,,,,,,43.66,-109.96
3785,Upper Wind FT-6,SMP-II,43.66,-109.94,,419,,,,,,,,,,43.66,-109.94
1941,Upper Wind River Unit FT10-13,SMP-II,43.66,-109.92,USDA-USFS-Shoshone NF,132,,,,,,,,,,43.66,-109.92
1942,Upper Wind River Unit FT-6,SMP-II,43.66,-109.94,USDA-USFS-Shoshone NF,329,,,,,,,,,,43.66,-109.94
2453,"Upper Wind FT 12,13",SMP-II,43.66,-109.92,USDA-USFS-Shoshone NF-Washakie RD,70,21382,,,,,,,,,43.66,-109.92
3055,UW T-11,SMP-II,43.66,-109.96,USDA Forest Service,20,121,,,,,,,,,43.66,-109.96
3067,UW T-11,SMP-II,43.66,-109.96,USDA Forest Service,20,121,,,,,,,,,43.66,-109.96
3103,Upper Wind River Unit FT10-13,SMP-II,43.66,-109.92,USDA-USFS-Shoshone NF-Wind River RD,132,,,,,,,,,,43.66,-109.92
3104,Upper Wind River Unit FT-6,SMP-II,43.66,-109.94,USDA-USFS-Shoshone NF-Wind River RD,329,,,,,,,,,,43.66,-109.94
3273,Upper Wind T-11 Piles,SMP-II,43.66,-109.96,USDA-USFS-Shoshone NF-Washakie RD,20,24321,,,,,,,,,43.66,-109.96
3276,Upper Wind Unit FT-6,SMP-II,43.66,-109.94,USDA-USFS-Shoshone NF-Washakie RD,419,,,,,,,,,,43.66,-109.94
3277,Upper Wind Units FT10-13,SMP-II,43.66,-109.92,USDA-USFS-Shoshone NF-Washakie RD,132,,,,,,,,,,43.66,-109.92
3417,Skywalker,SMP-II,43.66,-109.67,,15,3355,Burned,12/4/2018,,,,,,,43.66,-109.67
3451,Upper Wind Unit FT-6,SMP-II,43.66,-109.94,USDA-USFS-Shoshone NF-Washakie RD,419,,,,,,,,,,43.66,-109.94
3452,Upper Wind Units FT10-13,SMP-II,43.66,-109.92,USDA-USFS-Shoshone NF-Washakie RD,132,,,,,,,,,,43.66,-109.92
3453,Upper Wint T-11 Piles,SMP-II,43.66,-109.96,USDA-USFS-Shoshone NF-Washakie RD,20,24321,,,,,,,,,43.66,-109.96
3456,Upper Wind FT 12,SMP-II,43.66,-109.92,USDA-USFS-Shoshone NF-Washakie RD,70,21382,,,,,,,,,43.66,-109.92
3634,Upper Wint T-11 Piles,SMP-II,43.66,-109.96,USDA-USFS-Shoshone NF-Wind River RD,20,24321,,,,,,,,,43.66,-109.96
3635,Upper Wind Unit FT-6,SMP-II,43.66,-109.94,USDA-USFS-Shoshone NF-Wind River RD,419,,,,,,,,,,43.66,-109.94
3636,"Upper Wind FT 12, 13",SMP-II,43.66,-109.92,USDA-USFS-Shoshone NF-Wind River RD,70,21382,Burned,11/11/2020,11/13/2020,11/14/2020,,,,,43.66,-109.92
3638,Upper Wind Units FT10,SMP-II,43.66,-109.92,USDA-USFS-Shoshone NF-Wind River RD,,,,,,,,,,,43.66,-109.92
725,Elbo West,SMP-II,43.65888889,-110.605,USDI-NPS-Grand Teton NP,182,,,,,,,,,,43.65888889,-110.605
636,Elbo West,SMP-II,43.65888889,-110.605,USDI-NPS-Grand Teton NP,182,,,,,,,,,,43.65888889,-110.605
778,Upper Wind FT-6,SMP-II,43.65845278,-109.93655,USDA-USFS-Shoshone NF-Dubois RD,519,,,,,,,,,,43.65845278,-109.93655
1527,Upper Wind Piles,SMP-II,43.65818056,-109.9591389,USDA-USFS-Shoshone NF-Wind River RD,160,,,,,,,,,,43.65818056,-109.9591389
1244,Pelham Area,SMP-II,43.65818056,-109.9591389,USDA-USFS-Shoshone NF-Dubois RD,147,,Burned,28-Nov-12,5-Dec-12,6-Dec-12,,,,,43.65818056,-109.9591389
1374,Pelham Area,SMP-II,43.65818056,-109.9591389,USDA-USFS-Shoshone NF-Wind River RD,105,,,,,,,,,,43.65818056,-109.9591389
1522,Upper Wind River Unit FT-6,SMP-II,43.65797778,-109.9356639,USDA-USFS-Shoshone NF-Wind River RD,329,,,,,,,,,,43.65797778,-109.9356639
1053,Upper Wind River Unit FT-6,SMP-II,43.65797778,-109.9356639,USDA-USFS-Shoshone NF-Dubois RD,419,,,,,,,,,,43.65797778,-109.9356639
1375,Upper Wind River Unit FT-6,SMP-II,43.65797778,-109.9356639,USDA-USFS-Shoshone NF-Wind River RD,419,,Burned,8-May-13,,,,,,,43.65797778,-109.9356639
1523,Upper Wind River Unit FT10-13,SMP-II,43.65666667,-109.9175,USDA-USFS-Shoshone NF-Wind River RD,132,,,,,,,,,,43.65666667,-109.9175
1102,Upper Wind River Unit FT10-13,SMP-II,43.65666667,-109.9175,USDA-USFS-Shoshone NF-Dubois RD,132,,,,,,,,,,43.65666667,-109.9175
1372,Upper Wind River Unit FT 10-13,SMP-II,43.65666667,-109.9175,USDA-USFS-Shoshone NF-Wind River RD,132,,,,,,,,,,43.65666667,-109.9175
3268,Lava Fireline Small Machine Pile,SMP-II,43.64,-109.97,USDA-USFS-Shoshone NF-Washakie RD,25,2388,Burned,11/6/2018,,,,,,,43.64,-109.97
1635,Riniker Hayfield,SMP-II,43.6398611,-110.66375,USDI-NPS-Grand Teton NP,317,,Burned,6-Oct-14,,,,,,,43.6398611,-110.66375
726,TVR North,SMP-II,43.63972222,-110.6231278,USDI-NPS-Grand Teton NP,156,,,,,,,,,,43.63972222,-110.6231278
1131,TVR North,SMP-II,43.63972222,-110.6231278,USDI-NPS-Grand Teton NP,156,,Burned,23-Apr-12,,,,,,,43.63972222,-110.6231278
664,TVR North,SMP-II,43.63972222,-110.6231278,USDI-NPS-Grand Teton NP,156,,,,,,,,,,43.63972222,-110.6231278
727,Phelps Moraine 2011,SMP-II,43.63200833,-110.7713889,USDI-NPS-Grand Teton NP,418,,Burned,29-Sep-11,30-Sep-11,1-Oct-11,2-Oct-11,3-Oct-11,4-Oct-11,,43.63200833,-110.7713889
665,Phelps Moraine,SMP-II,43.63200833,-110.7713889,USDI-NPS-Grand Teton NP,418,,,,,,,,,,43.63200833,-110.7713889
721,May Hayfield,SMP-II,43.62943417,-110.6575308,USDI-NPS-Grand Teton NP,290,,,,,,,,,,43.62943417,-110.6575308
723,Maintenance Piles 2011,SMP-II,43.62107222,-110.6335,USDI-NPS-Grand Teton NP,2,,,,,,,,,,43.62107222,-110.6335
1839,Upper Wind FT 1B,SMP-II,43.62,-109.88,USDA-USFS-Shoshone NF-Wind River RD,85,,,,,,,,,,43.62,-109.88
1853,"UpperWind FT 14, 16",SMP-II,43.62,-109.88,USDA-USFS-Shoshone NF-Wind River RD,65,13860,,,,,,,,,43.62,-109.88
1905,"Upper WindFT 16 TIMBL, 14 TIMBL",SMP-II,43.62,-109.88,USDA-USFS-Shoshone NF-Wind River RD,65,13854,Burned,12/14/2015,12/15/2015,12/16/2015,12/17/2015,12/18/2015,,,43.62,-109.88
1938,Upper Wind FT 1B,SMP-II,43.62,-109.88,USDA-USFS-Shoshone NF-Wind River RD,85,,,,,,,,,,43.62,-109.88
1939,"Upper WindFT 16 TIMBL, 14 TIMBL",SMP-II,43.62,-109.88,USDA-USFS-Shoshone NF-Wind River RD,65,13854,Burned,1/7/2016,1/8/2016,1/9/2016,1/10/2016,1/11/2016,,,43.62,-109.88
1698,Section 12,SMP-II,43.6079944,-109.8902306,USDA-USFS-Shoshone NF-Wind River RD,137,31200,Burned,10-Dec-14,,,,,,,43.6079944,-109.8902306
737,06HFR-Sheep Ridge,SMP-II,43.604,-108.68,USDI-BIA,,15830,,,,,,,,,43.604,-108.68
