name,burn_date,agency,unit,total_acres,black_acres,clearing_index,tons_pm,tons_voc,tons_nox,tons_elC,tons_orC,no_burn,reason_no_burn,approval_type,lat,lng,county,elevation,airshed,class1,nonattainment,fuel_types,added_on,start_time,end_time,piles,public_interest,daytime,nighttime,status,Pile Acres,FM1 Grass Acres,FM2 Timber Und. Acres,FM3 Tall Grass Acres,FM4 Low Brush Acres,FM5 Tall Brush Acres,FM6 PJ Acres,FM8 Timber Litter Acres,FM9 Hard. Litter Acres,FM10 Timber Acres,FM11 Slash Acres
Pine Valley District Piles,12/15/2016,USFS,Dixie NF Cedar City,5,5,550,0.97,5.75,0.47,0.29,0.69,1,Other reason (explain in comment),,37.386,-113.353,Washington,5200,"16 - Above 6,500 feet
",0,0,Medium Slash,12/15/2016,10:30,14:30,,None,Good,Good,Approved,,,,,,,,,,,
Fremont River Slash Pile,12/14/2016,USFS,Fishlake NF Richfield,2,2,760,0.36,2.11,0.17,0.1,0.25,0,Today's acres completed,,38.648,-111.671,Sevier,6500,"16 - Above 6,500 feet
",0,0,Light Slash,12/15/2016,10:00,11:30,,Low,Good,Good,Approved,,,,,,,,,,,
Ashley NF Piles,12/14/2016,USFS,Ashley NF West Zone,2,2,800,0.31,1.81,0.15,0.09,0.22,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,12/14/2016,9:45,15:30,,None,Good,Good,Approved,,,,,,,,,,,1
Duck Creek Fuels Piles,12/14/2016,USFS,Dixie NF Cedar City,31,31,600,1.48,8.73,0.71,0.43,1.05,0,Today's acres completed,,37.497,-112.645,Kane,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,12/14/2016,10:00,15:00,,None,Good,Moderate,Approved,,,,,,,,,,,31
Cedar City Piles,12/14/2016,USFS,Dixie NF Cedar City,52,52,600,1.24,7.32,0.6,0.36,0.88,0,Today's acres completed,,37.545,-112.646,Iron,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,12/14/2016,10:00,15:00,,None,Good,Moderate,Approved,,,,,,,,,,,52
Fremont River Slash Pile,12/13/2016,USFS,Fishlake NF Richfield,4,4,750,0.72,4.22,0.34,0.21,0.51,0,Today's acres completed,,38.648,-111.671,Sevier,6500,"16 - Above 6,500 feet
",0,0,Light Slash,12/14/2016,12:30,14:30,,None,Good,Good,Approved,,,,,,,,,,,
Duck Creek Fuels Piles,12/13/2016,USFS,Dixie NF Cedar City,78,78,710,2.39,14.09,1.15,0.7,1.69,0,Today's acres completed,,37.497,-112.645,Kane,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,12/13/2016,10:00,14:00,,None,Good,Moderate,Approved,,,,,,,,,,,78
Duck Creek Fuels Piles,12/12/2016,USFS,Dixie NF Cedar City,14,14,1000,0.83,4.87,0.4,0.24,0.58,0,Today's acres completed,,37.497,-112.645,Kane,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,12/13/2016,10:30,14:00,,None,Good,Moderate,Approved,,,,,,,,,,,14
Scofield Mountain Homes,12/12/2016,State,Southeastern Area,3,3,599,0.54,3.17,0.26,0.16,0.38,FALSE,Clearing Index too low,,39.758,-111.186,Carbon,7800,"16 - Above 6,500 feet
",FALSE,FALSE,"[""Medium Slash""]",12/12/2016,11:15,15:30,,,Good,Good,Approved,,,,,,,,,,,3
Ashley NF Piles,12/8/2016,USFS,Ashley NF West Zone,3,3,650,0.48,2.86,0.23,0.14,0.34,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,12/8/2016,9:30,15:00,,None,Good,Good,Approved,,,,,,,,,,,1
Fremont River Slash Pile,12/8/2016,USFS,Fishlake NF Richfield,10,10,510,1.79,10.56,0.86,0.52,1.27,0,Today's acres completed,,38.648,-111.671,Sevier,6500,"16 - Above 6,500 feet
",0,0,Light Slash,12/8/2016,11:30,14:30,,None,Good,Good,Approved,,,,,,,,,,,
Johnson Creek,12/6/2016,State,Southeastern Area,1,1,600,0.04,0.25,0.02,0.01,0.03,0,Today's acres completed,,37.727,-109.458,San Juan,6500,"16 - Above 6,500 feet
",0,0,Medium Slash,12/8/2016,9:30,15:00,,None,Good,Good,Approved,,,,,,,,,,,
D4 Piles,12/7/2016,USFS,Dixie NF Escalante,60,60,510,11.69,68.97,5.62,3.42,8.27,0,Today's acres completed,,37.97,-111.851,Garfield,8200,"16 - Above 6,500 feet
",0,0,Heavy Slash,12/8/2016,11:30,15:00,,Low,Good,Moderate,Approved,,,,,,,,,,,
Ashley NF Piles,12/7/2016,USFS,Ashley NF West Zone,3,3,660,0.48,2.86,0.23,0.14,0.34,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,12/7/2016,9:30,15:45,,None,Good,Good,Approved,,,,,,,,,,,1
Ashley NF Piles,12/6/2016,USFS,Ashley NF West Zone,5,5,1000,0.79,4.67,0.38,0.23,0.56,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,12/7/2016,9:45,15:45,,None,Good,Good,Approved,,,,,,,,,,,2
Fremont River Slash Pile,12/6/2016,USFS,Fishlake NF Richfield,15,15,1000,2.68,15.84,1.29,0.79,1.9,0,Today's acres completed,,38.648,-111.671,Sevier,6500,"16 - Above 6,500 feet
",0,0,Light Slash,12/6/2016,10:00,14:30,,None,Good,Good,Approved,,,,,,,,,,,
Duck Creek Fuels Piles,12/6/2016,USFS,Dixie NF Cedar City,55,55,1000,7,41.29,3.36,2.05,4.95,0,Today's acres completed,,37.497,-112.645,Kane,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,12/6/2016,9:30,14:30,,None,Good,Moderate,Approved,,,,,,,,,,,55
Gooseberry,11/23/2016,State,Central Area,0.5,0,980,0.02,0.15,0.01,0.01,0.02,FALSE,Clearing Index too low,,39.694,-111.273,Sanpete,9000,"16 - Above 6,500 feet
",FALSE,FALSE,"[""Medium Slash""]",12/6/2016,10:00,14:00,,None,Good,Moderate,Approved,0.5,,,,,,,,,,
South Zone Pile Burn,12/5/2016,USFS,UWC NF South Zone,1,1,1000,0.13,0.75,0.06,0.04,0.09,0,Today's acres completed,,40.481,-111.085,Wasatch,4000,"16 - Above 6,500 feet
",0,0,Light Slash,12/5/2016,10:00,14:00,,Moderate,Good,Moderate,Approved,,,,,,,,,,,1
Cedar City Piles,12/5/2016,USFS,Dixie NF Cedar City,100,100,730,12.72,75.07,6.11,3.72,9,0,Today's acres completed,,37.545,-112.646,Iron,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,12/5/2016,9:30,13:00,,None,Good,Moderate,Approved,,,,,,,,,,,100
Cold Springs DWR,11/22/2016,State,Southeastern Area,17,17,875,0.94,5.52,0.45,0.27,0.66,0,Today's acres completed,,39.649,-110.315,Carbon,7500,"16 - Above 6,500 feet
",0,0,Heavy Slash,12/5/2016,9:00,14:00,,Low,Good,Good,Approved,,,,,,,,,,,
Cold Springs DWR,11/21/2016,State,Southeastern Area,18,18,1050,0.95,5.59,0.46,0.28,0.67,0,Today's acres completed,,39.649,-110.315,Carbon,7500,"16 - Above 6,500 feet
",0,0,Heavy Slash,12/5/2016,9:00,17:00,,Low,Good,Good,Approved,,,,,,,,,,,
Zion Piles,12/2/2016,NPS,Utah NPS Units,0,,390,,,,,,1,Clearing index was too low,,37.216,-112.975,Washington,3900,"16 - Above 6,500 feet
",1,0,Light Slash,12/2/2016,10:00,10:00,,None,Poor,Poor,Approved,,,,,,,,,,,
Wolf Creek Ranch,11/23/2016,State,Northeastern Area,3,3,750,0.38,2.25,0.18,0.11,0.27,0,Today's acres completed,,40.535,-111.226,Wasatch,6700,"16 - Above 6,500 feet
",0,0,Light Slash,12/1/2016,11:00,15:00,,Low,Good,Good,Approved,,,,,,,,,,,3
Wolf Creek Ranch,11/28/2016,State,Northeastern Area,5,5,1050,0.64,3.75,0.31,0.19,0.45,0,Today's acres completed,,40.535,-111.226,Wasatch,6700,"16 - Above 6,500 feet
",0,0,Light Slash,12/1/2016,13:00,16:00,,Low,Good,Good,Approved,,,,,,,,,,,5
Wray Mesa,11/21/2016,State,Southeastern Area,1.8,2,1050,0.03,0.16,0.01,0.01,0.02,0,Today's acres completed,,38.323,-109.219,San Juan,7000,"16 - Above 6,500 feet
",0,0,Light Slash,12/1/2016,9:00,15:00,,None,Moderate,Good,Approved,,,,,,,,,,,
Fremont River Slash Pile,11/29/2016,USFS,Fishlake NF Richfield,1,1,1000,0.18,1.06,0.09,0.05,0.13,0,Today's acres completed,,38.648,-111.671,Sevier,6500,"16 - Above 6,500 feet
",0,0,Light Slash,11/30/2016,10:00,18:00,,Low,Good,Good,Approved,,,,,,,,,,,
Cedar City Piles,11/29/2016,USFS,Dixie NF Cedar City,143,143,1000,18.19,107.35,8.74,5.32,12.87,0,Today's acres completed,,37.545,-112.646,Iron,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,11/29/2016,10:00,15:00,,None,Good,Moderate,Approved,,,,,,,,,,,143
Ashley NF Piles,11/28/2016,USFS,Ashley NF West Zone,2,2,1000,0.31,1.81,0.15,0.09,0.22,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,11/29/2016,10:30,16:00,,None,Good,Moderate,Approved,,,,,,,,,,,1
Cedar City Piles,11/28/2016,USFS,Dixie NF Cedar City,118,118,1000,15.28,90.18,7.34,4.47,10.81,0,Today's acres completed,,37.545,-112.646,Iron,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,11/28/2016,10:30,15:30,,None,Good,Moderate,Approved,,,,,,,,,,,114
Wolf Creek Ranch,11/17/2016,State,Northeastern Area,4,4,1050,0.72,4.22,0.34,0.21,0.51,0,Today's acres completed,,40.535,-111.226,Wasatch,6700,"16 - Above 6,500 feet
",0,0,Light Slash,11/23/2016,9:00,16:00,,Low,Good,Good,Approved,,,,,,,,,,,
Ashley NF Piles,11/21/2016,USFS,Ashley NF West Zone,5,5,760,0.74,4.36,0.36,0.22,0.52,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,11/23/2016,11:00,15:30,,Low,Good,Good,Approved,,,,,,,,,,,3
Cedar City Piles,11/21/2016,USFS,Dixie NF Cedar City,200,200,1000,25.44,150.14,12.22,7.45,17.99,0,Today's acres completed,,37.545,-112.646,Iron,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,11/21/2016,11:00,15:00,,None,Good,Moderate,Approved,,,,,,,,,,,200
Duck Creek Fuels Piles,11/21/2016,USFS,Dixie NF Cedar City,238,238,1000,30.27,178.67,14.55,8.86,21.41,0,Today's acres completed,,37.497,-112.645,Kane,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,11/21/2016,9:00,0:00,,None,Good,Moderate,Approved,,,,,,,,,,,238
Weber Piles,11/20/2016,State,Bear River Area,1,1,640,0.18,1.06,0.09,0.05,0.13,0,Today's acres completed,,41.319,-111.553,Weber,5500,"16 - Above 6,500 feet
",0,1,Medium Slash,11/20/2016,9:30,15:30,,None,Good,Moderate,Approved,,,,,,,,,,,
NZ ADMIN PILE BURN,11/17/2016,USFS,Manti-La Sal North Zone,1,1,500,0.19,1.15,0.09,0.06,0.14,0,Today's acres completed,,39.329,-111.278,Emery,6500,"16 - Above 6,500 feet
",0,0,Medium Slash,11/18/2016,13:00,16:00,,None,Good,Good,Approved,,,,,,,,,,,
Cedar City Piles,11/17/2016,USFS,Dixie NF Cedar City,48,48,900,6.11,36.03,2.93,1.79,4.32,0,Today's acres completed,,37.545,-112.646,Iron,7300,"16 - Above 6,500 feet
",0,0,Medium Slash,11/17/2016,9:30,13:00,,None,Good,Moderate,Approved,,,,,,,,,,,48
Midway Deer Valley Piles,11/17/2016,USFS,Dixie NF Cedar City,172,172,900,21.88,129.12,10.51,6.4,15.48,0,Today's acres completed,,37.558,-112.792,Iron,8600,"16 - Above 6,500 feet
",0,0,Medium Slash,11/17/2016,13:00,16:00,,None,Good,Moderate,Approved,,,,,,,,,,,172
South Zone Pile Burn,11/17/2016,USFS,UWC NF South Zone,2,2,1000,0.25,1.5,0.12,0.07,0.18,0,Today's acres completed,,40.481,-111.085,Wasatch,4000,"16 - Above 6,500 feet
",0,0,Light Slash,11/17/2016,10:00,15:00,,Moderate,Moderate,Moderate,Approved,,,,,,,,,,,2
South Zone Pile Burn,11/17/2016,USFS,UWC NF South Zone,1,1,1000,0.13,0.75,0.06,0.04,0.09,0,Today's acres completed,,40.481,-111.085,Wasatch,4000,"16 - Above 6,500 feet
",0,0,Light Slash,11/17/2016,11:00,2:10,,Moderate,Good,Moderate,Approved,,,,,,,,,,,1
D1 Ponderosa,11/16/2016,USFS,Ashley NF East Zone,100,100,1000,3.74,22.05,1.8,1.09,2.64,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,11/17/2016,10:00,16:00,,Low,Good,Moderate,Approved,,,100,,,,,,,,
Cold Water,11/16/2016,State,Bear River Area,2,2,850,0.36,2.11,0.17,0.1,0.25,0,Entire project is completed,,41.568,-111.749,Cache,6000,"16 - Above 6,500 feet
",0,0,Medium Slash,11/16/2016,8:30,14:30,,None,Good,Good,Approved,,,,,,,,,,,
Rich Piles,11/15/2016,State,Bear River Area,0.1,0,640,0.02,0.11,0.01,0.01,0.01,FALSE,Clearing Index too low,,41.682,-111.288,Rich,5000,"16 - Above 6,500 feet
",FALSE,FALSE,"[""Medium Slash""]",11/16/2016,10:00,15:00,,None,Good,Good,Approved,0.1,,,,,,,,,,
South Zone Pile Burn,11/15/2016,USFS,UWC NF South Zone,1,1,670,0.06,0.34,0.03,0.02,0.04,0,Today's acres completed,,40.481,-111.085,Wasatch,4000,"16 - Above 6,500 feet
",0,0,Light Slash,11/16/2016,10:00,14:00,,Moderate,Good,Good,Approved,,,,,,,1,,,,
D1 Ponderosa,11/14/2016,USFS,Ashley NF East Zone,50,50,500,1.87,11.03,0.9,0.55,1.32,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,11/16/2016,10:00,16:00,,Low,Poor,Poor,Approved,,,50,,,,,,,,
D1 Ponderosa,11/13/2016,USFS,Ashley NF East Zone,60,60,950,2.24,13.23,1.08,0.66,1.59,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,11/14/2016,10:30,16:00,,Low,Moderate,Poor,Approved,,,60,,,,,,,,
Ashley NF Piles,11/2/2016,USFS,Ashley NF West Zone,71,71,510,11.61,68.55,5.58,3.4,8.22,0,Entire project is completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,11/2/2016,10:45,14:45,,Low,Good,Good,Approved,,,,,,,,,,,21
Cold Water,10/31/2016,State,Bear River Area,3,3,702,0.38,2.25,0.18,0.11,0.27,0,Today's acres completed,,41.568,-111.749,Cache,6000,"16 - Above 6,500 feet
",0,0,Medium Slash,11/2/2016,8:00,15:00,,None,Moderate,Good,Approved,,,,,,,,,,,3
D1 Ponderosa,10/30/2016,USFS,Ashley NF East Zone,60,60,1050,2.24,13.23,1.08,0.66,1.59,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/31/2016,11:30,17:30,,Low,Good,Moderate,Approved,,,60,,,,,,,,
D1 Ponderosa,10/28/2016,USFS,Ashley NF East Zone,150,150,1050,5.6,33.08,2.69,1.64,3.96,1,Other reason (explain in comment),,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/29/2016,11:30,17:00,,Moderate,Good,Fair,Approved,,,150,,,,,,,,
Ashley NF Piles,10/27/2016,USFS,Ashley NF West Zone,0.5,0,700,0.09,0.53,0.04,0.03,0.06,FALSE,Clearing Index too low,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",FALSE,FALSE,"[""Light Slash""]",10/28/2016,9:40,14:40,,,Good,Good,Approved,0.5,,,,,,,,,,
Ashley NF Piles,10/27/2016,USFS,Ashley NF West Zone,30,30,760,4.85,28.62,2.33,1.42,3.43,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,10/27/2016,9:15,16:45,,Low,Good,Good,Approved,,,,,,,,,,,10
Research Rx,10/26/2016,BLM,West Desert District,1,1,700,0.02,0.03,0.01,0,0.02,0,Entire project is completed,,40.089,-112.303,Tooele,5410,1 - N. West Desert,0,0,Short Grass,10/27/2016,11:45,15:00,,None,Good,Fair,Approved,,1,,,,,,,,,
Ashley NF Piles,10/25/2016,USFS,Ashley NF West Zone,30,30,780,4.33,25.57,2.08,1.27,3.06,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,10/26/2016,9:45,16:45,,Low,Good,Good,Approved,,,,,,,,,,,20
Ashley NF Piles,10/24/2016,USFS,Ashley NF West Zone,20,20,1000,3.06,18.06,1.47,0.9,2.16,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,10/25/2016,9:00,15:30,,None,Good,Good,Approved,,,,,,,,,,,10
Ashley NF Piles,10/19/2016,USFS,Ashley NF West Zone,30,30,590,4.33,25.57,2.08,1.27,3.06,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,10/19/2016,9:00,14:30,,None,Good,Moderate,Approved,,,,,,,,,,,20
Ashley NF Piles,10/18/2016,USFS,Ashley NF West Zone,75,75,1000,11.09,65.45,5.33,3.25,7.84,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,10/19/2016,8:30,16:00,,None,Good,Good,Approved,,,,,,,,,,,45
Johnson Creek â€“ Nizhoni RX,10/18/2016,USFS,Manti-La Sal South Zone,180,180,1000,13.91,82.11,6.68,4.07,9.84,0,Today's acres completed,,37.778,-109.546,San Juan,7200,"16 - Above 6,500 feet
",0,0,Hardwood Litter,10/18/2016,9:45,16:00,,Low,Good,Moderate,Approved,,,100,,,,,,,,80
Johnson Creek â€“ Nizhoni RX,10/17/2016,USFS,Manti-La Sal South Zone,130,130,1050,8.9,52.53,4.28,2.6,6.3,0,Today's acres completed,,37.778,-109.546,San Juan,7200,"16 - Above 6,500 feet
",0,0,Hardwood Litter,10/17/2016,9:45,14:40,,Low,Good,Moderate,Approved,,,85,,,,,,,,45
Rich Piles,10/17/2016,State,Bear River Area,1,1,1000,0.13,0.75,0.06,0.04,0.09,0,Today's acres completed,,41.682,-111.288,Rich,5000,"16 - Above 6,500 feet
",0,0,Medium Slash,10/17/2016,8:00,15:00,,None,Poor,Poor,Approved,,,,,,,,,,,1
D1 Ponderosa,10/15/2016,USFS,Ashley NF East Zone,73,73,1050,2.73,16.1,1.31,0.8,1.93,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/15/2016,11:00,15:05,,Moderate,Good,Moderate,Approved,,,73,,,,,,,,
D1 Ponderosa,10/14/2016,USFS,Ashley NF East Zone,125,125,1050,4.67,27.57,2.24,1.37,3.3,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/15/2016,9:30,14:45,,Moderate,Moderate,Moderate,Approved,,,125,,,,,,,,
D1 Ponderosa,10/13/2016,USFS,Ashley NF East Zone,40,40,850,1.49,8.82,0.72,0.44,1.06,0,Today's acres completed,,40.876,-109.517,Daggett,8000,"16 - Above 6,500 feet
",0,0,Timber,10/15/2016,9:30,16:00,,Moderate,Moderate,Moderate,Approved,,,40,,,,,,,,
Johnson Creek â€“ Nizhoni RX,10/14/2016,USFS,Manti-La Sal South Zone,85,85,800,7.67,45.25,3.68,2.24,5.42,0,Today's acres completed,,37.778,-109.546,San Juan,7200,"16 - Above 6,500 feet
",0,0,Hardwood Litter,10/14/2016,9:45,14:45,,None,Moderate,Fair,Approved,,,35,,,,,,,,50
Salina Creek Units 123 Rx,10/14/2016,USFS,Fishlake NF Richfield,10,10,1000,0.58,3.4,0.28,0.17,0.41,0,Today's acres completed,,38.942,-111.511,Sevier,7200,"16 - Above 6,500 feet
",0,0,Dormant Brush/Slash,10/14/2016,13:39,15:00,,None,Good,Good,Approved,,,,,,,10,,,,
UOA Piles,10/11/2017,BIA,Uintah and Ouray Agency,5,5,1050,1.31,7.72,0.63,0.38,0.93,0,Today's acres completed,,40.192,-109.921,Uintah,4750,"9 - Uinta Basin
",0,0,Light Slash,10/14/2016,9:30,13:00,,Low,Good,Good,Approved,,,,,,,,,,,5
Reservation Ridge Sage,10/13/2016,USFS,Ashley NF West Zone,500,500,930,100.6,219.76,9.78,10.04,90.56,0,Today's acres completed,,39.919,-110.874,Duchesne,8800,"16 - Above 6,500 feet
",0,0,Timber,10/13/2016,11:00,17:00,,Low,Good,Good,Approved,,,,,,420,,80,,,
Johnson Creek â€“ Nizhoni RX,10/13/2016,USFS,Manti-La Sal South Zone,113,113,700,15.58,91.93,7.48,4.56,11.02,0,Today's acres completed,,37.778,-109.546,San Juan,7200,"16 - Above 6,500 feet
",0,0,Hardwood Litter,10/13/2016,11:00,17:10,,Low,Good,Moderate,Approved,,,,,,,,,,63,50
Reservation Ridge Sage,10/12/2016,USFS,Ashley NF West Zone,145,145,540,26.15,65.29,3.39,3.03,23.12,0,Entire project is completed,,39.919,-110.874,Duchesne,8800,"16 - Above 6,500 feet
",0,0,Timber,10/13/2016,10:00,17:30,,Low,Good,Good,Approved,,,,,,100,,45,,,
Cooper Knoll Central,10/13/2016,USFS,Dixie NF Cedar City,87,87,850,11.07,65.31,5.32,3.24,7.83,0,Today's acres completed,,37.719,-112.599,Garfield,7800,"16 - Above 6,500 feet
",0,0,Hardwood Litter,10/13/2016,9:00,15:00,,None,Moderate,Moderate,Approved,,,,,,,,,,,87
Ashley NF Piles,10/11/2016,USFS,Ashley NF West Zone,2,2,1000,0.36,2.11,0.17,0.1,0.25,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,10/13/2016,10:15,17:00,,Low,Good,Good,Approved,,,,,,,,,,,
Cooper Knoll Central,10/12/2016,USFS,Dixie NF Cedar City,62,62,610,7.89,46.54,3.79,2.31,5.58,0,Today's acres completed,,37.719,-112.599,Garfield,7800,"16 - Above 6,500 feet
",0,0,Hardwood Litter,10/12/2016,10:15,15:30,,None,Moderate,Fair,Approved,,,,,,,,,,,62
Wolf Creek Ranch,10/6/2016,State,Northeastern Area,4,4,846,0.51,3,0.24,0.15,0.36,0,Today's acres completed,,40.535,-111.226,Wasatch,6700,"16 - Above 6,500 feet
",0,0,Light Slash,10/7/2016,9:00,16:00,,Low,Good,Good,Approved,,,,,,,,,,,4
Ashley NF Piles,10/6/2016,USFS,Ashley NF West Zone,50,50,860,7.55,44.57,3.63,2.21,5.34,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,10/7/2016,9:00,16:00,,Low,Good,Moderate,Approved,,,,,,,,,,,30
Cooper Knoll Central,10/6/2016,USFS,Dixie NF Cedar City,113,113,520,9.57,56.47,4.6,2.8,6.77,0,Today's acres completed,,37.719,-112.599,Garfield,7800,"16 - Above 6,500 feet
",0,0,Hardwood Litter,10/6/2016,11:15,16:00,,None,Moderate,Moderate,Approved,,,,,,,,113,,,
Jerold Hall (EAST),9/16/2016,State,Central Area,203,203,1000,11.7,69.05,5.62,3.42,8.28,0,Entire project is completed,,39.499,-112.094,Juab,4974,"8 - S. Wasatch Front
",0,0,Dormant Brush/Slash,10/6/2016,8:00,18:00,,None,Good,Moderate,Approved,,,,,,,203,,,,
South Zone Pile Burn,10/5/2016,USFS,UWC NF North Zone,4,4,1000,0.66,3.92,0.32,0.19,0.47,0,Today's acres completed,,40.481,-111.085,Wasatch,4000,"16 - Above 6,500 feet
",0,0,Light Slash,10/5/2016,10:00,16:00,,Moderate,Moderate,Fair,Approved,,,,,,,,,,,1
Ashley NF Piles,10/4/2016,USFS,Ashley NF West Zone,0.25,0,1050,0,0,0,0,0,TRUE,Clearing Index too low,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",FALSE,FALSE,"[""Light Slash""]",10/5/2016,9:00,16:00,,,Good,Fair,Approved,0,,,,,,,,,,
South Zone Pile Burn,10/4/2016,USFS,UWC NF North Zone,2.5,2,680,0.32,1.88,0.15,0.09,0.22,0,Today's acres completed,,40.481,-111.085,Wasatch,4000,"16 - Above 6,500 feet
",0,0,Light Slash,10/4/2016,10:00,16:00,,Moderate,Moderate,Fair,Approved,,,,,,,,,,,2
Ashley NF Piles,10/2/2016,USFS,Ashley NF West Zone,2,2,1050,0.36,2.11,0.17,0.1,0.25,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,10/3/2016,9:20,17:00,,Low,Good,Good,Approved,,,,,,,,,,,
Ashley NF Piles,10/1/2016,USFS,Ashley NF West Zone,3,3,900,0.54,3.17,0.26,0.16,0.38,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,10/2/2016,8:30,17:00,,Low,Good,Good,Approved,,,,,,,,,,,
Ashley NF Piles,9/29/2016,USFS,Ashley NF West Zone,2,2,1000,0.36,2.11,0.17,0.1,0.25,1,Other reason (explain in comment),,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,9/30/2016,9:00,17:00,,None,Moderate,Moderate,Approved,,,,,,,,,,,
Ashley NF Piles,9/28/2016,USFS,Ashley NF West Zone,10,10,850,1.79,10.56,0.86,0.52,1.27,1,Other reason (explain in comment),,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,9/30/2016,9:30,17:00,,Low,Moderate,Moderate,Approved,,,,,,,,,,,
Ponderosa Restoration Broadcast,9/29/2016,USFS,UWC NF South Zone,40,40,600,5.07,11.08,0.59,0.53,4.54,0,Today's acres completed,,40.605,-111.103,Summit,7400,"16 - Above 6,500 feet
",0,0,Dormant Brush/Slash,9/29/2016,10:00,15:00,,High,Moderate,Fair,Approved,,10,10,,,20,,,,,
Ponderosa Restoration Broadcast,9/28/2016,USFS,UWC NF South Zone,40,40,630,4.11,14.3,1.04,0.71,3.4,0,Today's acres completed,,40.605,-111.103,Summit,7400,"16 - Above 6,500 feet
",0,0,Dormant Brush/Slash,9/29/2016,13:10,18:00,,High,Moderate,Poor,Approved,,10,10,,,10,,,,,10
Blacksmith Fork,9/28/2016,USFS,UWC NF North Zone,40,40,520,7.39,25.83,1.72,1.24,6.15,0,Today's acres completed,,41.742,-111.661,Cache,6100,"16 - Above 6,500 feet
",0,0,Timber,9/28/2016,13:00,19:00,,Low,Moderate,Fair,Approved,,,,,,20,,,,20,
Ashley NF Piles,9/24/2016,USFS,Ashley NF West Zone,1,1,622,0.13,0.75,0.06,0.04,0.09,0,Today's acres completed,,39.876,-110.876,Duchesne,8900,"16 - Above 6,500 feet
",0,0,Light Slash,9/24/2016,9:30,19:00,,Low,Good,Good,Approved,,,,,,,,,,,1
Bear River Wetlands,9/20/2016,FWS,Rocky/Basin Refuges,775,775,790,18.85,25.1,7.92,3.2,15.64,0,Today's acres completed,,41.507,-112.069,Box Elder,4200,"4 - Cache/Bear R.
",0,1,Tall Grass,9/21/2016,11:30,19:00,,Moderate,Moderate,Moderate,Approved,,465,,310,,,,,,,
