name,acres,agency,unit,type,lat,lng,elevation,airshed,county,nonattainment,class1,de_minimis,tons_pm,models,has_plan,receptors,fuel_types,ignition_methods,objectives,erts,added_on
Johnson Creek,10,State,Southeastern Area,Piles,37.713,-109.511,6500,15 (San Juan R.),San Juan,FALSE,FALSE,Yes,0.04,"[""Pile Calculator""]",TRUE,"Blanding, Monticello, Monticello, Blanding, Monticello, Blanding, Blanding, Monticello","[""Hand Piles""]","[""Drip Torch""]","[""Hazard Reduction""]","[""Increase Combustion Efficiency""]",12/15/2015
Dikes and Piles,500,FWS,Rocky/Basin Refuges,Piles,41.47,-112.246,4200,4 - Cache/Bear R.,Box Elder,TRUE,FALSE,No,39.19,"[""SASEM""]",TRUE,"Tremonton, Corinne, Bigham City, Tremonton, Corinne, Bigham City","[""Wetland Vegetation""]","[""Drip Torch""]","[""Wildlife Habitat Improvement, Fuel Reduction (Activity Fuels), Exotic or Undesireable Species Control""]","[""Schedule Burning Before New Fuels Appear""]",12/15/2015
Horse Canyon Piles,200,BLM,Canyon Country District,Piles,39.427,-110.405,5560,12 - Upper Colo. R.,Emery,0,0,No,62.83,SASEM,1,"COLUMBIA, EAST CARBON , colombia, East Carbon",Light Slash,Drip Torch,"Fuel Reduction (Activity Fuels), Hazard Reduction",Increase Combustion Efficiency,11/24/2015
Sevier River Piles,40,State,Central Area,Piles,38.77,-112.039,5800,"13 - Sevier R.
",Sevier,0,0,No,0.37,SASEM,1,"Richfield, Salina, Koosharem",Light Slash,Drip Torch,"Fuel Reduction (Activity Fuels), Hazard Reduction",Increase Combustion Efficiency,11/23/2015
Wolf Creek Ranch,40,State,Northeastern Area,Piles,40.535,-111.226,6700,"16 - Above 6,500 feet
",Wasatch,0,0,No,11.3,SASEM,1,"Heber Valley Camp, Big Pole Estates, Timber Lakes, Timber Lakes, Big Pole Estates, Heber Valley Camp, Big Pole Estates, Timber Lakes Estates HOA",Light Slash,Drip Torch,"Hazard Reduction, Fuel Reduction (Activity Fuels)",Increase Combustion Efficiency,11/17/2015
Utah Lake Inlet Park,22.5,State,Wasatch Front Area,Broadcast,40.359,-111.894,4494,"8 - S. Wasatch Front
",Utah,1,0,No,1.76,SASEM,1,"Lehi, Saratoga Springs, Eagle Mountain-Ranches",Dormant Brush/Slash,Drip Torch,Hazard Reduction,Increase Combustion Efficiency,11/17/2015
Reservation Ridge Piles,112,BLM,Green River District,Piles,39.996,-110.638,8900,"16 - Above 6,500 feet
",Duchesne,0,0,No,51.52,FOFEM5,1,"Helper, Soldier Summit, Duchesne",Short Grass,Drip Torch,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,11/16/2015
Frenchman RX,250,State,Southeastern Area,Piles,38.754,-110.312,4087,12 - Upper Colo. R.,Emery,0,0,No,56.25,SASEM,1,"Hanksville, Green River, Green River, Hanksville",Medium Slash,Drip Torch,"Wildlife Habitat Improvement, Fuel Reduction (Activity Fuels)",Reduce Fuel Consumed,11/16/2015
Ray Mesa II,124,BLM,Canyon Country District,Piles,38.309,-109.062,7080,"16 - Above 6,500 feet
",San Juan,0,0,No,8.81,"[""SASEM""]",1,"Old La Sal, La Sal, Old La Sal, Paradox","[""Dormant Brush/Slash""]","[""Drip Torch""]","[""Fuel Reduction (Activity Fuels)""]","[""Increase Combustion Efficiency""]",11/13/2015
Black Ridge,17,BLM,Canyon Country District,Piles,38.338,-109.351,7654,"15 - San Juan R.
",San Juan,0,0,No,1.41,SASEM,1,"Browns Hole, La Sal Junction, La Sal",Dormant Brush/Slash,Drip Torch,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,11/13/2015
South Fork Chalk Creek,130,State,Northeastern Area,Piles,40.933,-111.271,6700,"16 - Above 6,500 feet
",Summit,0,0,No,28.29,SASEM,1,"Coalville, Chalk Creek Gas Plant, Emory, Chalk Creek, Chalk Creek, Chalk Creek",Heavy Slash,Other Ignition Method,"Debris Removal, Wildlife Habitat Improvement",Increase Combustion Efficiency,11/12/2015
Fruitland,60,State,Northeastern Area,Piles,40.191,-110.68,6584,"16 - Above 6,500 feet
",Duchesne,0,0,Yes,8.5,SASEM,1,Highway 40,Heavy Slash,Other Ignition Method,Fuel Reduction (Natural Fuels),Increase Combustion Efficiency,11/12/2015
Cold Water,30,State,Bear River Area,Piles,41.568,-111.749,6000,"16 - Above 6,500 feet
",Cache,0,0,No,65,"[""FOFEM5""]",1,,"[""Medium Slash""]","[""Drip Torch""]","[""Fuel Reduction (Natural Fuels)""]","[""Increase Combustion Efficiency""]",11/11/2015
Upper Santa Clara,75,USFS,Dixie NF Pine Valley,Piles,37.377,-113.471,6650,"16 - Above 6,500 feet
",Washington,0,0,No,16.88,FOFEM5,1,"Veyo, Pine Valley, Central",Medium Slash,Drip Torch,"Fuel Reduction (Activity Fuels), Hazard Reduction, Property Protection",Increase Combustion Efficiency,11/5/2015
Devil Canyon,628,BLM,Canyon Country District,Piles,37.69,-109.347,5577,"15 - San Juan R.
",San Juan,0,0,No,8.32,SASEM,1,"HWY 191, Canyon Terrace Subdivision",Dormant Brush/Slash,Drip Torch,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,11/4/2015
Water Canyon,1237,USFS,Fishlake NF Fillmore,Broadcast,38.608,-112.508,6130,"2 - S. West Desert
",Millard,0,0,No,147.84,SASEM,1,"I-70, I-15, Cove Fort",Light Slash,Drip Torch,"Wildlife Habitat Improvement, Hazard Reduction, Fuel Reduction (Activity Fuels)",Increase Combustion Efficiency,11/3/2015
Snake Valley,271,BLM,West Desert District,Piles,39.578,-113.872,4500,"2 - S. West Desert
",Juab,0,0,No,120,SASEM,1,"Trout Creek, Partoun, Partoun, Trout Creek, Gandy, Partoun, Trout Creek",Light Slash,Drip Torch,Hazard Reduction,Reduce Fuel Load,11/3/2015
Meadow,1000,BLM,West Desert District,Piles,38.877,-112.363,5100,"2 - S. West Desert
",Millard,0,0,No,166.32,SASEM,1,"Kanosh, I-15, Fillmore, Meadow, Kanosh, Meadow, I-15, Fillmore",Light Slash,Drip Torch,Hazard Reduction,Reduce Fuel Load,11/3/2015
Black Cedar,1000,USFS,Fishlake NF Fillmore,Piles,38.98,-112.248,5900,"2 - S. West Desert
",Millard,0,0,No,369.6,SASEM,1,"I-15, Fillmore City ",Light Slash,Drip Torch,"Fuel Reduction (Activity Fuels), Fuel Reduction (Natural Fuels), Hazard Reduction, Wildlife Habitat Improvement",Increase Combustion Efficiency,11/3/2015
Rush Valley RX,279,BLM,West Desert District,Broadcast,40.298,-112.533,4800,1 - N. West Desert,Tooele,0,0,No,103.12,SASEM,1,"Ophir, Stockton, Rush Valley, Vernon, Rush Valley, Stockton, Ophir, Rush Valley, Stockton, Stockton, Rush Valley, Ophir, Rush Valley, Stockton, Ophir",Light Slash,Drip Torch,"Habitat Maintenance, Fuel Reduction (Activity Fuels), Fire Dependent Ecosystem Maintenance, Hazard Reduction, Property Protection, Wildlife Habitat Improvement",Reduce Fuel Load,10/29/2015
Gooseberry,90,State,Central Area,Piles,39.694,-111.273,9000,"16 - Above 6,500 feet
",Sanpete,0,0,Yes,0.52,FOFEM5,1,"Fairview, Fairview, Scofield",Medium Slash,Drip Torch,"Debris Removal, Fuel Reduction (Activity Fuels)",Increase Combustion Efficiency,10/28/2015
Ashley NF Piles,600,USFS,Ashley NF East Zone,Piles,39.876,-110.876,8900,"16 - Above 6,500 feet
",Duchesne,0,0,No,105,"[""SASEM""]",1,"Helper/Price, Soldier Summit, Duchesne, Maeser","[""Light Slash""]","[""Drip Torch""]","[""Fuel Reduction (Natural Fuels)""]","[""Increase Combustion Efficiency""]",10/27/2015
North Slope Piles,25,State,Northeastern Area,Piles,40.964,-110.859,8300,"16 - Above 6,500 feet",Summit,FALSE,FALSE,No,4.19,"[""SASEM""]",TRUE,"Bear River Lodge and Ranger Station, Hilliard, Hilliard, Bear River Lodge and Ranger Station",Medium Slash,"[""Drip Torch""]","Hazard Reduction, Fuel Reduction (Activity Fuels), Debris Removal","[""Increase Combustion Efficiency""]",10/26/2015
Midway Deer Valley Piles,1267,USFS,Dixie NF Cedar City,Piles,37.558,-112.792,8600,"16 - Above 6,500 feet
",Iron,0,0,Yes,415.8,Other,1,Duck Creek Village,Medium Slash,Drip Torch,Fuel Reduction (Activity Fuels),Reduce Area Burned,10/13/2015
Duck Creek Fuels Piles,4000,USFS,Dixie NF Cedar City,Partial Burn,37.497,-112.645,7300,"16 - Above 6,500 feet
",Kane,0,0,Yes,1351.35,"[""Other""]",1,"Duck Creek Village, Strawberry Subdivision, Duck Creek Village, Duck Creek Village, Duck Creek Village","[""Medium Slash""]","[""Drip Torch""]","[""Debris Removal""]","[""Increase Combustion Efficiency""]",10/13/2015
Duck Creek Fuels Aspen,1694,USFS,Dixie NF Cedar City,Broadcast,37.497,-112.647,7300,"16 - Above 6,500 feet
",Kane,0,0,No,883.58,Other,1,"Highway 14, Duck Creek Village, Duck Creek Village",Light Slash,Drip Torch,Debris Removal,Increase Combustion Efficiency,10/13/2015
Cedar City Piles,500,USFS,Dixie NF Cedar City,Piles,37.545,-112.646,7300,"16 - Above 6,500 feet",Iron,FALSE,FALSE,Yes,51.97,"[""Other""]",TRUE,"Long Valley Jct., Duck Creek Village, Hatch, Duck Creek Village, Panguitch Lake, Mammoth Creek Subdivision, Duck Creek Village, Brian Head","[""Medium Slash""]","[""Drip Torch""]","[""Debris Removal""]","[""Increase Combustion Efficiency""]",10/13/2015
Color Country Piles,75,BLM,Color Country District,Piles,37.777,-113.894,2800,"2 - S. West Desert
",Iron,0,0,No,13.59,SASEM,1,"Modena, Dammeron Valley, Veyo, Central, Gunlock",Dormant Brush/Slash,Drip Torch,"Debris Removal, Exotic or Undesireable Species Control, Fuel Reduction (Natural Fuels), Hazard Reduction",Increase Combustion Efficiency,10/10/2015
Zion Piles,5,NPS,Utah NPS Units,Piles,37.215,-112.963,3900,3 (Virgin R.),Washington,FALSE,TRUE,No,8.87,"[""SASEM""]",TRUE,Springdale,"[""P-J""]","[""Drip Torch""]","[""Fuel Reduction (Activity Fuels)""]","[""Increase Combustion Efficiency""]",10/6/2015
Tamarisk Programatic,1,BLM,Canyon Country District,Piles,39.002,-109.138,3924,12 - Upper Colo. R.,Grand,0,0,No,0.37,"[""SASEM""]",1,"Cisco, Moab","[""Light Slash""]","[""Drip Torch""]","[""Exotic or Undesireable Species Control, Fuel Reduction (Activity Fuels)""]","[""Increase Combustion Efficiency""]",10/1/2015
West Fork,655,USFS,Dixie NF Escalante,Broadcast,38.003,-111.482,7770,"16 - Above 6,500 feet",Garfield,FALSE,FALSE,No,71.88,"[""SASEM""]",TRUE,"Capitol Reef National Park, Boulder, Utah, Box-Death Hollow Wilderness, Boulder, Utah, Box-Death Hollow Wilderness, Capitol Reef National Park","[""Timber Litter""]","[""Drip Torch""]","[""Fuel Reduction (Activity Fuels)""]","[""Increase Combustion Efficiency""]",9/30/2015
Reservation Ridge Sage,4919,USFS,Ashley NF West Zone,Broadcast,39.919,-110.874,8800,"16 - Above 6,500 feet
",Duchesne,0,0,No,56,SASEM,1,"Soldier Summit, Duchesne, Helper, Duchesne, Soldier Summit, Helper, Soldier summit, Duchesne, Helper, Soldier summit, Helper, Duchesne",Timber,Drip Torch,"Vegetation Type Manipulation/Stand Improvement, Wildlife Habitat Improvement",Increase Combustion Efficiency,9/28/2015
McWilliams (EAST),315,State,Central Area,Broadcast,39.617,-111.853,5315,"8 - S. Wasatch Front
",Juab,0,0,No,0.82,Other,1,,Short Grass,Drip Torch,"Seed Bed Preparation, Exotic or Undesireable Species Control",Increase Combustion Efficiency,9/28/2015
Hoop Lake,524,USFS,UWC NF East Zone,Broadcast,40.927,-110.141,8600,"16 - Above 6,500 feet",Summit,FALSE,FALSE,No,252.83,FOFEM5,TRUE,"Lonetree, Robertson, Robertson, McKinnon, Manila, Lonetree","[""Timber""]","[""Helitorch""]","[""Wildlife Habitat Improvement""]","[""Increase Combustion Efficiency""]",9/22/2015
North Zone Piles,1000,USFS,UWC NF North Zone,Piles,40.956,-111.377,4000,"7 - N. Slope Uintas
",Summit,0,0,No,337.75,"[""FOFEM5""]",1,"Lonetree, Robertson, McKinnon, Mountain View, Logan, Logan, Logan","[""Timber""]","[""Drip Torch""]","[""Fuel Reduction (Activity Fuels), Debris Removal""]","[""Increase Combustion Efficiency""]",9/18/2015
Mill City,913,USFS,UWC NF North Zone,Broadcast,40.88,-110.842,8880,"16 - Above 6,500 feet
",Summit,0,0,No,419.98,FOFEM5,1,"Lonetree, Robertson, Evanston, Oakley, Piedmont, Robertson, Evanston",Timber,Helitorch,Wildlife Habitat Improvement,Schedule Burning Before New Fuels Appear,9/18/2015
Blacksmith Fork,4930,USFS,UWC NF North Zone,Broadcast,41.742,-111.661,7381,6 - Wasatch back,Cache,FALSE,FALSE,No,552,FOFEM5,TRUE,"Bear lake/ Garden City, Logan, Laketown, Randolph","[""Timber""]","[""Helitorch""]","[""Wildlife Habitat Improvement""]","[""Increase Combustion Efficiency""]",9/18/2015
Jim McWilliams (West),66,State,Central Area,Broadcast,39.548,-111.945,5220,"8 - S. Wasatch Front
",Juab,0,0,No,0.82,Other,1,"Levan, Mills",Short Grass,Drip Torch,"Exotic or Undesireable Species Control, Seed Bed Preparation, Site Preparation",Increase Combustion Efficiency,9/17/2015
North Flank,18588,USFS,Ashley NF East Zone,Broadcast,40.922,-109.895,8000,"16 - Above 6,500 feet
",Daggett,0,0,No,246,FOFEM5,1,"HWY 44, Manila, Manila, HWY 44, Manila, HWY 44, HWY 44, Manila",Closed Timber Litter,PSD,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,9/15/2015
D1 Ponderosa ,23000,USFS,Ashley NF East Zone,Broadcast,40.876,-109.517,8000,"16 - Above 6,500 feet
",Daggett,0,0,No,246,FOFEM5,1,"Dutch John, Manila, Red Canyon Lodge, Red Canyon Lodge, Manila, Dutch John, Dutch John, Manila, Red Canyon Visitor Center, Red Canyon Lodge, Red Canyon Lodge",Timber,Drip Torch,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,9/15/2015
Rock Canyon Campground,80,USFS,UWC NF South Zone,Understory,40.269,-111.586,6600,"8 - S. Wasatch Front
",Utah,1,0,No,2,SASEM2,1,"Orem, Provo, Hobble Creek, Vivian Park",Hardwood Litter,Drip Torch,Fuel Reduction (Natural Fuels),Schedule Burning Before New Fuels Appear,8/23/2015
Ponderosa Restoration Broadcast,3900,USFS,UWC NF East Zone,Broadcast,40.605,-111.103,7400,"16 - Above 6,500 feet",Summit,FALSE,FALSE,Sometimes,62,"[""BlueSky""]",TRUE,"Alpine Acres, Oakley, Kamas, Mirror Lake Highway, Weber Canyon, Marion, Woodland, Francis, Samak, Peoa","[""Grass"",""Brush"",""Timber Litter"",""Slash"",""Wetland Vegetation"",""Hardwood""]","[""Drip Torch""]","[""Hazard Reduction"",""Wildlife Habitat Improvement"",""Fire Dependent Ecosystem Maintenance"",""Fuel Reduction (Activity Fuels)"",""Project Maintenance"",""Stand Improvement""]","[""Schedule Burning Before New Fuels Appear""]",8/23/2015
Hope Campground,10,USFS,UWC NF South Zone,Understory,40.302,-111.615,6600,"8 - S. Wasatch Front
",Utah,1,0,Yes,10,SASEM2,1,"Provo, UT, Orem, UT, Vivian Park, Hobble Creek",Hardwood Litter,Drip Torch,Fuel Reduction (Natural Fuels),Schedule Burning Before New Fuels Appear,8/23/2015
Tom Patterson Prescribed Fire,13000,BLM,Green River District,Broadcast,39.528,-109.161,6500,"16 - Above 6,500 feet
",Uintah,0,0,No,2662,FOFEM5,1,"Vernal, UT, Ouray, UT",Timber,Drip Torch,Hazard Reduction,Schedule Burning Before New Fuels Appear,8/20/2015
Pine Creek,6822,USFS,Fishlake NF Beaver,Broadcast,38.496,-112.543,6800,"16 - Above 6,500 feet
",Beaver,0,0,No,1195,FOFEM5,1,,Timber,Other Ignition Method,Fuel Reduction (Natural Fuels),Increase Combustion Efficiency,8/11/2015
Argyle,20,State,Northeastern Area,Piles,39.88,-110.733,7200,"16 - Above 6,500 feet
",Duchesne,0,0,No,7.39,FOFEM5,1,"Soldier Summit, Helper, Duchesne, Hwy 191, Hwy 191",Light Slash,Drip Torch,"Fuel Reduction (Activity Fuels), Hazard Reduction",Increase Combustion Efficiency,8/6/2015
Twin Peaks Rx,2104,USFS,Fishlake NF Richfield,Stand Replace,38.305,-112.094,7100,"16 - Above 6,500 feet
",Piute,0,0,No,460,SASEM,1,"Kingston, Junction, Koosheram, Koosheram, Kingston, Junction",Timber,Drip Torch,"Hazard Reduction, Fuel Reduction (Natural Fuels)",Increase Combustion Efficiency,7/13/2015
Salina Creek Units 123 Rx,2294,USFS,Fishlake NF Richfield,Broadcast,38.942,-111.511,7200,"16 - Above 6,500 feet
",Sevier,0,0,No,181.25,SASEM,1,"I 70, Acord Lakes, SUFCO Mine, I 70, Acord Lakes, SUFCO Mine",Dormant Brush/Slash,Drip Torch,"Hazard Reduction, Fuel Reduction (Natural Fuels), Fuel Reduction (Activity Fuels)",Schedule Burning Before New Fuels Appear,7/13/2015
Salina Creek Unit 4 Rx,474,USFS,Fishlake NF Richfield,Understory,38.914,-111.429,8200,"16 - Above 6,500 feet
",Sevier,0,0,No,75.12,SASEM,1,"I 70, Acord Lakes, SUFCO Mine",Brush,Drip Torch,"Hazard Reduction, Fuel Reduction (Natural Fuels), Fire Dependent Ecosystem Maintenance",Reduce Area Burned,7/13/2015
Monument Peak Rx,4128,USFS,Fishlake NF Richfield,Stand Replace,38.564,-111.938,7000,"16 - Above 6,500 feet
",Sevier,0,0,No,46,SASEM2,1,"Monroe Meadows, Manning Meadows, Monroe, Grass Valley Communities, Koosharem, Richfield, Grass Valley Communities, Koosharem, Monroe Meadows, Richfield, Manning Meadows, Monroe",Timber,PSD,Fuel Reduction (Natural Fuels),Increase Combustion Efficiency,7/13/2015
Monument Peak PJ Rx,1643,USFS,Fishlake NF Richfield,Broadcast,38.55,-111.938,7500,"16 - Above 6,500 feet
",Sevier,0,0,No,,NULL,1,,Dormant Brush/Slash,Drip Torch,NULL,NULL,7/13/2015
Flat Top/Steve's Basin Rx,1235,USFS,Fishlake NF Richfield,Partial Burn,38.828,-111.821,6500,"16 - Above 6,500 feet
",Sevier,0,0,No,27.19,SASEM2,1,"Interstate 70, Salina, Redmond, Aurora, Sigurd, Glenwood, Richfield",Dormant Brush/Slash,Drip Torch,Fuel Reduction (Activity Fuels),Reduce Area Burned,7/13/2015
D4 Administrative Piles Rx,50,USFS,Fishlake NF Richfield,Piles,38.8,-111.683,6500,"16 - Above 6,500 feet
",Sevier,0,0,Yes,12.99,Other,1,"Gooseberry Campground, Fishlake Basin, Wayne County, Greenwich, Koosharem, Burrville, Glen wood , Emery County, Glen wood , Emery County",Medium Slash,Drip Torch,Debris Removal,Increase Combustion Efficiency,7/13/2015
Salina Creek Unit 5 Rx,1401,USFS,Fishlake NF Richfield,Stand Replace,38.953,-111.42,8200,"16 - Above 6,500 feet
",Sevier,0,0,No,322,SASEM,1,"Acord Lakes/Salina Creek, SUFCO Mine, Emery, SUFCO Mine, Emery, Acord Lakes/Salina Creek",Timber,PSD,"Hazard Reduction, Fuel Reduction (Natural Fuels)",Increase Combustion Efficiency,7/2/2015
Rainbow Point Piles,55,NPS,Utah NPS Units,Piles,37.474,-112.24,9035,"16 - Above 6,500 feet
",Kane,0,1,No,20.33,FOFEM5,1,"Cannonville, Tropic, Alton, Cannonville, Tropic, Bryce Canyon City",Short Grass,Drip Torch,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,6/17/2015
Lodge Rx Units 1-4,275,NPS,Utah NPS Units,Broadcast,37.63,-112.17,7802,"16 - Above 6,500 feet
",Garfield,0,0,No,,"[""NULL""]",1,,"[""Timber""]","[""Drip Torch""]","[""NULL""]","[""NULL""]",6/17/2015
Cold Springs Rx Phase II,700,State,Southeastern Area,Stand Replace,39.497,-110.166,8300,"16 - Above 6,500 feet
",Carbon,0,0,No,193.83,Other,1,"Sunnyside City, Columbia , Myton",Closed Timber Litter,Helitorch,"Fire Dependent Ecosystem Maintenance, Fuel Reduction (Natural Fuels), Habitat Maintenance, Hazard Reduction",Reduce Fuel Load,6/11/2015
BSA-Watson Fuel Break,40,State,Central Area,Piles,39.493,-111.394,6798,"16 - Above 6,500 feet
",Sanpete,0,0,Yes,1.04,SASEM,1,"Mt. Pleasant, Moroni, Spring City, Spring City, Moroni, Mount Pleasant, Spring City, Mt Pleasant",Chaparral,Drip Torch,Property Protection,Reduce Fuel Load,6/10/2015
Long Ridge,150,State,Wasatch Front Area,Piles,40.36,-112.103,5450,"8 - S. Wasatch Front
",Utah,1,0,No,0.6,Other,1,"Eagle Mountain, Cedar Fort, Saratoga Springs",Chaparral,Drip Torch,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,5/26/2015
Big Cottonwood Beetle Kill,10,State,Wasatch Front Area,Piles,40.605,-111.584,7680,"16 - Above 6,500 feet
",Salt Lake,1,0,Yes,6,SASEM,1,"Brighton, Solitude, Brighton, Solitude",Heavy Slash,Drip Torch,"Debris Removal, Health (Insect Control)",Increase Combustion Efficiency,5/26/2015
Maintenance Piles,25,NPS,Utah NPS Units,Piles,37.624,-112.177,7432,"16 - Above 6,500 feet
",Garfield,0,1,No,0,FOFEM5,1,"Bryce Canyon City, Escalante, Tropic, Tropic, Bryce City, Tropic, Bryce City",Medium Slash,Drip Torch,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,5/5/2015
Little Valley,658,BLM,West Desert District,Broadcast,39.131,-112.055,4058,"8 - S. Wasatch Front
",Millard,0,0,No,140,SASEM,1,"Scipio, Yuba State Park, Gunnision, Scipio, Yuba State Park, Gunnision, Scipio, Levan, Gunnision, Yuba State Park, Fayette, Highway 50",Tall Grass,Drip Torch,Hazard Reduction,Increase Combustion Efficiency,5/5/2015
Beaver Ranger District Slash Piles 2022,500,USFS,Fishlake NF Beaver,Piles,38.237,-112.467,6500,"16 - Above 6,500 feet",Beaver,FALSE,FALSE,Sometimes,5,"[""BlueSky""]",TRUE,,"[""Slash"",""Hand Piles"",""Machine Piles""]","[""Drip Torch""]","[""Hazard Reduction"",""Wildlife Habitat Improvement"",""Fire Dependent Ecosystem Maintenance"",""Fuel Reduction (Activity Fuels)"",""Property Protection"",""Project Maintenance"",""Site Preparation"",""Stand Improvement""]","[""Increase Combustion Efficiency""]",5/5/2015
Zion Grass RX,23,NPS,Utah NPS Units,Broadcast,37.211,-112.977,3999,"3 - Virgin R.
",Washington,0,1,No,0.29,"[""FOFEM5""]",1,,"[""Short Grass""]","[""Drip Torch""]","[""Property Protection""]","[""Reduce Fuel Consumed""]",4/15/2015
South Zone Pile Burn,600,USFS,UWC NF South Zone,Piles,40.481,-111.085,4000,"16 - Above 6,500 feet
",Wasatch,0,0,No,8.4,SASEM2,1,"Payson City, Francis, Woodland",Light Slash,Drip Torch,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,4/9/2015
Green River District Programmatic Pile Plan,200,BLM,Green River District,Piles,40.572,-109.659,4800,"16 - Above 6,500 feet
",Uintah,0,0,No,12,"[""FOFEM5""]",1,"Ouray, UT, Vernal, UT","[""Light Slash""]","[""Drip Torch""]","[""Debris Removal, Fuel Reduction (Natural Fuels), Habitat Maintenance, Hazard Reduction, Wildlife Habitat Improvement""]","[""Increase Combustion Efficiency""]",4/9/2015
Weber Piles,250,State,Bear River Area,Piles,41.319,-111.553,5500,"5 - N. Wasatch Front
",Weber,1,0,No,120,"[""FOFEM5""]",1,,"[""Medium Slash""]","[""Drip Torch""]","[""Fuel Reduction (Natural Fuels)""]","[""Increase Combustion Efficiency""]",4/7/2015
Salt Creek WMA,2000,State,Bear River Area,Broadcast,41.638,-112.254,4200,"4 - Cache/Bear R.
",Box Elder,0,0,No,13,"[""FOFEM5""]",1,"Interstate 15/84/Tremonton, Interstate 15/84/Tremonton","[""Tall Grass""]","[""Drip Torch""]","[""Wildlife Habitat Improvement""]","[""Increase Combustion Efficiency""]",4/7/2015
Rich Piles,300,State,Bear River Area,Piles,41.682,-111.288,5000,"8 - S. Wasatch Front
",Rich,0,0,No,150,"[""FOFEM5""]",1,,"[""Medium Slash""]","[""Drip Torch""]","[""Fuel Reduction (Natural Fuels)""]","[""Increase Combustion Efficiency""]",4/7/2015
Public Shooting Grounds,2000,State,Bear River Area,Broadcast,41.556,-112.306,4200,"4 - Cache/Bear R.
",Box Elder,1,0,No,15,FOFEM5,1,,Chaparral,Drip Torch,Wildlife Habitat Improvement,Increase Combustion Efficiency,4/7/2015
Ogden Bay WMA,3000,State,Bear River Area,Broadcast,41.205,-112.179,4200,"5 - N. Wasatch Front
",Weber,1,0,No,10,"[""FOFEM5""]",1,Ogden,"[""Tall Grass""]","[""Drip Torch""]","[""Wildlife Habitat Improvement""]","[""Increase Combustion Efficiency""]",4/7/2015
Harold Crane,2000,State,Bear River Area,Broadcast,41.336,-112.138,4205,"6 - Wasatch back
",Box Elder,1,0,No,20,FOFEM5,1,Interstate 15/84,Tall Grass,Drip Torch,Wildlife Habitat Improvement,Increase Combustion Efficiency,4/7/2015
Deseret West,5000,State,Bear River Area,Broadcast,41.309,-111.348,6500,"16 - Above 6,500 feet
",Rich,0,0,No,95,FOFEM5,1,,Dormant Brush/Slash,Drip Torch,Wildlife Habitat Improvement,Increase Combustion Efficiency,4/7/2015
Deseret East,5000,State,Bear River Area,Broadcast,41.355,-111.268,6500,"16 - Above 6,500 feet
",Rich,0,0,No,95,Other,1,,Dormant Brush/Slash,Drip Torch,Wildlife Habitat Improvement,Increase Combustion Efficiency,4/7/2015
Cooper Knoll Central,1600,USFS,Dixie NF Cedar City,Broadcast,37.719,-112.599,7800,"16 - Above 6,500 feet
",Garfield,0,0,No,680.25,FOFEM5,1,"Panguitch Lake, Panguitch Lake, Panguitch, Panguitch Lake, Highway 143",Hardwood Litter,Drip Torch,"Fuel Reduction (Activity Fuels), Fire Dependent Ecosystem Maintenance",Increase Combustion Efficiency,4/7/2015
Coldwater Ranch West,3000,State,Bear River Area,Broadcast,41.945,-113.128,5100,"5 - N. Wasatch Front
",Box Elder,0,0,No,270,FOFEM5,1,,Hardwood Litter,Drip Torch,Exotic or Undesireable Species Control,Increase Combustion Efficiency,4/7/2015
Cache Piles,300,State,Bear River Area,Piles,41.764,-111.705,6000,"4 - Cache/Bear R.
",Cache,1,0,No,156,FOFEM5,1,,Medium Slash,Drip Torch,Fuel Reduction (Natural Fuels),Increase Combustion Efficiency,4/7/2015
Box Elder Piles,300,State,Bear River Area,Piles,41.813,-112.752,4200,1 - N. West Desert,Box Elder,0,0,No,160,"[""FOFEM5""]",1,,"[""Medium Slash""]","[""Drip Torch""]","[""Fuel Reduction (Natural Fuels)""]","[""Increase Combustion Efficiency""]",4/7/2015
Pocket Mesa,4000,NPS,Utah NPS Units,Broadcast,37.358,-113.056,7300,"16 - Above 6,500 feet
",Washington,0,1,No,725,FOFEM5,1,Zion Canyon and Springdale,Dormant Brush/Slash,PSD,"Fire Dependent Ecosystem Maintenance, Fuel Reduction (Natural Fuels), Property Protection, Wildlife Habitat Improvement",Increase Combustion Efficiency,4/2/2015
Browns Park,380,State,Northeastern Area,Broadcast,40.873,-109.146,5435,7 - N. Slope Uintas,Daggett,FALSE,FALSE,No,5.32,"[""SASEM""]",TRUE,Dutch John,Tall Grass,"[""Drip Torch""]","Wildlife Habitat Improvement, Exotic or Undesireable Species Control","[""Increase Combustion Efficiency""]",4/1/2015
San Pitch Mountains,850,BLM,Color Country District,Broadcast,39.347,-111.736,7100,"16 - Above 6,500 feet
",Sanpete,0,0,No,31,SASEM,1,"Manti, Ephraim",Medium Slash,Drip Torch,Fuel Reduction (Activity Fuels),Increase Combustion Efficiency,3/24/2015
